star,comment
9,권선징악의 구도를 숨겨버린 호흡이 긴 영화였습니다.  
8,전체적으로 긴장감있어 좋았을나  결말이 좀 .. .  
8,불친절한 불명확한 불분명한 영화  
10,간만에 영화가 끝난후에도 그 담날까지도 찜찜함이 사라지지 않는 영화를 본듯~ 관람후 저녁을 먹으면서 계속 영화에대해 할말이 많아지는 영화 전 개인적으로 잘 봤네요  
8,끝나고도 자꾸 머릿속에서 되네어지는 영화네요.어찌보면 어렵기도 하고 어찌보면 여운이 남는 평범하진않은 영화.. 추리하고 깊게 파고드는걸 좋아하는 분이라면 아주 좋아할듯 해요.  
7,그렇게 재미있지도 그렇다고 재미없지도 않았습니다. 그래도 끝나고나서 같이본사람과 계속 영화얘길 하게되는 영화인것 같아요!!우리영화같으면서도 아닌것도 같고 제입장에선 좀 애매한 영화인것같읏닏  
8,잘봤습니다잘봤습니다  
10,이야기 거리가 많고 시각에 따라 다 달리보이는 영화  그것만으로도 충분한 가치  
10,크.. 뜻 밖의 괜찮은 영화였다  
8,무섭게 재밌게봤습니다...뭔가 뒤가 찜찜한...ㅠㅠ암튼 정말 무시무시했습니다...  
10,열린 결말... 매드맥스 이후 최고로 긴장된 영화  
9,보는 동안에는 누가 나쁜놈이고 착한놈이고 생각할필요없이 그냥 무서운분위기를 즐기며 보다가 인터넷에서 해설본을 보는걸 추천  
8,같이 이 영화를 본 사람들끼리 서로 결말에 대해 다르게 말을 할 그정도로 잘 만든 영화  
7,난해함 .... 보는 내내 긴장감은 있음  
9,볼만해요. 호불호 확실한 영화  
10,진짜 개반전 영화였다  황정민 진짜 무당인줄  
10,무서웡 그래도 재밌쪙ㅜㅜ  
10,넘잼잼잼잠짐짱짐잼잼  
10,연기력도 무섭고 내용도 무섭다  
9,꼬마아이 효진이의 연기덕에 보는내내 소름끼치는 영화였습니다최고최고!!!  
10,연기력 진짜 미침다시 보고싶음  
10,진짜 감독한테 농락당한 기분  
8,전체적으로 재밌었지만 연출상의 결점이 느껴져요 ㅠㅠ  
4,넘나 어두워서 보기불편햇어요  
5,내가 귀신이며 영혼이며 일도 안 믿어서 인지 심심하면 먹방과 소리지르고 온몸 부들거리는게 좀 웃겼다. 흡입력과 텐션은 나쁘지 않다. 그냥 내가 끌리는 주제가 아닐뿐~  
9,관객들의 의심이 곡성을 더욱 크게 만들었다.  
8,좀 어려윘엉ㅛ 이해가 잘  안도서  
9,상영시간이 짧은것도 아닌데 시간 가는줄도 모르고 완전 집중해서 보게되는 영화. 개인적인 생각으로 이 영화는 황정민보다는(물론 믿고 보는 황배우이긴 하지만) 곽도원이랑 김환희가 영화 몰입도 확 끄는듯. 김환희 연기 진심 소름.  
10,"재밌게 잘 봤습니다~같이 관람한 사람들과 누가 선이고, 누가 악인지 의견이 분분했지만 이런 식의 반응을 감독님께서도 의도하신거라니 상관없죠~ㅎ무서웠지만 다시보고싶네요~  "
10,영화가 좀 싸이코틱함...생뚱맞을때가 좀 있음  
9,"볼만하긴한데,  딱히  좋다는 느낌이 없다고 할까?  "
8,볼만한 영화 근데 굳이 2시간 넘게 편집해야 했었나  
5,보는내내 긴장감돌고 볼만했는데  끝 마무리가 쫌...ㅠ 황정민은  비중이 그리 많지 않네요~  
7,아쿠마 데쓰네 으익;;;ㅡㅡ  
7,스릴러인줄 알고 기대하면서 봤다가 실망하게되는 영화  
7,마지막에 너무 허무한 느낌  
7,볼만하네여 영화가 좀 어려워요  
8,감독의 시도는 좋았다 허나 관객에게는 불편하고 생각하고 알아보게(감독의 의도)  만드는 영화  
8,예매해서표끊느라시간안걸리고편하게봤어요무인발권기도편하고담에또이용하겠습니다  
6,즐거리 설명을 찾아봐야하는 어려운 영화  
7,제 이름이 ㅎㅈ인데요 너무 힘둘어요....  
7,그냥 뭐랄까요 끝까지 헷갈리게하는건 있어요  
9,사람들이 재미있다고해서 관람하러갔어여석가탄신일이라 진짜 많더라구요은근히 놀라는 장면이 많아서 평소에 놀랄것도아닌데 동요(?)되서 같이 놀라서 잼나고 그랬어요장르는....뭐라고 말하기 딱 그래요좀비도 나오고 귀신도 나오고 살인마도 나오고..  
10,전 정말 재미있게 봤어요 분위기가 엄청 좋았고 엄청 몰입해서 시간 가는 줄 몰랐던 ㅋㅋ본 후에도 이것저것 생각하게 되고 여튼 진짜 잘 빠진 영화인 듯  
7,꽤나 볼만했습니다!!  
10,재밋어요 긴장하면서봣어요  
8,무서운요소와 코믹이 적절하게 분배되있음그치만 악마라는 요소는 한국정서와는 좀..  
7,잔인한기억만남네요 그냥그래요  
7,긴장감있는 영화이나 너무 잔인하고 개운하지  않다  
10,몰입감 쩔고 소름돋는  영화  
8,"재미 있다.  설정도 괜찮은데,좀  비 현실적인  면이 있는것 같다.  "
9,"마지막 까지   잘  모르겠음,.  "
10,재밌습니다~황정민 연기도 굿굿~!!  
10,마지막 반전? ㅋ 어렵네요  
8,음 재밌는데 긴가민하네요  
9,반전에 반전이네요 기대 없이 관람했는데 젛았습니다  
8,무섭다아나아정말정말 무서워  
9,긴시간이였지만 시간가는줄몰랐어요. 재밋었어요. 다들연기잘하고  
7,침침하고 결말도 흐지부지한거같고 화장실 갔다가 그냥 나온느낌  
10,긴런닝타임이느껴지지않을정도의영화입니다간만에만족하는영화였네요흥해랏  
9,후달달 넘나 재밌는것ㄷ ㄷ  
9,좋은영화인거같습니다!  
9,몰입도가 굉장하네요! 긴장의 끈을 놓을수가 없었습니다 ㅎㅎ  
9,진짜보면서개스트레스걸릴뻔 근데색다르긴해서 9점  
7,"곡성""으스스""곽도원 황정민 천우희"" 보고나오니""비가주루륙""택시~~~  "
8,한번 더 봐야겟네요 혼란스러워요  
8,엄마랑보고왔어요~~  
10,너무긴장해서 머리가 아플정도~  
9,"섬뜻, 소름, 피폐.. 온몸이 시린듯이 아프고 떨린다. 한국영화의 새로운 지평을 연것만은 확실하나 아프다. 몸도 마음도.  "
8,끝이 약간아시워요 그러나 재미있내요  
8,영화의 전반적인 분위기가 좋았고 생각외로 볼만했다  
7,기대한만큼은 아닌...배우들이 그냥 아깝다는 생각이 드네요  
10,완전 재밌음  시간이 빨리감  
10,"영화 끝나자 마자  워메 OO. 이라고 했다.연출, 연기, 각본이 조금이라도 후졌다면 b급 영화가 될 뻔했는데, 그걸 환상적으로 뽑아냈다.  "
10,생각을 많이하게 하는 영화네요 넘. 재미있습니다  
10,주변에서 얘기한것보단 안무서웠는데 재밌긴 엄청 재밌음  
7,"맥거핀의 향연, 믿음의 배반, 장르자체가 속임수  "
10,러닝타임내내 추리하게만드는 영화끝이 사람마다 다른느낌을 가질듯하네요도중에 의심이란 말이나오는데 보는내내 의심을 하게만드는 그런영화인듯 개인적으로 너무 스릴있게 잘봤습니다  
9,연기를 너무잘해여 특히 황정민이  
9,실망하지않을 영화무섭지만 몰입해서 볼수 있었던 영화  
7,배우들의 연기는 훌륭했으나 내용은 다소 억지스러움이 좀 있었는듯...^^  
6,끝이 허무하네요 재밌긴했습니다  
10,이렇게 몰입해서 본 영화는 없었습니다...  
10,씹오진다 ㄷㄷ 몇번 낚인거냐  
9,영화가 끝나고 나서 전개를 다시 한 번 되짚어 생각해보면 더 소름돋는 영화.  
10,재밋어요최고에요짱짱  
7,볼만하네요 재밌어요.  
10,그냥 보는것보다 보고나서 감독인터뷰에 무릎을 치게 만듦  
6,추격자보다 더 찝찝한 결말  
9,와.... 대박이네 ㅋㅋㅋ 근데 19세쯤은 되야할 거 같은데  
9,재미있게 잘 봤습니다.  
8,이해가되지않앗는데보고난후생각을많이하게하는소름돋는영화입니다  
7,동굴씬에서의 대화는 시대를 불문한 화두  
8,영화가 아쉬운점이 많네요조금만 수정되었으면 더 완성도 있었는데...돋보이는건 아역의 감탄스러운 연기그래도 전반적으로는 흥미진진  
9,너무 기대하고 봤나봄.. 그냥 그랬음  
9,러닝타임이 길긴 하지만 스포 당하고 봐도 충분히 재밌네요  
8,굿씬에서는 멀쩡한 사람도 혼이 나가겠음;  
9,소름이 내내 돋았다. 영화 보면서 해석이 좀 더 친절하면 좋을텐데 라고 생각했는데 해석은 영화안에 충분히 있었음.. 현혹되지 말라는 얘기를 한참 생각했음. 내가 무엇을 믿느냐가 중요하단것 같아요..  
8,천우희 예뻤고 다른배우들도 연기잘함중간중간에ㅣ 숨참고영화봤음 재밌습니다  
8,재밌습니다. 굿굿굿...반전인듯반전아닌득  
9,예고편도좋구~실제영화두잼잇고!!마지막반전도최고~배우들한명한명연기가빛이나니넘잼잇고디니박날꺼같아요^^  
8,온갖 요소를 짬뽕 시켜놈에도 적절성이 유지되는 영화  
10,보는내내 긴장의 끈을 놓칠수없었다. 곽도원의 연기뿐만 아니라 모든 배우들의 연기는 정말 명품!  
8,2시간30분이 어떻게 지나갔는지 모를 정도로전개가 긴장감있고 재밌었다.결말은  영화가 끝난후한번더 생각해봐야 이해할듯^^  
10,연기력 굿!!스토리구성 굿!!  
10,모든 사람은 죄가 있나니  
10,최강의 몰입도!관람후 피곤함은 당연지사!  
10,쫄깃한 긴장감 잊을수 없다  
4,무슨내용인지 모르겠고.... 더럽다... ㅠㅠ  
8,몰입도가좋고 연기력이다들 너무좋아서 진짜좋았는데 15세관람가라는거에비해 너무잔인했어요 보면서 18세관람가가 아니라는게 계속의아했어요  
9,뭔가찝찝함..하지만 재미는보장  
9,탄탄한 스토리과하지 않은 주제의 표현아침시간에 봤는데 보람차다 ㅎㅎ  
7,소름돋게 잘 만들었지만 신앙을 강요당하고 동물의 죽임 등 기분 언짢은 요소들이 많았어요  
8,영화초반 계속되는 사건들로 지루할수 있으나 곽도원씨의 웃김에서 시간이 지날수록 서서히 압박해오는 긴장감 그리고 거듭되는 반전속 관객들에게 생각하게하는 엔딩. 추천합니다.  
8,끝을  알수없는 내용인것 같아요  
8,3시간남짓 계속 긴장하면서 봤는데 끝에 맥이 풀렸습니다. 재미가 없진않지만 조금 아쉬웠어요ㅜ  
9,초반부터 집중해서 봐야 하는 영화..하지만 찝찝한 결말  
9,나름대로 재밋게 봤어요~  
9,스릴넘치고 흥미진진하지만 결말이 안난느낌입니다  
9,반전이 재밋는 영화ㅎㅎ  
8,"흠, 아직도 이해가 잘... ㅋㅋ  "
9,보고나서 잠을 설치게 한 영화. 혼자보러 가세요 ㅎㅎ  
10,러닝타임내내 지루할틈이없습니다.. 거기다 반전까지!  
10,잼써여완전잼써여짱짱짱  
9,누가 악마인가? ?나홍진이 최고 악마  
10,호불호가 갈릴 듯 하지만.. 진짜 재미있게 봤습니다!!!두시간반이라는.시간이 어떻게 흘러갔는지 모르겠어여~영화가 시작되면서부터 나도 모르게 빨려듭니다!!!강추합니다!!!  
7,곡성보고나왔습니다 ㅎ  기대를 너무 많이해서 조금 실망은 했지만. 재미있게 보고나왔습니다 ㅎ  
9,무섭기도하고 생각해야할것도많지만 재밌었음ㅋ  
8,스릴있고 무서워요 소름돋아요  
10,좋았음..근데 설명이조금들어가씀이해가더잘되었을거같음  
8,반전의 반전 재밌어요~~  
10,생각하고 또 생각해야하는 영화  
7,반전영화! 초반은 긴장과 코믹도 겸비되었다면 후반으로갈수록  점점더 기가빠지게 몰입하게됨. 마무리는 소름..  
10,156분동안 쉴틈이 없었다  
10,와 개졸잼 인생 영화입니다!!!  
10,잼나게 잘봤어요.스릴긴장 ㄷㄷㄷ  
10,태어나서 이런 전개 영화는 처음이다 자극적이지만 신선하고이런영화가 있어야 된다  
8,그럭저럭재밋게  본거같네여  
9,재미도있고 생각을 많이 하게 만드는 영화입니다  
10,한국에서 나올수없는영화  
10,내용은 그럭저럭 그래두 연기들은 넘넘좋았고 스릴러도좋구~~^^나름 만족ㅋ  
10,오랜만에 끝을 알수 없는 영화를 봤다. 시작 부타 끝까지 긴장감이 지속되고 유머도 있다 근래본 영화중 최고다  
9,한번만 꼬지 두번 세번을 꽈서 에휴..  
6,아~~이 찝찝한 기분똥누고 똥안닦은 느낌?뭐지??  
10,아대박소름..무엇을상상하든그이상을 맛볼것이다  
10,최고입니다 역대영화임  
10,무섭다 소름이 끼친다 결말이 찝찝하다  
10,한국영화인듯 아닌듯 신기함  
10,나홍진에 의한 농락미장센  
8,긴장감이 쉼없이 지속!!배우들 연기가 압권  
10,개굳입니다 짱짱 꼭보세요  
10,결말을 떠나서 2시간반이 어떻게지나갔는자모르게 흥미진진했어요~^^  
8,15세 인게 이해 안감 청소년들이 보면 멘탈 쿠크 날듯 장면 연출이 리얼함 나는 볼만했음 ㅋㅋㅋㅋ  
7, 오픈결말? 관객이 나름 머리써서 줄거리해석을해야하는 찜찜한 영화입니다. 아주 곰곰히 생각해보면 시나리오는반전에 반전?잘쓰여진듯하나 편집을 너무 막해놓은장면도보입니다  
8,긴장의 연속~~재미있습니디.  
9,황정민의 조연과 극중의 스토리가 잼나다  
10,호불호가 갈릴만 한 영화네요 정말그런데 배우들 연기력진짜 갑.. 처음엔 뭐지 하면서 보다가갈수록집중하게만드는영화 잠올틈이없었네요 심적압박 쩔어요 진짜  
8,반전의 반전이긴하네용  
9,끝까지 긴장감 최고! 배우들 연기 굿!  
10,진짜 보는 내내 긴장되고 숨막혀 죽는줄 알았다 몰입도도 최고였고 배우들 연기도 좋았다  
8,애매하네요 마무리가 뭔가요  
9,역시 실망시키지 않았네요 ㅎㅎ  
10,지루한 시간이 단1초도 없다. 그냥 대박!!'  
10,결말까지왔는데동 잘 이해가 안가요  
9,무쩌워요~꿈에 나올까 걱정됩니다 ㄷㄷ  
8,순간순간 짜릿하면서 이야기의 전개가 좋긴 하엿지만 마무리가 예매하긴 햇지만 재미는 잇어요.  
9,지루할  틈없이  스릴있고  재미있다마지막에  좀?  
9,진정숨막히는영화다ㅜㅜ  
8,볼만한영화로 돈아깝지 않았음ㅎ  
10,현혹이란 단어가 그토록 어울리는  
7,반전이 최고긴했으나자세한설명없고 마무리가허술함...ㅜㅜ  
10,아ㅈㄴ꿀잼ㅋㄱㄷㄷ어ㄷㄷㅂㄱ  
9,반전반전반전 이네요ㅋㅋ  
10,공부하고 보세요 무서워요  
7,끝까지 생각하게만드는영화이긴하나 엔딩은조금 아쉽다  
9,롤러코스터보다 더스릴있는 영화다 으어 배우들의 연기도 역시 믿고보는 영화 굳!  
8,결말에서조금아쉬운부분이있긴하지만보는내내스릴있고재미있었음  
5,연기력은 뛰어나나  과연 하고자하는말잊무엇인?걍 잔인새요  
10,굳ㅎㅎㅎㅎ재밌습니다  
10,"색감, 음악, 연기, 스토리 말이필요없메요  "
10,평소 깊게 생각하기 싫은 사람에겐 비추  
10,존잼ㅏㅏㅓ아라ㅏㅏㅏㅏ느어아  
10,짱잼..무서웠음..  
10,진짜 보는내내 소름돋았어요..  
10,긴장감 있고 스릴있게 재밌게 봤습니다  
8,몰입도만큼은 최고의 영화! 악과 믿음의 경계를 생각하게 만드는 소름끼치도록 불투명한 영화  
8,저는 성인인데 15세 이상인게 의문이들정도로 무서운영화였어요  연기자들의 연기력에 감탄했습니다 재밌어요 추천합니다  
8,스릴러영환줄알았는데 공포영화네요 공포영화못보는데  무서웟고 이해하긴 어려웠지만 재밋습니다 다 연기력좋고  
8,시간가는줄 모르고 봤어여  
9,시간가는줄 모르고 봤네요  
9,아.... 영화가 끝나고 오는 배신감 ...? 잘 만든 영화  
10,조금 이해가 어려웠지만 아주 재미있습니다.  
7,여자아이의 연기가 너무 인상깊었음..나름 잼있게봤음  
9,두 시간 반을 상영하는동안 지루하지 않았음.내용이 깔끔하게 마무리되지 않은점이 아쉬웠음.  
6,관람객 평점을 작성하시면  
9,스토리를 잘 이해못하겠습니다  
7,보다가 오줌 지렸네여;  
7,감독이 너무 무섭게만 만드려고 노력한게 아닌가 싶네요  
5,무슨내용인지잘만든거같으면서 뭐지 누가 누구지찝찝해  
7,이해안된다고 하던데 난 이해잘됨  
8,영화 시작부터 끝까지 스릴있다  
8,호불호가 갈리겠어요~  
8,스릴있고 연기자도 연기를 잘함.  
6,어려운 영화 였네요.  
8,너무 재밋엇어요~~ 짱짱짱!!!  
8,음 막전개가나쁘진않았지만 마지막이좀...  
6,스토리 정리가 깔끔하지 않은듯  
7,마지막 스토리를 더 연결하면 좋을것같다  
8,잼있었는데...  엔딩이 좀  아쉽다  
8,괜찮은 영화였어요 하지만 이해가 안가는게 많았어요.  
8,공포가 제대로  잘봤습니다  
8,"종교에관한 이야기,민간신앙에 대한 이야기  "
8,좋아요  재미나게 봤어요ㅎㅎ  
8,두번째 감상! 두번째로 보니 덜 무섭긴하지만 아직 풀리지않는 몇가지 요소들이 계속 머리에 맴돈다..  
7,재미있어요 몰입도도 좋은데 아쉬운점이 마지막이 아쉬움  
7,끝까지 심장이 쫄깃쫄깃하네요  
8,무서워도 재밌어요  재밌어요  
8,일단 오금저리고 싶으시면 보세여무서워서 잠도 못잤으니까요..  
9,영화가 역시 불친절하군요  
8,"영화가 처음엔 드라마, 중간은 코미디 마지막은 스럴러같은 종합세트같아요^^  "
8,현시대의 분위기를 말하는 우화. 기사에 대한 무조건적인 신뢰와 댓글과 공감으로 사실이 왜곡되는 언론와 우리가 생각나는 건 왜일까.  
7,나중에 한번  더 봐야 ..나홍진 감독 영화는 추격자도 그렇고 두번  정도는  봐야 진짜  재미를 알겠더라구요  
9,진심너무무서움애기연기왕잘함  
7,우선 러닝타임 무지하게 깁니다. 잔인한 장면 많이나오니 슬래시무비 안좋아하시는 분들은 비추합니다. 볼만은 하지만 제가 생각했던 내용이랑 달라서 약간실망했습니다.  
8,스릴짱~!!하지만... 의문을 지울수가 없는 영화~  
8,역시 나홍진...몰입도는 최고네요~  
8,현금영수증은 어떻게 출력하나요  
8,믿고싶은 것 만 믿는다...  
8,무척심오한 영화네요 ㅎㅎ  
5,끝이 좀 밋밋하다라고해야하나 끝내용을잘모르겟다 누가 진실인가  
3,꿈보다 해몽인건지 영화를 보고 평도 찾아봤지만 사실 이해가 잘 안된다 ㅋㅋ  
8,"저희나라의 영화 장르폭이 한층 더 넓어지지 않았나 생각이 듭니다. 다만, 15세 연령이 괜찮은 걸까 걱정되네요.  "
3,오마이갓!!배우들 연기력으로 3점!!피투성이 무당굿 끝!좀비 웃김!  
5,"줄거리가. 너무 얽혀있어서 혼돈스러웠다결말마저 ""설마 이렇게. 끝나지 않겠지?""하는. 시점에서끝나버려. 뭔가 카타르시스를 빼앗겨 버린 찜찜함이남는작품.  많은 기대없이 보러가시길.  "
8,무섭긴 했으나 개연성이 떨어지네요  
6,그냥그렇습니다 크크크  
9,일단 모르겠고 몰입감하나는 장난아니네..  
8,스릴있고 재밋네요 다만 좀 징그러워요ㅠㅠ  
8, 결말을 이해하기 힘들었지만 전반적으로 재밌었다  
7,처음엔 재밋고  끌렷는데 결말이 영...  
8,전개가 천천히 죄어오면서 무서움을 천천히 느끼게 될 것이다. 절대 무섭지 않은 것이 아니다...하지만 마무리는...  
8,재밌지만 어려운 영화...하지만 한시도 긴장을 놓을 수 없는 스릴  
8,그래서 결말이 뭐죠...?  
9,시간가는줄모르고 집중시키는 능력이 최고다  
8,믿고보는 황정민 연기. 영화는 잔인하고 무섭.  
8,이 영화는 천우희가 아니면 안되는 영화다  
9,꼭 보십죠...!정말 재밋게 봣습니다  
8,간만에 스릴넘치는 영화 잘 봤습니다  
10,팽팽한긴장감.. 많은생각을할수있었던결말대박이란말밖엔..  
6,후... 포인트 준대서 남겨봅니다... 딴 건 몰라도 몰입도 하나는 쩌는 영화라길래 봣는데 귀신 퇴마 뭐 이런게 취향에 안맞으면 몰입도 잘 안되더군여... Not my style... 아 배우들이 연기는 잘합니다... 열심히 만든 거 같아서 6점...  
9,모호하고 불확실하고 불쾌하고 시간이 잘갑니다  
7,영화자체는 흥미로웠으나 대체 무슨 내용인지 아리송했다.  
6,예나 지금이나 하나님 말을 ㅈㄴ 안 듣는 인간군상들의 이야기  
9,좀 잔인한 장면들이 많았으나 스토리도 짜임새가 있고 전혀 지루하지않았음.마지막 관객들이 해석할 수 있도록 여지를 남긴 부분은 감독의 배려라는 생각이 들어 좋았음.  
10,좋아요좋아요좋아요 오  
9,처음부터 끝까지 자세히 보시면 소름끼치는 영화에요 ㅎ 추천!  
9,심야로 보기 무서운 영화  
6,스토리가 별로인거 같아요  
10,짜릿짜릿 긴장을 놓을수 없습니다  
6,해석이 필요한 영화. 딸은 어찌될지 궁금하네.  
8,이게15세?잔인한장면 나옴  
8,"스릴러는 잘 보는데 호러영화,귀신나오는거 못보는 사람으로 ㅠㅠ 무서웠음.. 지루하진 않은데 보고나서 찝찝함..  "
8,초반엔 너무 전개가 안된다 싶다가 황정민이 등장하면서 통수에 통수를 때리는 멘붕영화zz분명히 명확한 반전과 결말이 있지만 뭔가 보고나면 멘붕에 빠지는..그래도 하나하나 이해하면 재밌음!!! 그리고 무엇보다 아역배우 연기가 끝내줌  
7,검은사제들이 카톨릭이었다면 곡성은 무속인의 퇴치법내가 생각한 결말을 자꾸 뒤집으려하는 영화  
10,거의 사년만에 극장가서 본(애 낳고 처음 본ㅠ) 영화였는데요 끝내줬어요ㅠ 전 갠적으로 좀비가 꼭 나와야하나 싶은건 있었어요 그냥 심리적으로 압도당하는 느낌예요 글구 곽도원씨 완전 멋있음^^*  
10,무서운 영화가 아니고 어려운 영화네요  
10,미친영화다 이말밖에...  
7,그런저런 볼만한것같기도 아닌것같기도  
9,무서웟져...넘나 무서워쪄..  
5,영화는 영화니까 비현실적이긴 하지만 중간에 차에서는... 꼭 그장면이 필요했으까 싶네요...  
8,마무리가 애매한?잘된것도 같고 낚인것도 같고??  
9,모든 파트보다 뛰어나 보이는 감독의 역량이란  
9,재밌었어요.나도 모르게 소릴 지르게 되는 장면도 있었는데 여름용 스릴러네요~^^  
10,너무 재밌게 봤어요 감사합니다!!  
8,졸잼  마지막은 좀아쉬웟지만  
9,반전이 좋아요  연기가 좋아요  
10,개잼ㅋㅋ아프이런여어루쟈마뷰  
10,한번 더보러갈껍니당!!  
10,우와 간만에 짜릿한영화!!!  
10,진짜 너무너무 재밌었다 또보고싶음!  
10,정말재밋게보앗움 오랜만에  
8,"관객을 속이겠다는, 무엇도 믿지 말고 현혹되지 말라는 주제의식의 전달을 위해 의도적으로 관객을 낚는 불친절한 영화. 의심과 믿음이라는 반대되어 보이는 개념이 결국은 하나이고 의심 혹은 믿음이 사실과 현상을 만들어낸다는 것. 멋진 영화입니다  "
8,재미있긴했는데 너무무섭... 19세인줄..ㅠㅠ  
7,기대했던만큼 무섭지는않았지만! 재미있었음!  
10,속지마세요 절대 속지마세요  
5,무서움... 근데재밌진안음... 너무 길음....  
10,조오나조오온잼존잼이엿음  
10,꿀잼이라고 생각합니다  
9,곱씹어보면 볼수록 대단한 영화  
9,세상에 악마는 살아있다는 것을~! 죄없이 희생당하는 많은 사람들~ 천우희는 천사인가요~?  
9,굿 지릴뻔해ㅛ다 해석이어려웠다  
7,역시 황정민 이라는 배우는  명품배우네요....  
10,배우분들의 연기만으로도 충분  
8,굉장히 난해한 영화다..  
8,긴장감은 역대최고.. 마지막 너무 많은걸 집어넣는건 아닌가함  
8,난 재밌었음 근데 호불호는 갈릴거임  
10,끝까지 숨막히고 눈을땔수없었어요  
8,여가생활 즐기러 혼자갓다가 실려나올뻔..재밌엇습니다~~!!  
9,스릴있고재밌었는데마지막이애매모호  
10,굿입니다요굿입니다요  
10,굿잡 나도 모르게 현혹되는 그런 영화  
9,잘짜여져있고 특히 배우들의 연기가 멋졌습니다  
8,끝까지 손에 땀을쥐며 잘 봤습니다.  
7,몰입력 하나는 끝내주지만..너무 관객에게 많은걸 맡기는 영화  
8,반전 영화였다니....  
8,윽 영화는뭐 괜챃아두 잠을못자요  
9,아 너무 쫄아서보느라 무릎아픔  
8,굿 할 때 걸려 있는 소고기 육질 좋아보이더라...쩝쩝  
8,마지막까지 반전의 반전을 거듭하며 집중하며 잼있게 봤네요~  
9,저는 정말 재미있게봤어요 진짜로  
9,정말로 3시간 동안 지루하지않고손에 땀흘리면서 봤네요 마지막이 좀 허전하지만정말 재밌게 봤습니다  
10,너무 잘 봤습니다! 배우들 연기력 대단해요!ㅎㅎ  
8,막이내릴때까지 긴장으르늦출수 없는 구성력.. 여운이 긴 영화  
8,상상도 못한 반전의 세계  
8,잼ㄲ넹ㅍ모ㅓ머너넌good  
9,난해하고 여기저기 깔린 복선.퍼즐푸는 재미가 있을 듯.  
9,아.. 엄청 고민하게 만드는 영화네요배우한명한명의 클로즈업씬때마다 허걱합니다.계속 결말 이해하려애쓰고있는중이예요한번쯤 볼만한거같아요  
10,절대현혹되지마라ㅠㅠ  
8,몰입도는정말 최강! 하지만 결말이 너무 아쉬워요  
9,초반은 다소 지루했는데 중반부터 끝날 때까지 시간가는 줄 모르고 본 영화  
7,나홍진 감독은  왠지  계속  퇴보하는  듯.  
9,심장이쫠깃해지고 다 좋은데 막판에 좀...뭐지?이런기분이들었다 이해하기힘든영화지만심오하고생각하게만드는영화ㅋㅋ  
9,서로 영화평말하다가 여자친구가 삐졌습니다  
9,영화 보고 났을 때는 복잡했지만 후기 보고나서 소름 돋았던 영화  
9,한번 더 보고싶다. 조았다.  
7,해석없이는 못보는 영화  
10,또보고싶음또보고싶늠또  
8,재밌든 재미없든 일단 보는게 좋을 것 같아용  
6,재미있습니다 볼 만한 영화  
10,진짜 오랜만에 볼만한 영화였습니다.  
8,미끼를 물었습니다. 소름이 확 돋아요~~~~  
9,호불호가 있지만 전 재미있게 봤어요  
8,나름 반전에 반전에 반전을 엮은점은 영화가 끝날때까지 몰입하게끔 만들어주었지만... 이건 그냥 토속 귀신과 해외 악마의 싸움인건가..?  
8,막무섭다무섭해서 걱정했는대 그렇게무섭지는않았어요..그냥.. 자기직전 계속생각나서 못자고있네요 하하하핳하  
9,볼만합니다 재미있어요  
9,오랜만에 괜찮은 영화를 본것같아요 ㅠㅠ 조금 무서웠지만  
8,나름 신선함 긴장하면서 봄  
8,재밌어요 근데마지막이이해가잘안갔음  
9,잼나게 봤습니다!!!!  
9,반전에 반전....  지루하지 않은 스토리  
5,무서움 재미있음 미스테리  
7,재밋었음 볼만했음 신선했음  
8,찝찝하긴하지만 감독이 모든걸 다 던져주고 풀어줬으면 오히려 어정쩡한 영화가 되지 않았을까싶다. 근데 카섹장면은 왜 넣은걸까  
8,뉴내아쥬타ㅣ티뮤카티누킽ㄴ  
9,이해하기 조금 어렵지만 반전있는 영화  
8,중반까지의 지루한 전개는 아쉬웠고 스토리중 무언가 삭제된 느낌이 강해서 어리둥절했었음  
5,평타 재미있지도 재미없지도 무섭지도 안무섭지도 않음  
10,여운이 남는 영화네요. 역사를 재구성해 놓은 듯한 촘촘한 시나리오가 아주 멋집니다. 배우들의 열연도 아주 훌륭하여 몰입도 최고입니다.  
7,몰입은 되나 뭔가 애매한 영화..  
10,낮은 평점을 보고 기대안했지만 아무도 생각할 수 없는 소재로 만든 영화  
7,무섭다..꿈에 나올거같음  
6,감독에게 낚인 기분....  
10,긴장감쵝오! 무섭지만 재미있는영화!  
8,굿하는게 헤비메탈하는거 같아서 잼잇엇다  
9,반전이 있는 영화였어요~ 저는 너무 재미있게 봤고 다 본 후에는 생각을 하게 만드네요. 천우희씨 비중이 생각보다 많지 않아 아쉬웠지만 아역의 연기에 엄지척!!지루할틈없이 너무 재미났어요^^  
8,영적인 내용인줄 생각도 못했는데 신선했음. 8.5점정도 되겠음 수호신이랑 악마랑 붙었으면 재밋었을듯  
9,와나..대박이네요 진짜 최고!!  
8,재밌는데내용이 어려운건지 내가 머리가나쁜건지  
8,스포한 놈들만 아니었다면 10점이었을것을...  
6,내용은 탄탄하나 좀 징그럽 그래도 잘봤음  
6,막판 클라이막스만 좋았다. 나머지는 산만하고 질질 끌어서 그다지.  
9,재밌어욘 요근래에본거중 잴잼썻어용  
