sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
2,2,3,5188135,5863775,5123160,740615,3,3272.13
2,6,3,5193791,3881976,2657421,1224555,4,1701.24
2,2,3,5197274,7385356,6227558,1157799,4,1369.6
1,2,3,5199160,3443683,2662321,781362,4,2278.24
2,2,3,5200000,2536230,1837200,699030,3,88.73
1,4,3,5201916,3670485,2979326,691159,4,250.17
1,2,3,5204084,4939280,2994765,1944515,3,3917.4
1,1,3,520778,571031,465095,105936,1,2362.02
2,2,3,5209937,5847871,4779921,1067950,3,895.83
2,4,3,5215669,3872841,2601090,1271751,2,2181.78
1,4,3,5216997,2965086,2595302,369784,4,683.47
2,3,3,5219020,5823886,4462656,1361230,4,1067.62
1,5,3,5220181,7905270,6835914,1069356,4,4362.54
2,2,3,5220997,7233972,5359486,1874486,2,2206.45
2,3,3,5221087,4014915,2796938,1217978,3,2710.65
2,2,3,5222852,5406298,3754678,1651620,6,393.29
1,5,3,522767,496887,427956,68931,2,59.55
1,4,3,5229844,3913932,2722613,1191318,3,1665.3
1,3,3,5231714,3277222,1761150,1516072,1,3449.24
2,1,3,5240270,3435146,2592300,842846,3,549.81
2,2,3,5241429,2893436,2316217,577220,3,919.79
1,5,3,5243789,2743446,2063252,680194,2,943.77
1,3,3,524438,676085,524620,151465,2,1072.97
2,6,3,5251461,4079970,3090251,989720,4,320.09
2,5,3,5252763,2832387,2386324,446062,3,1431.33
1,4,3,5253150,4628163,3092914,1535248,2,3763.27
1,3,3,5256639,4031145,2605892,1425253,2,185.32
1,5,3,5259254,2623179,1276957,1346222,2,589.9
1,6,3,5259897,2506867,2069978,436889,4,1343.15
2,2,3,5272749,3085349,3049944,35405,5,3115.39
2,3,3,5273153,4191776,2992750,1199026,3,840.42
2,4,3,527518,681232,636845,44386,2,1763.02
2,3,3,5276951,2124473,1548911,575563,4,1439.8
2,4,3,5278699,5747123,4950776,796348,3,724.47
1,2,3,5279800,4808310,3786130,1022180,2,1947.89
1,6,3,5282173,4505105,3374099,1131005,2,716.82
2,6,3,5283404,2819824,2258825,560999,5,2160.68
2,3,3,528900,427190,422190,5000,2,137.33
1,3,3,5290259,4220085,3916555,303530,3,540.11
2,1,3,5291848,5142561,4155039,987522,4,1791.95
1,1,3,5291888,4899148,3225673,1673475,5,1039.54
1,1,3,5297152,4810111,3596605,1213507,4,402.34
1,3,3,5306703,3563895,2208129,1355766,2,275.25
2,3,3,531005,791199,725454,65745,1,3147.04
1,3,3,531563,281007,241185,39822,1,520.86
1,4,3,5316194,3777841,2801311,976530,3,2782.54
1,6,3,5318670,3775921,2648761,1127160,4,177.88
1,4,3,5330046,3570052,2666388,903664,2,1103.99
2,4,3,5333243,2997149,2332337,664812,2,462.48
2,6,3,533431,523238,500055,23183,1,9767.63
2,5,3,5339745,3060152,2139155,920997,4,1222.56
1,5,3,534301,322779,299279,23500,1,1530.92
2,3,3,5346026,3801311,2630588,1170723,3,1461.69
1,3,3,5349050,4713451,4304401,409050,4,1186.53
1,4,3,5349999,5017085,2697065,2320020,2,1133.05
2,4,3,5350137,3640735,2134030,1506704,3,507.14
1,3,3,5352383,4256531,3410430,846101,2,1084.03
2,3,3,5352887,4284124,3285689,998435,5,1039.54
1,1,3,535499,3209617,2909587,300030,2,3920.16
1,1,3,5359696,3067452,2389109,678343,3,3762.52
1,3,3,5360412,4494287,3591136,903151,4,2728.04
1,2,3,536853,489172,475536,13636,1,2988.82
1,1,3,537490,1008571,924070,84501,2,675.21
2,4,3,5391430,2031177,964237,1066940,4,257.96
2,4,3,5391904,3689340,2475086,1214254,3,2881.66
1,6,3,5392506,7197177,5334962,1862214,4,1754.09
1,6,3,5393642,3468876,2681613,787262,2,1292.85
2,2,3,5396883,3380247,1745386,1634862,4,4570.68
1,6,3,5397709,4255885,2532139,1723746,2,1683.29
1,4,3,5399900,2697488,1688578,1008911,2,2181.93
1,3,3,5402607,3704859,2979014,725845,2,1450.08
1,6,3,5406870,4574533,2748956,1825577,2,2471.24
2,2,3,5409213,3418923,2636687,782236,4,1126.95
2,2,3,5410208,3046532,2377115,669417,4,1215.61
2,6,3,541083,583003,475610,107393,1,2122.52
1,5,3,5420595,3290808,2358472,932336,3,836.33
2,6,3,5424960,2647254,1903934,743320,3,176.36
1,5,3,5425068,2900599,2231049,669550,4,82.19
2,3,3,5426830,4310346,3796156,514190,5,1126.58
2,2,3,5429296,4665678,2981148,1684530,3,1447.94
2,1,3,5433700,3351125,2459925,891200,4,250.43
1,4,3,5435003,4038026,2296057,1741969,4,1447.1
2,2,3,5439205,5282333,4370065,912268,4,3661.98
1,4,3,5444885,3360649,2747456,613193,4,969.19
2,5,3,5446740,3224445,1883844,1340601,2,2206.45
1,3,3,5448877,2531438,1886213,645225,4,1896.76
1,3,3,5450851,3267095,2586229,680866,4,527.64
1,3,3,5454006,3938748,2858408,1080340,3,1273.4
2,3,3,5454826,4646855,3914552,732302,6,2035.03
1,1,3,5455031,2365392,1683202,682190,2,1683.29
2,2,3,5456435,3126073,1849736,1276338,4,2952.89
1,1,3,5459769,3235807,2664012,571796,2,310.9
2,4,3,5460075,2576842,1611085,965756,2,4240.2
2,5,3,5463481,2586171,2083427,502745,5,1462.53
1,4,3,5464918,6091281,4787309,1303972,4,1447.1
2,3,3,5468539,3258788,1957466,1301323,3,1155.81
1,5,3,547238,305729,155945,149784,1,1769.22
2,5,3,5476186,2529698,2435886,93812,3,882.86
1,4,3,547760,580764,523043,57721,2,661.2
1,1,3,5478108,3407315,2413349,993967,4,311.31
2,4,3,5483462,3095123,1899616,1195507,4,983.42
1,5,3,548560,620604,483490,137113,1,3004.46
1,4,3,5490105,4163430,2689774,1473656,3,6487.72
1,2,3,5493260,2893335,2394225,499110,4,98.8
2,4,3,5495986,3959505,2496264,1463240,2,1070.14
1,4,3,549660,392006,370052,21954,2,1814.38
1,6,3,5497177,4167231,3836110,331121,4,1069.44
1,6,3,550015,514467,359178,155289,1,2692.88
1,3,3,5505573,2742356,1797623,944732,2,720.65
2,2,3,5506288,3225376,2216742,1008634,3,2213
1,1,3,550804,290463,240808,49655,1,891.79
2,3,3,5509150,2486947,1946032,540915,4,973.04
2,5,3,5509767,3636515,2652122,984393,4,1198.09
2,2,3,551307,544874,437961,106913,1,209.48
2,4,3,5517622,4356959,3298301,1058658,4,422.07
2,5,3,5517692,2706653,2185176,521477,3,1788.11
2,1,3,5518008,4214807,3363763,851043,3,446.51
2,1,3,5518264,5063048,3779776,1283271,1,7490.26
1,6,3,5528318,4176673,3083338,1093335,4,1653.26
2,5,3,5528951,4481078,2895229,1585849,4,6967.87
2,1,3,5531294,5234782,3049698,2185085,5,1471.86
2,3,3,5532430,5802861,4387738,1415124,3,2145.85
1,6,3,5535470,7216271,5570421,1645850,4,486.47
1,3,3,5538571,5681078,5085636,595442,5,974.33
1,2,3,553963,442294,434141,8152,2,1192.22
2,2,3,5544917,5592744,4574112,1018631,5,1507.44
2,2,3,5551723,3421955,2993083,428872,3,4638.85
1,2,3,5552648,4805934,4338861,467074,2,961.05
1,4,3,5561736,4683115,2183550,2499564,2,4486.97
1,3,3,5562829,3460947,2512251,948696,4,3316.02
2,3,3,5566975,3956990,2226923,1730066,4,2042.29
2,4,3,5573895,4824232,3918868,905364,4,4154.54
2,3,3,5574803,2279053,1908540,370513,3,945.64
2,3,3,557834,705701,683646,22055,2,2086.86
1,5,3,558224,839907,658684,181223,1,3275.69
1,3,3,5587720,4848964,3173851,1675113,4,401.56
1,4,3,5591277,2658442,2251618,406824,4,2422.75
2,1,3,5597190,3990847,3501821,489027,3,1036.68
1,4,3,5600000,2972930,2316935,655995,4,150.34
1,5,3,5601411,2911783,1738233,1173550,3,2260.42
2,5,3,5606494,4973103,4150433,822671,5,984.27
2,5,3,5606815,5503646,3330866,2172779,4,2463.77
1,6,3,5610624,3899564,3315612,583953,5,1290.76
2,5,3,5612066,2259856,1681917,577940,2,6362.34
2,5,3,5612103,3094902,2127553,967349,3,3856.18
1,6,3,5614141,2782907,2374144,408763,5,1015.46
1,3,3,56147,1039249,864622,174627,1,5498.18
2,3,3,5614869,3937552,3099260,838292,5,1265.24
1,3,3,5621197,8061603,6331528,1730074,5,1526.34
1,2,3,5622126,6296744,4851426,1445318,4,861.37
2,4,3,562577,408189,408189,0,1,724.42
1,2,3,5626897,2990925,2323897,667028,4,1516.57
1,2,3,5630171,3983270,2890556,1092715,2,522.72
2,2,3,5631034,3409239,2840010,569229,4,1045.66
2,1,3,563192,536244,535804,440,2,1173.99
1,5,3,5633160,2203068,1644648,558420,4,120.3
2,1,3,5640398,3500633,2481691,1018942,3,2547.14
2,1,3,5643749,4628639,2741393,1887245,2,1265.92
1,2,3,5648361,3512731,2568731,944000,2,1925.1
2,2,3,5653563,3506619,2268765,1237854,6,5663.86
1,4,3,5656166,4488450,3571063,917387,3,1461.69
1,4,3,5658625,3839477,2885747,953731,4,3030.73
2,5,3,5660596,3981588,3284328,697260,4,4996.21
2,3,3,5666794,4683276,2956632,1726644,2,229.89
2,5,3,5667005,3805778,2151886,1653891,2,2838.05
2,4,3,5669340,3738777,2325931,1412846,3,1527.07
1,3,3,5674899,3291225,2990383,300842,3,1303.04
1,4,3,5674968,4444835,2717850,1726985,3,1195.11
1,4,3,568190,578120,552852,25268,2,365.8
2,4,3,5682919,2222500,1395810,826690,1,201.11
2,5,3,568618,543393,465974,77419,2,1382.02
1,1,3,5688330,3349783,1306657,2043127,2,374.67
1,2,3,56895,2953725,1552213,1401512,3,601.92
2,3,3,5691901,6100135,5439233,660902,4,1345.71
1,2,3,5692718,7015564,5399315,1616249,3,378.25
2,5,3,5692745,3434165,1857045,1577120,3,2169.57
1,3,3,5693101,3927635,2535686,1391949,3,6062.87
1,3,3,5696910,5617745,3363337,2254407,3,789.22
1,3,3,5698000,6512007,4990219,1521788,4,430.28
2,6,3,5705802,4600680,4004378,596302,5,1030.82
2,6,3,5706750,4101402,2894452,1206950,3,142.95
1,5,3,5707726,4557120,3315985,1241135,4,2539.32
2,5,3,5708003,4768125,3890874,877251,5,438.12
2,2,3,5712463,2945660,1817904,1127756,5,983.42
1,4,3,5712684,6345149,5455366,889783,4,3558.37
2,3,3,5713412,4811823,3815567,996256,4,1830.79
2,2,3,571427,1584755,1526868,57887,1,435.22
1,5,3,5714754,2697862,1915209,782653,2,3643.64
1,4,3,5715856,2457008,1852423,604585,3,1447.94
2,1,3,5718402,2917238,2242510,674727,3,1628.34
2,5,3,5720357,4032751,2800967,1231784,4,1211.24
1,4,3,5721721,4367125,3396568,970558,4,1030.78
2,4,3,5729338,3594445,2471526,1122920,4,1426.51
2,2,3,5731818,3980217,2708361,1271856,4,5048.65
1,3,3,5739871,5334305,4299281,1035025,4,1375.05
2,1,3,5743509,2682145,2221205,460940,3,1562.26
1,6,3,5744550,3294135,2386938,907197,4,3689.16
2,5,3,5745453,2814228,2356930,457298,3,1822.1
2,3,3,574563,1978804,1780131,198673,2,6244.84
2,2,3,5749098,3422720,2191911,1230809,4,221.42
1,3,3,5749861,3741367,2637986,1103381,3,1944.93
2,4,3,5755025,3755465,3153838,601627,3,773.92
1,2,3,575700,932034,657534,274500,1,243.43
1,5,3,575782,760212,640965,119247,2,624.88
2,4,3,5758917,5198319,3322494,1875825,2,1813.04
1,4,3,575912,475629,361085,114544,1,696.5
1,3,3,5759635,1927113,1598314,328799,2,2153.16
2,3,3,5760965,5049673,3243564,1806108,4,4996.21
1,2,3,577310,282177,275187,6990,1,1428.45
2,2,3,5776177,4960503,3278756,1681747,2,1065.13
1,5,3,5780161,3478030,2682724,795306,5,1274.35
1,1,3,5781158,4434132,3379759,1054373,3,2876
2,2,3,5791142,3879345,2954705,924640,5,1398.14
1,2,3,5795636,4515000,3501679,1013321,4,945.39
2,5,3,5795886,5393311,3405660,1987652,4,4206.6
2,2,3,580757,331916,257242,74674,1,2954.69
1,3,3,581122,784124,748158,35965,1,2559.61
2,5,3,581238,869070,689946,179125,1,473.45
1,3,3,5813858,3410803,2352350,1058453,3,1282.15
2,3,3,5815890,3659848,2952979,706869,4,2883.79
2,5,3,5822024,3849866,3640824,209042,1,1548.91
2,3,3,5823683,6581295,6236295,345000,3,5378.34
2,6,3,5824000,2865200,2545610,319590,4,188
1,6,3,5825343,5978245,2908182,3070063,2,1668.8
2,6,3,5830522,4055773,3137614,918159,4,1359.25
1,3,3,5830716,4561983,3093808,1468175,5,1039.54
2,1,3,5837943,4629588,3565116,1064472,4,6967.87
2,1,3,5839861,4422205,3072495,1349710,4,1105.61
1,3,3,5845911,5191916,2161325,3030591,2,1324.4
1,5,3,5849888,4426672,3874009,552663,3,968.47
2,4,3,5852233,3005371,2459098,546272,4,6134.89
1,5,3,5858102,4311713,3201156,1110557,4,2851.01
2,2,3,586473,527669,527669,0,1,824.94
1,6,3,5865766,4271862,3011844,1260018,5,6967.87
2,5,3,5870700,5677533,4858236,819297,3,1297.68
1,1,3,5879907,1386594,900557,486037,1,2624.3
2,5,3,5880890,2539677,1805707,733970,3,479.84
1,6,3,5886222,4359956,3079459,1280497,4,5866.52
1,5,3,5893574,4197743,3006784,1190959,4,684.78
1,3,3,590040,571549,450501,121047,1,2557.14
2,6,3,5902930,4688422,2643883,2044539,3,2876
1,1,3,5903034,5309415,4430472,878943,2,666.52
2,4,3,5908569,3240859,2705487,535372,4,1363.29
2,6,3,591291,2452853,2058655,394198,2,514.36
2,5,3,591651,450922,450922,0,1,143.35
2,4,3,5921235,4160629,3490166,670463,2,1179.2
2,1,3,5923050,3690980,2907401,783579,4,2855.65
1,2,3,5924547,4474649,3536820,937830,3,5865.87
2,6,3,5927167,3799308,3107644,691663,7,636.66
1,6,3,5931424,2377463,1981682,395781,2,1013.09
2,5,3,593702,470548,315256,155292,1,1962.32
1,4,3,5938740,2640274,1921044,719230,2,714.5
1,4,3,5941928,3800148,2900188,899960,2,1501.53
2,5,3,595483,469981,399944,70037,1,7016.89
2,5,3,5955282,4438854,2605325,1833529,1,917.53
1,3,3,5955380,3315040,2285350,1029691,4,943.12
2,2,3,5958510,4526870,3436878,1089992,3,2677.58
2,5,3,5960039,1701161,1323966,377194,3,119.06
1,2,3,5962376,5120811,3756733,1364078,4,1724.52
2,2,3,5965693,4678682,3777249,901434,2,1424.74
2,3,3,596914,461584,382910,78674,1,2511.62
1,1,3,5971732,4817774,4118182,699592,4,1628.38
2,3,3,5974636,5866607,2423081,3443526,2,1683.29
2,5,3,5983462,3132788,2525291,607497,3,3361.87
2,2,3,5987005,5567807,5091025,476782,4,1847.01
2,4,3,5987404,3879609,2360901,1518709,4,820.23
1,5,3,5991125,3935345,3118480,816866,4,1248.48
2,6,3,5992521,5580187,4024495,1555692,3,6594.29
1,5,3,6004262,4086726,3091254,995472,4,533.78
2,3,3,600593,715585,557458,158127,1,4130.14
1,2,3,600620,968039,890841,77198,3,2958.21
1,1,3,600844,665194,487463,177731,1,1292.58
1,1,3,6008788,4449811,2861404,1588407,4,263.37
2,3,3,6009687,6281547,5252732,1028816,4,237.92
1,6,3,6010017,2417719,1871686,546033,4,579.33
2,4,3,6014472,3340981,1806767,1534214,4,2228.84
1,3,3,6014763,3368223,2873285,494938,4,4298.92
2,2,3,6016546,4649053,3317894,1331159,4,1447.1
1,5,3,602596,540839,497277,43561,2,1958.01
2,2,3,6029681,4522222,3060283,1461940,3,5101.17
2,6,3,6029725,4697895,3073209,1624686,4,3010.15
1,4,3,6034938,6298798,4719494,1579305,5,1246.6
1,1,3,6035362,5065660,3254014,1811646,2,249.26
2,1,3,6038448,3138141,2557214,580927,5,368.74
1,5,3,6044290,4075437,2372588,1702849,3,871.45
1,6,3,604487,473132,437289,35843,3,861.77
1,2,3,605348,466916,456916,10000,1,428.47
1,3,3,6063640,4324545,3368873,955672,4,658.23
2,4,3,6063689,4408685,2840318,1568367,4,2850.1
2,4,3,606561,758841,715230,43611,2,861.72
1,5,3,606591,746399,706387,40012,1,682.44
2,3,3,6066061,2418499,2061764,356734,4,786.22
2,3,3,6067572,3441380,2207656,1233724,3,2469.23
1,4,3,6070293,3993472,2029646,1963827,3,1447.94
2,6,3,6072766,5199587,4500647,698940,7,1005.89
2,5,3,608685,454676,427185,27491,2,432.37
2,3,3,6091156,6798829,6020113,778715,3,1444.98
1,2,3,6094774,3225855,1793605,1432250,4,942.59
2,4,3,609796,374805,360313,14493,2,827.78
2,1,3,6101942,2077230,1767362,309868,1,1540.79
1,1,3,6105320,4479247,3998692,480554,4,378.8
2,2,3,6107836,5324712,3963674,1361038,4,1736.44
1,4,3,610892,863177,814008,49169,2,2011.38
2,5,3,6109576,3688327,2631851,1056476,3,1577.78
1,4,3,6110615,2223979,1820699,403280,3,1757.1
2,2,3,6111170,3474690,2492825,981865,2,99.81
2,5,3,6111859,3732274,3305371,426903,3,1356.58
1,2,3,6113439,3180776,2603538,577238,2,2033.19
2,2,3,6115265,3009794,2343843,665950,3,1799.66
1,2,3,6115816,4069518,2989219,1080299,3,2641.16
2,2,3,611643,784442,507892,276551,2,73.15
2,5,3,6116597,5979482,5048305,931177,3,1007.48
2,2,3,6122567,5602117,4817219,784898,8,2580.67
1,5,3,612515,776574,731304,45270,2,201.57
1,1,3,6125604,5025449,3442885,1582564,3,996.56
1,4,3,6139934,5399402,3944368,1455034,4,1642.63
2,4,3,6140954,5075859,2393873,2681986,4,428.92
2,2,3,6142736,3877687,2864810,1012877,2,3833.5
1,3,3,6145256,3691372,2624128,1067244,3,888.06
2,4,3,614806,464628,390082,74546,1,2515.11
2,1,3,6150450,5443187,2470796,2972391,3,1520.75
2,2,3,6150551,5328605,3850822,1477782,5,4206.6
1,3,3,615119,449987,432871,17116,2,888.95
2,3,3,6155163,5160143,4326598,833545,4,894.65
2,2,3,6160820,5001402,3476622,1524780,4,823.09
2,6,3,6165528,4496170,3356657,1139513,5,4996.21
2,3,3,6167026,5011221,2244358,2766863,4,1425.54
2,4,3,617296,963918,944776,19142,2,788.7
1,3,3,6177172,2688820,2206607,482213,5,1113.92
2,4,3,6177923,3641251,2660053,981198,3,666.07
2,2,3,6184832,3606897,2303253,1303644,3,1339.7
2,6,3,6185120,3350543,2757271,593273,4,1813.81
2,2,3,6185331,3323412,2617769,705643,3,2087.79
1,5,3,6192253,3315865,2575080,740785,4,2986.77
2,3,3,6204936,4152574,3438490,714084,4,1526.34
2,3,3,6207221,3823118,2963924,859194,5,311.31
2,1,3,6207247,3863820,3048068,815752,5,1030.82
2,3,3,6207592,5999562,4528482,1471081,2,1794.46
1,3,3,620931,1210149,907661,302488,2,625.27
2,2,3,6210414,3848849,2732928,1115920,2,1494.76
2,2,3,6213080,4634173,3617052,1017121,3,303.14
2,4,3,6226360,3468254,2347553,1120701,4,1307.04
2,2,3,622858,597086,526755,70332,1,1133.42
1,6,3,6231015,4163039,1992066,2170973,2,1601.31
1,3,3,6235614,4447736,3372415,1075321,4,2494.55
2,2,3,6240156,4227466,3275784,951682,4,1364.95
2,6,3,6245654,5179157,4192027,987130,4,1414.01
2,2,3,6261587,3905162,2639657,1265505,3,3143.32
2,4,3,6268188,4480028,2940216,1539811,4,1701.24
2,5,3,627000,1415163,1282152,133011,1,2505.47
1,5,3,6273854,4810200,3150506,1659694,3,905.36
2,5,3,6275691,5135600,3451979,1683622,4,736.65
2,4,3,6276765,3264124,2096298,1167826,4,150.38
2,1,3,6283762,4855697,2563205,2292492,2,1397.38
1,4,3,6288514,3869519,2579511,1290008,4,1501.37
2,2,3,6289244,4844926,3715016,1129910,4,541.03
1,4,3,6296055,4722865,3501604,1221261,2,1683.29
1,5,3,6298296,3713361,2312622,1400739,4,699.96
2,3,3,6300362,4712948,3489016,1223933,3,1163.02
1,6,3,6300684,2886821,1845850,1040972,1,378.5
1,3,3,6312837,4421109,3814210,606899,5,467.78
2,1,3,6315617,6463610,3208859,3254750,1,183.19
1,4,3,6317405,4622868,3197246,1425622,4,1486.6
2,3,3,6324432,2695665,1231163,1464503,2,1068.74
1,4,3,633075,807204,761194,46010,2,560.49
2,5,3,6334023,4746600,3374361,1372239,4,2422.75
1,3,3,6338599,5881984,5490458,391526,4,4840.04
1,6,3,6342406,7052439,4820334,2232105,4,355.31
2,3,3,6343841,4659833,3279744,1380089,4,1526.34
2,1,3,635049,650794,634129,16665,2,510.27
2,5,3,6350691,4074131,3725733,348397,3,2154.97
1,2,3,6353755,2879403,1720818,1158585,3,3762.52
2,3,3,6353903,4048968,2463302,1585666,4,160.32
1,3,3,6354395,4123739,3147496,976243,4,2176.55
2,3,3,6362574,7494792,6101018,1393774,3,980.09
2,6,3,6363958,3176669,2342573,834096,2,3267.01
2,3,3,6364108,4875762,3886077,989684,4,3217.19
1,6,3,637614,699451,630715,68736,2,1201.5
1,5,3,6393053,5301885,4210952,1090934,6,244.55
2,5,3,641492,798188,689869,108320,1,1516.02
2,4,3,642000,1064443,731870,332573,2,91.57
2,5,3,6422784,3375734,2477703,898031,4,2217.39
2,2,3,6427390,5643790,4302198,1341592,4,2527.29
1,5,3,6428294,2923628,1822311,1101317,3,3856.18
2,6,3,6430000,4869589,3347989,1521600,4,480.63
1,3,3,6430066,2435866,1863593,572274,3,1559.23
1,2,3,6431679,3662610,2883787,778823,4,688.48
1,6,3,6432313,5641732,3072969,2568763,2,1385.18
2,3,3,6435475,3922911,3116260,806651,3,709.08
2,5,3,6438185,4060210,2993528,1066682,4,6967.87
1,3,3,6438888,7065450,5874731,1190719,4,514.06
2,4,3,6452111,4708979,3391787,1317192,3,977.01
2,6,3,645520,638517,604517,34000,3,370.25
1,4,3,6459958,3452594,2410374,1042220,4,158.57
2,4,3,6460731,3451808,2931969,519838,3,256.55
1,4,3,646838,467446,353391,114056,2,2246.32
2,4,3,6476327,2822302,2319901,502401,5,3097.01
1,2,3,6480289,5132690,4110433,1022257,4,2760.84
1,5,3,6486608,4177837,2896707,1281130,4,1701.24
1,5,3,650000,766871,714828,52044,1,1133.42
1,5,3,6506270,3909765,1777115,2132650,1,526.52
2,5,3,650926,393944,358479,35465,1,1471.41
2,5,3,6516421,2936993,1967864,969130,4,4126.94
2,5,3,652682,749107,578951,170156,1,311.3
2,2,3,652720,846325,815782,30543,2,707.6
2,6,3,6529976,3381827,2228389,1153438,3,879.84
2,3,3,6530333,5314280,4405617,908663,2,2592.27
2,4,3,6533155,3794232,2661564,1132669,4,1447.1
1,2,3,6538777,3458153,2321243,1136909,4,467.78
2,1,3,6570504,6262233,4640135,1622098,6,2414.97
1,4,3,6586475,4116508,2883265,1233244,5,2986.77
1,5,3,658867,1213217,1162224,50992,2,646.44
1,1,3,658948,711613,668444,43169,1,1310.98
2,5,3,6594441,4031025,2501457,1529569,3,235.34
1,3,3,6595390,6829782,4777015,2052767,6,1701.24
2,2,3,6603418,5030440,3780304,1250136,3,1619.77
2,5,3,6609464,6026938,3888480,2138458,3,1187.12
1,1,3,661720,1235921,430376,805544,2,446.54
1,6,3,6621211,6417763,4821527,1596236,3,1418.43
1,3,3,662236,485569,454633,30936,3,1565.13
2,3,3,663171,705583,570254,135329,1,4130.14
1,1,3,664403,378449,341983,36466,1,2531
1,2,3,6645100,2873476,2491550,381926,4,876.95
1,1,3,6646734,3219221,2815949,403272,4,783.96
2,4,3,6649977,7231161,4772400,2458761,3,2717.8
2,3,3,6657670,3444978,2449818,995160,2,638.17
1,2,3,6659013,4167604,2865634,1301970,4,3689.16
1,4,3,6659453,5007352,4521076,486275,4,1375.05
1,5,3,6664063,5576933,3902706,1674227,2,412.81
1,3,3,668421,441511,393293,48218,1,1660.68
1,3,3,6685878,5762249,4406360,1355889,4,6967.87
1,5,3,668776,403915,328164,75751,1,2973.57
1,2,3,6688164,5198913,3785283,1413629,4,4841.86
1,5,3,6691938,4659624,3176686,1482938,3,2186.58
2,4,3,671087,491978,425578,66399,1,1761.05
1,6,3,6718193,6230875,4240062,1990814,4,558.11
1,3,3,6722360,5312280,3929178,1383102,4,871.55
1,4,3,673176,627170,475346,151824,1,1199.41
2,2,3,6732895,4454808,3421877,1032931,3,416.33
1,3,3,674563,844110,775012,69098,2,1033.36
1,5,3,6749093,2128941,1679240,449701,2,250.11
1,4,3,6756070,2797419,1070537,1726882,1,1315
2,5,3,6764489,8636566,7589600,1046966,3,180.26
1,2,3,6765071,3780652,2793922,986730,5,685.85
1,5,3,6765203,4562653,3836516,726137,4,2500.46
1,5,3,6766899,5489889,3572828,1917060,5,3283.51
1,6,3,6768747,5987768,4347666,1640102,2,7028.03
1,5,3,6773561,5256322,3330274,1926048,1,1090.42
2,2,3,677501,730084,506134,223951,2,432.37
2,5,3,6782482,3616918,2563657,1053260,3,3009.39
1,2,3,6788000,2020140,728200,1291940,1,177.54
2,3,3,6789264,4019313,1583040,2436274,2,458.96
1,3,3,679472,560136,505306,54829,3,590.37
2,1,3,680270,720371,635970,84401,2,1074.85
2,6,3,6820055,6046323,2079332,3966990,4,421.28
1,5,3,6822161,7283976,5518303,1765673,3,785.5
2,2,3,6822634,2793587,2227242,566345,5,355.31
2,5,3,6825247,5685662,3469379,2216283,2,1537.44
1,2,3,6830696,4380466,2303154,2077311,3,2442.45
1,5,3,6831345,5594204,4880743,713460,4,1324.48
2,3,3,6841767,4133472,2949585,1183887,4,6228.17
1,6,3,684395,1135450,782227,353223,2,464.27
2,5,3,6844630,6564996,4129659,2435337,4,815.81
1,5,3,684900,1062590,1000970,61620,2,37.93
1,3,3,6851290,4353608,3892291,461317,4,252.01
2,1,3,6851495,2626698,1672519,954179,2,663.59
2,3,3,685181,652193,621114,31078,1,2595.16
1,6,3,685393,553255,431475,121780,1,496.43
2,4,3,6855088,5579942,4902387,677555,4,279.19
1,5,3,6857237,3021089,2262160,758929,4,124.26
2,2,3,685729,634253,633848,405,1,9767.63
1,2,3,6857359,4288060,3026918,1261143,2,706.32
1,5,3,686137,1107219,838979,268240,1,1289.31
2,3,3,686426,703203,639229,63974,2,483.9
2,5,3,6875944,6711015,5371074,1339941,4,983.42
2,2,3,6901596,4539960,2822412,1717548,2,1834.88
2,5,3,6903805,3864229,2540266,1323963,3,434.82
2,5,3,6908584,4717310,3918784,798525,2,1161.65
2,4,3,6912953,5489598,4584832,904766,4,5693.52
1,2,3,691334,3134796,3031129,103667,5,675.56
2,3,3,691655,733325,432336,300989,1,1193.58
1,4,3,6916770,6350308,4693538,1656770,4,139.47
2,3,3,6920721,5964604,4011906,1952698,3,1274.09
2,6,3,6925289,5437194,4493644,943550,4,156.1
1,4,3,6927008,5437924,3361712,2076212,2,693.36
2,2,3,6927647,3647140,2920789,726350,2,734.26
2,2,3,6932226,6791198,5040117,1751081,2,1424.67
2,2,3,6940124,3677961,2363531,1314430,3,1447.94
2,4,3,6959236,8294508,6534853,1759655,4,624.81
1,4,3,6965137,3140753,2019564,1121189,3,837.87
1,3,3,6967151,3563960,2144536,1419424,3,3762.52
2,1,3,6968932,2948773,2324524,624250,4,4198.2
2,1,3,697463,344048,269718,74330,1,693.34
2,5,3,698387,1477891,1082717,395174,3,1018.89
1,5,3,6993510,4756329,3649843,1106487,3,3073.52
2,6,3,6994696,4001194,3287841,713354,4,1425.76
2,3,3,6994992,4509892,3141636,1368256,5,2181.99
1,3,3,6996163,6761327,2800974,3960353,1,3763.27
1,5,3,699669,749702,455873,293829,1,1659.95
1,3,3,700000,1081930,961930,120000,1,241.88
1,1,3,7000000,4147080,2294155,1852924,3,3772.76
1,5,3,700261,326954,209233,117721,1,251.01
1,6,3,7007260,4961820,3610642,1351178,4,1030.78
1,2,3,7014485,4239574,3015697,1223876,4,786.58
1,3,3,7020000,5432635,3281029,2151606,3,547.98
2,2,3,702090,894501,775832,118669,2,494.31
1,3,3,7030083,4657891,3431770,1226121,5,4055.64
2,6,3,703224,842479,688340,154139,1,931.07
