custId,sex,age,city
C2112,F,61,Seoul
C2113,F,46,Seoul
C2114,F,41,Seoul
C2115,F,35,Seoul
C2116,F,47,Seoul
C2117,F,22,Seoul
C2118,M,25,Kyeongki
C2119,F,49,Seoul
C2120,F,59,Seoul
C2121,F,42,Seoul
C2122,F,48,Seoul
C2123,F,31,Seoul
C2124,F,56,Seoul
C2125,F,53,Seoul
C2126,F,53,Kyeongki
C2127,F,45,Seoul
C2128,F,31,Seoul
C2129,F,62,Seoul
C2130,F,61,Seoul
C2131,F,47,Seoul
C2132,F,59,Seoul
C2133,F,37,Seoul
C2134,F,62,Seoul
C2135,F,29,Seoul
C2136,F,38,Kyeongki
C2137,F,60,Seoul
C2138,F,58,Pusan
C2139,F,62,Seoul
C2140,M,43,Daejeon
C2141,F,56,Seoul
C2142,M,38,Kyeongki
C2143,F,31,Seoul
C2144,F,30,Seoul
C2145,F,37,Seoul
C2146,F,40,Seoul
C2147,M,48,Seoul
C2148,F,25,Seoul
C2149,F,21,Seoul
C2150,F,55,Seoul
C2151,F,45,Seoul
C2152,F,63,Seoul
C2153,F,22,Pusan
C2154,F,50,Seoul
C2155,M,29,Seoul
C2156,F,51,Seoul
C2157,F,45,Seoul
C2158,F,60,Kyeongki
C2159,F,29,Seoul
C2160,M,41,Cheonbuk
C2161,F,50,Seoul
C2162,M,66,Seoul
C2163,F,23,Gwangju
C2164,F,27,Daejeon
C2165,F,48,Seoul
C2166,M,24,Seoul
C2167,F,21,Chungnam
C2168,F,54,Seoul
C2169,M,39,Seoul
C2170,F,44,Seoul
C2171,M,37,Kyeongki
C2172,M,36,Seoul
C2173,F,54,Seoul
C2174,M,31,Seoul
C2175,F,43,Seoul
C2176,F,41,Seoul
C2177,F,25,Seoul
C2178,F,46,Seoul
C2179,F,28,Daejeon
C2180,F,39,Seoul
C2181,M,34,Seoul
C2182,M,39,Seoul
C2183,F,48,Seoul
C2184,F,33,Seoul
C2185,F,57,Seoul
C2186,F,42,Seoul
C2187,F,38,Seoul
C2188,M,50,Seoul
C2189,F,53,Seoul
C2190,F,33,Seoul
C2191,F,44,Seoul
C2192,F,44,Cheonnam
C2193,M,33,Seoul
C2194,F,23,Pusan
C2195,F,43,Seoul
C2196,F,49,Seoul
C2197,F,24,Seoul
C2198,F,21,Seoul
C2199,M,32,Seoul
C2200,F,39,Kyeongki
C2201,F,49,Seoul
C2202,F,42,Seoul
C2203,M,27,Seoul
C2204,F,29,Seoul
C2205,F,56,Seoul
C2206,F,35,Seoul
C2207,F,55,Seoul
C2208,F,34,Seoul
C2209,F,44,Seoul
C2210,F,42,Seoul
C2211,F,36,Seoul
C2212,F,56,Seoul
C2213,F,25,Seoul
C2214,F,39,Seoul
C2215,F,32,Seoul
C2216,F,38,Seoul
C2217,F,40,Seoul
C2218,F,46,Seoul
C2219,F,48,Seoul
C2220,F,31,Seoul
C2221,F,47,Seoul
C2222,F,35,Seoul
C2223,F,60,Seoul
C2224,M,57,Seoul
C2225,F,29,Seoul
C2226,F,40,Seoul
C2227,F,32,Seoul
C2228,F,34,Seoul
C2229,F,50,Seoul
C2230,M,34,Seoul
C2231,M,26,Seoul
C2232,M,48,Seoul
C2233,F,22,Seoul
C2234,M,40,Seoul
C2235,M,57,Seoul
C2236,F,48,Seoul
C2237,F,40,Kyeongki
C2238,F,51,Seoul
C2239,M,61,Seoul
C2240,F,39,Seoul
C2241,F,45,Seoul
C2242,F,41,Seoul
C2243,F,52,Seoul
C2244,F,49,Seoul
C2245,F,62,Seoul
C2246,F,33,Seoul
C2247,F,45,Seoul
C2248,F,58,Seoul
C2249,F,28,Kyeongki
C2250,M,58,Seoul
C2251,F,34,Seoul
C2252,F,54,Seoul
C2253,F,42,Seoul
C2254,F,60,Cheonbuk
C2255,F,44,Seoul
C2256,F,44,Seoul
C2257,F,53,Seoul
C2258,F,53,Seoul
C2259,F,49,Seoul
C2260,M,20,Seoul
C2261,M,47,Daejeon
C2262,M,39,Kyeongki
C2263,F,65,Seoul
C2264,M,38,Seoul
C2265,F,51,Seoul
C2266,F,38,Seoul
C2267,M,58,Seoul
C2268,M,33,Seoul
C2269,M,63,Seoul
C2270,F,25,Seoul
C2271,F,37,Seoul
C2272,F,43,Seoul
C2273,M,34,Kyeongki
C2274,M,61,Seoul
C2275,F,21,Seoul
C2276,M,46,Seoul
C2277,F,44,Seoul
C2278,F,51,Seoul
C2279,F,48,Seoul
C2280,F,32,Seoul
C2281,M,35,Seoul
C2282,F,45,Seoul
C2283,M,56,Seoul
C2284,F,57,Seoul
C2285,F,35,Seoul
C2286,F,33,Seoul
C2287,F,36,Seoul
C2288,F,53,Seoul
C2289,F,62,Seoul
C2290,F,51,Seoul
C2291,F,62,Seoul
C2292,M,46,Seoul
C2293,F,43,Seoul
C2294,F,46,Seoul
C2295,F,42,Kyeongki
C2296,F,27,Seoul
C2297,F,48,Seoul
C2298,M,34,Seoul
C2299,M,62,Seoul
C2300,M,45,Seoul
C2301,F,44,Seoul
C2302,F,39,Seoul
C2303,F,41,Seoul
C2304,F,56,Seoul
C2305,F,57,Seoul
C2306,F,27,Seoul
C2307,F,52,Seoul
C2308,F,47,Seoul
C2309,F,38,Seoul
C2310,F,63,Seoul
C2311,F,30,Seoul
C2312,M,33,Seoul
C2313,M,32,Seoul
C2314,F,54,Seoul
C2315,F,38,Kyeongki
C2316,F,51,Seoul
C2317,F,33,Seoul
C2318,M,45,Seoul
C2319,M,49,Seoul
C2320,F,52,Seoul
C2321,F,26,Seoul
C2322,F,32,Seoul
C2323,F,41,Seoul
C2324,F,22,Seoul
C2325,F,31,Seoul
C2326,F,29,Kyeongki
C2327,F,36,Seoul
C2328,F,32,Seoul
C2329,F,34,Seoul
C2330,F,36,Seoul
C2331,F,47,Seoul
C2332,F,41,Seoul
C2333,M,44,Seoul
C2334,F,39,Seoul
C2335,F,32,Seoul
C2336,F,35,Seoul
C2337,F,70,Seoul
C2338,F,38,Seoul
C2339,F,40,Seoul
C2340,F,65,Seoul
C2341,F,52,Seoul
C2342,F,59,Seoul
C2343,F,33,Seoul
C2344,F,55,Seoul
C2345,M,36,Kyeongki
C2346,F,24,Seoul
C2347,M,37,Seoul
C2348,F,51,Seoul
C2349,F,39,Seoul
C2350,F,62,Seoul
C2351,M,49,Seoul
C2352,F,54,Kyeongki
C2353,F,41,Seoul
C2354,F,40,Seoul
C2355,F,39,Seoul
C2356,F,43,Seoul
C2357,F,48,Kyeongki
C2358,F,34,Seoul
C2359,F,57,Seoul
C2360,F,28,Kyeongki
C2361,F,33,Seoul
C2362,F,34,Seoul
C2363,F,60,Seoul
C2364,F,43,Seoul
C2365,F,67,Seoul
C2366,F,34,Kyeongki
C2367,F,56,Seoul
C2368,F,59,Seoul
C2369,F,38,Seoul
C2370,M,29,Seoul
C2371,F,49,Seoul
C2372,F,30,Seoul
C2373,F,41,Seoul
C2374,F,28,Seoul
C2375,M,56,Seoul
C2376,F,40,Seoul
C2377,F,41,Seoul
C2378,F,41,Seoul
C2379,F,79,Kyeongki
C2380,F,49,Seoul
C2381,M,58,Seoul
C2382,M,41,Gangwon
C2383,F,39,Seoul
C2384,F,33,Seoul
C2385,F,53,Gwangju
C2386,F,63,Seoul
C2387,F,38,Seoul
C2388,F,63,Seoul
C2389,F,49,Seoul
C2390,F,28,Kyeongki
C2391,F,50,Seoul
C2392,F,46,Seoul
C2393,F,46,Seoul
C2394,M,45,Seoul
C2395,F,54,Seoul
C2396,F,51,Seoul
C2397,F,46,Seoul
C2398,M,69,Seoul
C2399,F,32,Seoul
C2400,F,25,Cheonbuk
C2401,F,61,Kyeongki
C2402,F,22,Kyeongki
C2403,F,65,Seoul
C2404,F,23,Seoul
C2405,M,41,Seoul
C2406,F,36,Seoul
C2407,F,42,Seoul
C2408,F,54,Seoul
C2409,F,35,Seoul
C2410,F,40,Seoul
C2411,M,54,Seoul
C2412,F,42,Seoul
C2413,M,25,Seoul
C2414,F,39,Kyeongki
C2415,F,20,Seoul
C2416,F,48,Seoul
C2417,F,30,Seoul
C2418,F,60,Seoul
C2419,F,53,Seoul
C2420,F,51,Seoul
C2421,M,72,Seoul
C2422,F,45,Seoul
C2423,F,60,Kyeongki
C2424,F,43,Kyeongki
C2425,M,35,Seoul
C2426,F,36,Seoul
C2427,F,59,Seoul
C2428,F,27,Seoul
C2429,F,35,Seoul
C2430,F,47,Seoul
C2431,F,41,Kyeongki
C2432,F,39,Seoul
C2433,F,50,Seoul
C2434,F,31,Seoul
C2435,F,38,Seoul
C2436,F,46,Seoul
C2437,M,59,Seoul
C2438,F,40,Seoul
C2439,F,57,Seoul
C2440,F,61,Seoul
C2441,F,37,Seoul
C2442,F,44,Seoul
C2443,F,35,Seoul
C2444,F,74,Seoul
C2445,F,51,Seoul
C2446,M,20,Seoul
C2447,F,38,Seoul
C2448,F,50,Seoul
C2449,F,46,Seoul
C2450,M,29,Seoul
C2451,M,41,Seoul
C2452,F,43,Seoul
C2453,F,53,Seoul
C2454,F,40,Seoul
C2455,F,28,Kyeongki
C2456,M,43,Seoul
C2457,F,46,Seoul
C2458,F,24,Seoul
C2459,F,29,Seoul
C2460,F,23,Seoul
C2461,F,56,Kyeongki
C2462,F,43,Seoul
C2463,F,36,Seoul
C2464,F,23,Seoul
C2465,M,75,Seoul
C2466,F,38,Seoul
C2467,F,45,Seoul
C2468,F,52,Seoul
C2469,F,55,Seoul
C2470,F,63,Seoul
C2471,F,44,Seoul
C2472,F,66,Seoul
C2473,F,42,Kyeongki
C2474,F,34,Seoul
C2475,M,49,Seoul
C2476,F,37,Seoul
C2477,F,57,Seoul
C2478,F,54,Seoul
C2479,F,43,Seoul
C2480,F,26,Seoul
C2481,F,47,Seoul
C2482,F,42,Seoul
C2483,F,34,Seoul
C2484,F,50,Seoul
C2485,F,57,Seoul
C2486,F,51,Seoul
C2487,F,28,Seoul
C2488,F,53,Seoul
C2489,M,36,Seoul
C2490,F,59,Seoul
C2491,M,25,Kyeongki
C2492,F,53,Seoul
C2493,F,47,Seoul
C2494,M,29,Seoul
C2495,F,31,Daejeon
C2496,M,35,Seoul
C2497,M,46,Inchon
C2498,F,40,Seoul
C2499,F,34,Seoul
C2500,F,47,Seoul
