star,comment
6,"순간순간 재미는 있으나, 뭔가 의미를 던지지 못하고 스토리의 재미 보다는 장면 장면의 스릴에 너무 의존되어 있다  "
5,잔인하기만하고 내용도 없고 끝도없는 최악의 영화였음  
9,처음 볼땐 충격이였고 두번보니 이해가 되더이다  
9,보고난후에도  자꾸 생각나게 하는 영화 인것같아요~무삭제편이 나오면 또 보고싶네요~  
7,초반이 지루하고 반전도 그닥  
5,내용이 잘 이해가 안간다.  
9,아가씨보다 재밌네요ㅋ  
4,보고나면 ....찝찝하다 비추임  
7,우리나라에서 만든 공포영화중에서는 괜찮은 것 같습니다  
9,절대 낚이지 마라. 이뜻이 뭔지 정말 알 수 있는 영화  
9,진짜정신적으로안좋은영화  
3,재미없어요.괜히봤어요.  
3,.... 분명 봤는데 뭔내용인지 모르겠음.  연기들은 다 잘함.  
7,내용을 모르겠다 ㅋ마지막이  아싶다  
9,소문보단별루네요그래도배우들연기력에는박수를보내고싶네요  
10,정말 숨도 못쉬고 봤어요  
5,"실제적인 요소인줄 알았는데, 판타지 적인 요소다.... 별로...  "
8,황정민 연기미쳣다 하앍  
10,무엇이 중한지도 모르고  
10,결론을알수없게. .여운이 많이 남네요  
9,긴장을 끝까지 놓칠수 없었고 재미있게 잘 보았습니다.  
8,배우들 특히 어린배우의 연기가 뛰어났지만 내용자체는 그닥..  
9,열린결말 좋네여 꼭 보세요! 긴장의연속!  
2,잘 만들긴 했지만 개연성은 어디갔죠?  
3,노잼 스토리가 산으로감  
10,재밌어요~~~~진짜루~~  
4,중간에 지루해 죽는줄ㅠㅠㅠ 거기다가 마지막은 진짜 찝찝해요..ㅠㅠ  
9,다시보러가여 열라 무서어  
10,상당히 재미짐 오줌쌀뻔  
9,곽도원의 연기변신이 볼만했음.  
7,결말이  개운치가 않네요ㅠㅜ  
5,똥을 쌌는데 똥을 덜 닦고 나온 결말 짜증나  
7,먼가 애매모한 영화 그럭저럭 볼만은 했어요  
6,뭣이 중한지고 모름서.  
8,아역 배우 연기 잘함 끝이 불공평 두악마도 없애야 하는데...  
9,솔직히 난재미있었고 또 신선했다단 좀비는 극중 흐름이 방해가 됐고추측으로도 좀비는 이해하기힘든 설정이었다  
7,현혹되지 말라 했음을 봤음에도 현혹되었다  
8,굳 세번봤는데 봐도봐도 모르겟으어  
4,찝찝한거같아유 보고나니까  
5,나홍진이 왜 비급영화를 만든거라고한지 이해도됨  
5,똥을 싸고닦지않는느낌  맨끝장면이..  
9,좀비가 좀 웃겼지만 몰입도는 짱  
9,재밌고아찔했어요~~~  
9,결국 관객이 낚시질에 미끼를 물었네요 ㅎㅎ  
9,화면구성력이라든지..내용이 이색적이다.이런영화가 있나싶다가도 아이러니하게 빠져든다  
10,"최고입니다. 왜 호불호가 갈리는지 이해가 안갑니다. 구성면에서 완벽합니다. 추격차처럼, 한시도 긴장감을 놓을 수 없는 진짜 명작  "
10,한국영화에 어마어마한 대작이 나왔네요 준비기간이 충분히 납득됩니다  
10,"재밌게 봤습니다. 잔인하거나 끔찍한 장면을 이용해 공포감을 주지않고, 스토리 자체에서 느껴지는 공포여서 더 즐겁게 볼 수 있었습니다. 평소 잔인한, 징그러운 장면을 못 보시는 분도 즐기실 수 있을 듯 합니다.  "
7,먼가 모를 찝찝함이 남는 영화  
9,정말  배우분들  고생한게보이구여..  아역배우  짱!  
6,생각과는 좀 달라 난해했으나 배우들 연기력은 좋음  
8,많은 생각을 하게 만드는 영화.살인의 추억이나 추격자를 예상했는데. . .전혀 다른 영화였다.  
3,기대보다 별로였음 캐릭터들이 다 짜증남  
6,하나도 안 무섭디다 지ㅣ루하기만  
3,내용파악이어렵다주제를잘몰겠음  
6,무섭다는 느낌은 크게 모르겠음. 중간중간 깜짝놀라는부분이 있고 영화끝나고 아 끝난거야? 라고 느꼈으니 좀 허무함  
6,초반은 그냥저냥 대충코미디 중후반은 호러물 마지막은 반전도없고 관객에 맞긴다는 무책힘하고 비논리적결말ㅠㅠ 그래도 시간때우기는 좋을듯 기존작품에 비해 그저그런데 연기자들의 연기력은 인정  
7,몰입도는 굉장한데 이건 뭐지 생각드는 느낌...  
5,괴기스럽기까지한 ~기빨리는 영화예요  
7,다른건 몰라도 굿씬은 좋았다  
6,놀래키고 긴장되고 볼만하지만 보고나면 찝찝한 영화  
5,스트레스 풀러 갔다가 받고 왔다.  
5,제스타일은 아니네요..  
6,보는내내진빠져죽는줄 칸만아녔음 안봄  
2,순간순간적인 몰입도나 연출만 있을뿐.스토리는 엉망진창  
5,Good good good  
6,넘기대하고 가서 보았지만 생각만큼 반전이 일어나진 않은것같았습니다  
7,자~알 봤습니다  많은 이야기를 듣고 간 상태라   그런가 전개 부분이 쫌 지루 햇어요  
3,저는 귀신그런건줄몰랐는데 ... 암튼 재밌어요!!  
6,복잡하고 찜찜한 영화..  
10,돈주고 스트레스받는데 볼만한 영화두번은 봐야되는영화  
10,결과는알았지만 반전이있름  
10,재미짐. 열린결말이라 상상력이좋은사람일수록 재미질듯  
10,와우잘봤어요대박입니다  
10,반전꿀잼이었음 굳굳굳재미잏음  
10,재밌어오 긴장감 대박 짱짱맨  
10,진짜 오래간만에 소름돋을 정도로 재미나게봤다  
7,잘 만들어진 영화란 생각이듭니다 긴장감도 연출도 ㅎㅎ 코믹요소들도 - 하지만 결론적으론 영화가 뭘 얘기하고 싶은지 와닿지않아서 아쉬웠습니다  
5,ㅎㅎ 재미있는거같으면서 아닌 것 같은 보는동안은 무서웠지만 보고나선 이게 머야 하는 느낌!반전에 반전 마지막 결말은 먼가 허무한황정민은  머지????  
6,심야로 봤는데 그냥저냥 봤네요~~  
7,고민하게만드는 오묘한영화  
5,그냥그럭저럭 찝찝하고 재미도 그닥  
7,완전은 아닌데 걍볼만해요~  
3,오픈결말 종류의 영화 완전 싫어함..영화자체는 재밌는데 결말이 저랑 너무 안 맞네요  
7,다보고나서도 엄청 찝찝한 영화!!  
7,곡소리 부르는 사기꾼이 따로없네  
6,믿음에 관한 백화점 같은 영화.  난 지루하고 황당하다.  
8,재밌어요재밋어요재밌어요  
10,처음 만나는 한국 영화 장르..  
10,최고네요 나홍진감독 다음영화도 기대되네요.  
7,계속 생각나요 마지막 장면들이.. 처음으로 영화보고 체해서 토했네요. 멘탈약한 분들 조심하세요  
7,꿈자리사나운영화...  
5,결말이 너무애매함...  
7,무섭고 더럽고 2시간반이 너무 힘들었다  
5,강렬한 빨간 두 눈. 기분이 찝찝긴장감을 처음부터 끝까지 유지시키는 힘만 대단.  
5,먼가 여운이 남는 영화는 아닌것같다  
10,누가 귀신이양? ㅜㅜ 황정민도 귀신 씌엿낭?  
10,황정민씨 구싸는장면을감명깊게 봤어요...  
5,나름잼나름잼나름나름  
5,내용에 대해잘모르겠네요 소리만 ㅠ 결말도 ㅠ  
7,마치 좀비영화를 보는듯...결론도 애매하고 뭔가 부족한 느낌?영화를 재미나 흥행위주로 보는 사람이라 그런지 속시원한 통쾌함도 없고 감동도 없고... 흠  
4,영화는 잘 만들었는데...설명이 너무 부족한느낌  
5,기대를 너무하지마요....이도저도 아닌..머 초반에 웃기고 아역연기에 놀라고 끝  
9,결말이좀 아십네요스토리이해안됨  
9,보는내내 지루한건없었다반전도있었고 스릴있고 쫄깃한 영화였다  
8,러닝타임이 상당히 길었다는걸 영화가 끝나고나서야 알았다  
9,호불호가 넘 심해서 정말 궁금해서 봤어요 전 불호.. 왜 15세인지 모르겠어요~~  
7,연기는 좋으나 반전에대한 복선이 없어서 너무 밑도끝도없는 느낌  
7,흠... 뭐지 악마..? 왜?  
2,중간까진 볼만한영화... 한국영화는 보고나면 시시하거나 결말이어의가없드라....  
6,너무기대를 했나봐ㅠㅠ  
9,신선하네요 내용이! 영화보는내내 무섭지 않았은데 집와서 생각하면 무서운양화!!  
10,재밌음 재밌음재밌음재밌음  
3,추천하기에는 심신이 좋지않다  
10,절대로 속지마라 절대로  
9,곽도원의연기가볼만하네요~긴시간임에도지루하지않게본영화입니다.결말이어떤내용인지는관객이판단할내용같아요~~  
3,전국민 낚시영화. 히치콕이 되고싶었던 감독의 오만함  
9,믿는 순간 그렇게 보인다. 결국 악이란 나의 의심안에서 존재한다.전작들과 달리 잔인함을 직접 드러내지 않아도 얼마나 잔인할 수있는지를 표현해낸듯... 짱.  
9,해석한거보니.. 영화가 장난아니네요 한번더보고싶어요 전엄청 많이 낚였네요  
10,볼때는 어리둥절했지만 보고나니 다양한 해석을 찾아보게 되는 영화.다시보고 싶은 영화  
9,영화보는 내내 긴장감에 손에 땀이 났다.나홍진 감독 연출력 기가 막히다  
5,우리나라 최초 좀비영화인듯~~4885를 넘 인상깊게  봣는데  이건 아니지 싶은데~~  
6,내용이해는 좀 어렵네요하지만 황정민 곽도원의 연기는 역시 최고네요~~~매력포텐터진 곽도원 좋습니다~~~  
6, 긴장감있었지만 개연성부족  
5,내용은 진짜좋았는데 표현을 하지못하는 느낌결말도 아쉬웠고 별로 무섭지도않았다특히 콩트를보는건지 영화를보는건지 헷갈렸다  
9,어렵지만 흥미진진하네요  
8,재밌어요 ㅋㅋ 근데 저 빠가라서 이해못함  
8,우띠....짜증나....ㅡㅡ 나 혼자 사는데....잠 다잤네ㅡㅡ  
5,열린결말이라고 하지만 맥락을 찾기 어렵다  
5,"반전의 반전이 깊은 영화입니다 황정민 영화는 최고라고 자부했지만, 이번 영화에선...마지막 엔딩도 참으로... 아쉬운 부분이 많은 영화네요...  "
4,해설 안읽으면 이해 안되는 영화  무섭다고해서 봤는데 무섭지도 않고 ....  
6,별로  재미엄다 난해한 내용이라서  
8,내용이 어렵지만 중간중간 숨은 힌트를 찾는다면 재밌습니다~  
6,메세지가 뭔지 모르겠슴  
6,그래서 결론이 머야라는 생각이 드는 영화  
6,영화가 넘 어렵고 힘들었어요 기대이하입니다  
6,시선을 끌긴하는데 뭔가 억지스러운 설정이 드문드문 보임 딱히 뭘 암시하는지도 모르겠고~  
6,시간도잘가고 볼만한데 내용이해가 정확하게안되고 난해하네요 아무튼 잘봤습니다  
5,내용이 잘.. 이해가 안가고 그냥 무섭네요..  
10,굿 두번봐도 재미가있네요  
8,재미있음 ㅋ 관객에게 판단하게 하는 영화  
10,다음이 기대되는 웰메이드 천우희 만세  
10,후회안함10101잉10  
9,간만에 재미있게 봤음.  
10,소름~~중반부터 끝나고 돌아올때까지 소름이... 정말 재미있게 봤습니다ㅎ  
10,"흥미진진하고 재밌는데, 다보고나서 이거뭐지?  "
3,그날이후 잠못잠ㅜ 종류별 공포의 집대성.스릴과 의문은 덤.  
9,오지게 잘만들는데 딱 하나 단점은 보고나서 기분이 별로 좋지 않다는 것이다  
10,나홍진 감독은 정말... 무시무시하다... 아직까지 영화가 잊혀지지않는다.. 참고로 2번보니 느낌이 더 다르다 영화의 장면장면 하나하나 의도가 느껴지는게 나홍진감독님은 변태닼ㅋㅋ  
8,오랜만에 보는 여운이 남는 공포영화!!  
10,곱씹게 되는 영화. 효진아ㅜㅜ  
10,또봤음ㅋㅋ 재밌어요!!!!  
9,무서웠지만 재미도있고 끝까지 긴장감있어요  
10,돈이아깝지않은영화!  
8,신이든 악마든 내가 믿으면 존재하지만 안믿으면 상관없음.결국엔 모든것이 믿음으로 나오고 의미없다는 결론을 위해 한장면한장면에 의미가 부여된다  
6,영화가 끝나고 영화풀이를  찾아보고 읽어봐야지 영화의 마무리가된다  
5,연기면 연기. BGM 스토리까지 좋은데 보고나서 오히려 더 답답하고 애매해지는 영화.보고 후회는 안되는데 왜 봤지 고민하게 하는영화  
8,지루할틈없이재미있었어요~  
9,너무 무서워요....  
9,재미뜸 진짜 스토리 잘만듬  
10,구성이 체계적인 영화였다~  
10,굿정말소름이오소소소슈소  
10,아....다시보고싶다  
10,작품의 스토리완성도 높음  
4,뭐야..? 음...무슨말을 적어야할까....  
8,긴장감이 상당한 영화 한국형 오컬트 무비  
10,재미나요꼭봐요진짜루  
8,결론이 예매모한게 아쉽네요  
2,'그사세'라는 느낌의 영화  
7,내용은어렵지만볼만한내용이였어요!꼬마연기가최고네요!  
10,완전 재밌고 다시 보고싶음  
8,잼있게잘봤습니다정답없는 영화ㅎㅎ  
8,의심으로 시작되어 의심의로 끝나는 그리하여 곡소리만난무하고 설득력이없는다소 산만 하고 실소를금치못하는 어이없는 장면까지 ㅠ모든종교들의 집합이네요  
5,재밋는데범인을아직모르겟어요ㅜ  
5,무슨내용인지 뒷부분에 반전만가득..  
7,결말이...열린결말은 별로에요  
4,전체적으로 영화가 괜찮았는데 아쉬운 부분들이잇네요영화를 다시본다면 더 괜찮을거 가타요  
9,"영화는 시작부터 끝까지 재미있고, 지루하지않았지만 멘탈관리가참 힘든듯  "
8,재밌게 봤어요!~!!!  
10,추격자 황해 너무 재미있게봐서 이번영화도 기대하고있었는데 정말 2시간넘게 잠시도 눈을 떼지 못하겠더군요 정말 최고입니다  
10,도대체 뭐가 복잡하다는 건지.  
8,무척 재미있었다가  결말쯤 가니 그저 그랬음..  
5,너무 잔인해서 반은 못봤어요  
3,사실 잘 모르겠다...재밌는지...  
10,올해 최고의 영화 !  스토리 연기 어느것하나 빠지지않고 훌륭함  
10,올드 보이 이후 명작의 탄생  
10,두번 보세요 한번은 아닌것같아요  
8,"보는 내내 쫄깃, 개연성에 아쉬운 부분 있음  "
9,"믿음없는 세상의 허무함과 그틈을 노리는 사단의 역사,그래도 구원이 있으리라는 오픈결말이  좋았습니다  "
8,결말이 쫌 난해하긴했는대  그래도 재밌어요..오늘밤 잠 못잘듯ㅠㅠ  
10,오걸트와 반전 좋아하시는분 꼭 보세요  
8,무섭지만 다시한번 보고싶네요~내용이 이해가 안되는부분도 있어요.효진이 연기 정말 잘해요^^  
7,아리까리ㄲ까리 하지만 황정민 멋있다  
5,마지막이 너무 아쉽네요결말두 없이 너무 허전한게 참 아쉽습니다  
6,재미있지만 난해한 이영화....  
6,연기자의 연기는 좋았지만왠지 끝이~~ㅋ이게뭐야라는말이 나오는데요~^^  
8,절대 현혹되지 말라고 포스터에도 써있다. 영화 내용 미리 조금이라도 보지 않는것을 추천한다.  
10,진짜보는내내 소름돋아머요 꿀잼  
8,지루하지않고 긴장감 줬던 영화네요 ~~ !!  
8,좋아요 그런더 쫌 아쉬운건 잇네요  
10,2시간30분 처럼 느껴지지않고 진짜 재밌게봄  
9,마지막이 너무 아쉬워서..  
8,연기력은진짜ㅠ짱 무섭기두하구..요새들어 한국영화소름끼치게만듬 ㅠㅠ  
8,내것을 지키고자하는 인간의 이기심이 가장 공포스럽다.  
9,볼만했음. 다만 해석은 분분할든  
9,역시 믿고보는 감독과 배우들 재밌었요  
7,영화 보고 나오는데 무슨 내용인지 이해못한 사람들이 많음 ㅋㅋ  
9,누가 범인이냐가 중요한 영화가 아니다  
8,결국 평범한 닝겐이 할 수 있는건 아무것도 없었따  
7,다른평들에 끝이허무하다는글이 많았는데요  정말그렇네요 끝난건지안끝난건지 허무하네요 영화는 참재미있슴^^  
9,영화를 보다가 의문을 결코 방관하지 마시길. 당신의 혼돈은 그 순간부터 시작될지이니.  
6,사람들이 왜 보고나서 찝찝하다는지 알듯하다. .내내 긴장되서. .긴장감은 최고ㅋ  
7,무서웟어요 19세인줄알앗어요...  
7,보고나서 뭐지 헐.... 이런... 보고나면 공포보다는 의아심이 더 드는...  
7,골룸이 나타났다~!!!  
5,볼만하다~~첨부터끝까지긴장감과궁굼증??근데 끝이 영~~찜찜...  
7,재미있었음..결말이이해가 잘안가서 스포일러 확인해봄.  
5,저한테는 조금 어려운 영화였네요..  
7,조금 불편한 영화네요ㅠㅠ  
9,첨엔 웃기다가 후반부 몰입도 최강 후 반전에 반전 쵝오  
9,한국형 육감(식스센스)을 본 듯한 기분...소름끼침~  
10,"굿,,재밋음ㅎㅎ한번으로는해하기어려울수도  "
10,재밌게밧어요  잘만든영화  
9,OO아쉽네요 그래도 구점  
10,영화관을 나와서 더 소름이 오는 영화!  
8,징그러운 장면이 많아서 15세인게 의문..ㅋㅋㅋㅋ그래도 영화몰입도랑 내용은 최고인듯...  
9,잘만들어진 영화! 연기를 너무잘했다..  
10,반전에  반전  대박추천합니다  
9,중3 딸아이가 보자고 해서 봤는데  난 그냥 그냥 그랬다  
8,간만에 짜릿한 영화를 보앗다  
8,결말이 조금 애매하긴 했지만 재밋었어요!  
6,시간만큼 지루하진 않았은데 그렇다고 소문처럼 긴장감이라던지 보고나서 꿈에나올까 무섭다느니 그런건 없네요 . 아 물론 저랑 여자친구 둘다요볼만은합니다 ㅎ  
5,동서양 빰뽕 엑소시즘. 악의 존재를 우리정서에 크게 와닿지 않는..어딘가 '서양악마'적으로 표현한 것. 반면에 그 배경과 인물들은 굉장히 향토적이였는다는 점에서 매우 발란스가 안맞는다고 생각함.  
6,처음부터 끝까지 이상해 이상해 이상해  
10,절대로현혹되지마소잉  
9,굳!!이해가안되긴안되내요ㅜㅜ제가이해를못하는건지...?ㅜ  
4,음. 뭐라 설명할수가 없다 ㅜ ㅜ 결말도 ..  
3,무섭고 별로엿어요 ㅠㅠ  
9,무당과의 싸움인 줄 알았더니... 현실에서 사람처럼 자연히 느끼지 못하는 존재들끼리의 관계가 있어서 재밌었습니다  
6,"마지막으로 갈수록 영화가 담은 주제가 어떤 것인지 알 수 있다. 그러나 그 이해가 사고의 확장으로 이어지는, 인간을 돌아보게 하는 내용인지는... 아쉬움이 남는 영화  "
8,그냥 재미는 있었지만 결론이 애매하게 끝나서 좀 그랬습니다  
8,결말이좀 그렇지만 재밋음  
7,월광이 오히려 악당인건 굿하는순간부터 이해했는데 일본인이 악마의 모습까지 갖추고 차에치어 낭떠러지에 버려지기까지했어도 살아날 정도인데 산절벽씬에서 마치 사람인것마냥 묘사된게 이해가안된다. 요즘 본 영화중 퀄리티는 뛰어났는데 겁나 뒤가 찜찜한영화임.  
7,감독이 무슨말을 하는지 잘 모르겠다.... 하지만 몰입도만큼은 대단한 영화!  
8,뭔가결말이 찝찝함악마가누군지 알아내라이건데ㅋ  
7,끝까지 농락당한 느낌 끝까지 농락당한 느낌끝까지 농락당한 느낌  
8,백만 관객 저마다 백만개의 이야기를 만드는 영화  
7,재밌게 봤고 한가지 꼬마애가 넘  힘들어보였어요.연기도  잘하고..  
10,아주 야무집니다 꼭보로가세요  
9,정신없이 무섭다....  
10,진짜 개대박 아직 머리에 맴돔 ㅠ  
10,지릴뻔.. 너무너무 너어무 무서운데 영화가 안끝남ㅠㅠㅠ  
8,깜짝깜짝 놀라게 하는 장면들이 없는건 아니지만 그걸 제외하고도 음산한 분위기자체를 잘 조성하여서 공포감이 충분히 드는 영화였습니다  
6,빗길운전조심해야함...  
8,영화는 잘 만들었으나 장르물이라 호불호가 갈립니다  
8,마지막  일본인과  부제와의 대화가 기억에 가장 남는다 .끝나고 나서 더 생각나는 영화  
9,잔인한 장면도 많았지만 보는내내 스릴감있게 봤습니다  명배우들과 아역배우의 연기도 좋았고 반전에 반전이였습니다  
10,허..개잼 꿀잼 최근 3달간 본 영화 중 최고의 영화인듯 ㄷㄷㄷ  
6,무섭지도않고 결말도 이상하고..괜히 봤다는 생각뿐  
7,함부로의심하면안됩니다  
8,이게 왜 15입니까 ㅜㅠ 28로 해야합니당..  
7,역시 연기는 굿이다 소름끼치긴하지만 반전있고 또한 사람을 너무 의심하면 안댄다는점...  
7,퍼즐을 맞추는 느낌이랄까?영화가 끝나고 허무한 느낌...뭐야~?  
9,기대치 보다 재미있고 흥미진진하게 보았어요.  
10,완전대박.영화보는내내.긴장  
10,영화 곡성 재밌고 무섭게 잘 봤습니다  
10,ㅎㅎ....쩌네여...  
10,재밌어요 완전 추천!!!  
10,재밌다.. 시간가는줄 몰랐다.. 연기력이 대단했다  
7,영화가 어려움.  앞선 추격자. 황해에 비하면 기승전결이 흐리고 해석의 폭도 넓고... 이런 영적 주제에 관심없으면 지루할수 있음.대중성보다는 작가주의적 문제성 있는 영화!  
9,기대랬던 만큼의  영화. 긴 시간임에도 적어도 지루하지 않았던  영화. 곽도원  배우의  연기는 리얼.숨가쁘게  펼쳐진  후반부의  상황에  대해  곱씹어봐야겠다. 근데  15세  관람가  맞음???  
7,왜 15세인지 노이해 지만 나는 잼깨 봄 ^^*  
10,개연성없다고 1점준사람들은 다시한번 꼼꼼히 인물말고 다른것들을 꼼꼼히 보시길.  
9,완젼지렸음...분위기 최고  
8,보고나니 진이 빠지는 느낌  
10,걍 최고 걍 최고 걍 최고 걍 최고 걍 최고  
10,재밌네요 하하하하 ㄴ 있다 있는  
9,비현실적인 현실감만 남는영화  
9,와 올해최고의 영화입니다!!강추!!  
8,스토리 연기 모두 괜찮았다이런류 대부븐 왜?라는 시작점이  궁금하지만 다른 나라의 b급류 내용을 a급으로 잘만든 영화란 생각이든다  
8,페북에서그난리날정도는아님  
10,와... 믿고보는 영화네요...  
10,재미있고 스릴있었음ㄷㄷ  
10,심오한내용이라서 보기좋았음  
5,재밌는거갗기도하고 아닌거같기도하고  
6,무슨내용인지 잘이해가ㅠㅜ  
7,팬티가답인것같다 아....  
5,이거야말로 어이가 없네 ..?  
10,관람후기 보고가면 안되는 영화  
9,재미있게 받습니다...내용이  
10,제가 봤던 이런 장르 영화중에 최고  
10,관객 속이기의  환타지 호러무비연기력은   아꾸다(?)가  짱~~^^  
6,영화 보면서 계속 뭐지?뭐지?얘기하고자하는게 뭐지? 기대하고봣는데 나올때 관람객들 다들 뭐야?라는 반응  
10,천우희짱임 연기력장난아녀  
10,재미 있음 ㅎ믿고보는 곽도원  
10,간만에 영화다운 영화 봤습니다. 강추입니다!  
8,관객을 헷갈리게. 한참을 생각을 정리하게 만드는 영화  
10,지한테 재미없었다고 평론가들을 욕할이유는 없지않음?? 이영화만큼 창조적으로 한국식으로 해석해낸 오컬트영화 지금까지 없었을걸??? 정말 창조적임... 새롭고.... 영화적체험하고싶다면 보고. 정답맞추듯이 공부하듯이 볼거라면 보지마 걍  
10,영화 중간중간 계속 심증이 나올때마다 의심하고 의심했지만 막이 내리고 난 후 아. 아무도 믿을수가 없다 라고 생각하게 되었습니다. 감독한테 완전히 현혹되어 버렸고. 2시간 30분동안 크게 재미있다는 생각 안했는데 막이 내리고 인생영화가 되었어요.  
10,환장하겠습니다 생각이 많아지고 한장면 한장면 다 해석 해야한다  
10,그냥 보세요. 꼭 보세요.  
9,찝찝 떨떠름 소름 이상 생각 복잡  
10,"간단명료한 스토리, 시원시원한 액션을 원한다면 시빌워를 보러가세요^-^  "
10,처음부터 끝까지 눈을 뗄수가 없었어요.  
10,찝찝한 영화지만 재밌네요  
10,졸잼 개무섭 썅 쪼들림 소름끼침  
10,좋아요진짜넘나스릴쩔어요  
8,영화 평이 안좋아 망설였는데만족하고 왔네요.영화를 보이는대로만 보는 사람들이 평을 다는구나 생각이들어요.의미부여가 되는 영화 였어요.  
10,자꾸 봐서 다 해석해보고싶다  
8,시간가는 줄 모르고 봤어요~무엇을 이야기하고자 하는지 정확한 이해가 어려워서 인터넷에 검색 해봤네요ㅎㅎ  
10,재밌어요 보고나면 찝찝하지만 추리하는맛이있음  
10,재밌습니다재밌구말구  
10,아역연기 쩐다천우희 짱!  
9,초반은 흥미있는데... 후반에 그저그랬음  
10,짱 재미있어요 ㅠㅠ 무섭기도했지만 결말이 좀...그래요  
8,첨엔 후덜덜 무서웠지만 마지막 장면은 너무 허무하게 끝나서 조금은 아쉽긴 하지만 그래도 장면 부분 나올때마다 스릴있고 긴장을주는 영화네요~  
10,치밀하게 잘 구성하여 나와서 토론나누게 하는데다 실제존재하는 악마를 잘다루었어요  
10,"곡성 인기가 많아 미리 예매하고 영화를 봤네요.곡성 전,  미리 해석보고 가도 이해가  부족해서,다시 영화 분석한후 마무리했네요.스릴감은 최곱니다. 이해전달은. . 글쎄요.  "
8,재미있었습니다. 중간중간 무서워요  
10,그냥 존잼...ㅜㅜ무서웟는데 재밋엇음  
8,연출이 너무 맘에 들고 무엇보다 딸내미의.연기에 황정민 곽도원이 신경이 묻혀버릴정도였다. 하...근데 말장난 너무 마니 치네 뭐여 결론이 ㅡㅡ  
10,몰입감이.... 예고편이 다라고 생각하면 오산  
10,황정민 너무 멋있어요 짱짱짱  
10,영화를 곱씹을수록 잘만든 영화라 생각듭니다내용을 이해하고 한번더 보면 더 좋을거라 생각됩니다 정말 감독의 낚시에 제가 걸려든것 같았어요 마지막까지요  
10,상영시간을 잊을만큼 긴장감 최고!!  
10,한번 더 보러 가야겠음!!  
6,관객들에게 너무 많은 이해력을 요구하신거 같네요  
3,극의 전개는 좋았으나 결론이  너무 허무 맹랑했다.  
5,음..좀비영화냐..머 할말이 엄따  
6,설명이 불친절한 내용 같아요결말도 너무 열린 결말이라 당황스러웠습니다  
8,재밌습니다~볼만합니딘  
10,개잼있다 또봐야지 ㅋㅋ  
7,곡성의 가장 큰 적은 기대...  
9,이결말은 뭔가요~어쩌라구요ㅠ결론을 말해줘야지~~~~!!  
7,너무 어려워요 해석하기가 ㅠ ㅠ  
9,재미있었습니다 반전에반전애 반전에 반전에 반전에 모가 진실이죠?  
7,배우보고봣는데 기대이상입니다  
7,저는그냥칠점정도드립니다.  
9,17금정도! 심적 무장하고 가서 그런가? 그다지 역겨운 건 모르겠고...역시 나홍진감독! 롤러코스터급 재미! 결말은 의견이 분분할듯!  
9,배경 지식이 부족해서인지.. 좀 난해했습니다.  
8,반전에 반전~ 결말 예측불허~ 근데 본 사람들 대다수가 뭔가 허전한 결말이라고~^^ 암튼 재미있었어요~^^  
8,첨볼때 너무무서웠어서 공포한번더 느낄려고 한번더봤는데 노잼  
9,스포당하고 봤지만 최고였다  
6,배우들 연기는최고내용은 모르겠어요ㅠ  
5,졸라개찝찝 스토리연계도안되고무섭지도않고ㅡㅡ  
5,등장 인물에 정체를 알수가 없네 ㅋㅋㅋ  
5,"기술적으론 스릴러의 교과서라고 생각한다. 허나, 이야기면에서는 말을 하고 싶지 않다.  "
8,사람들의 반응에 비해서 기대에 덜 부응했다  
8,재미있음 무서운장면 자꾸떠오름  
10,나름볼만함함만볼름나  
10,"보는 내내 닭살~~~너무 무서웠어요 연출 ,연기 최고최고 마지막끝나고 나면 꼭 대화를 나누고 서로 자기의 생각을 얘기하게되는 영화에요~보는이에 따라서 다르게 느낄수 있는...재미나게 잘봤어요 강추합니다  "
8,"흐르듯 보다보니 끝났고, 마지막 장면을 보고나니 그 전의 영상을 되짚게되고 !!!! 생각지 못했던 반전. 다만 영화보면서 계속 놀람 ㅠㅠ 아이의 연기가 정말 소름끼침  "
10,조마조마하고 너무스릴잇음 꿀잼  
9,재밌긴 하네요 뭐 돈은 아깝지않았어요  
9,친구랑 잘 보고왔습니다~  
9,볼만함!나중에 한번 더 봐야겠음!  
7,중간중간 웃기도하고 스릴잇어서 놀래기도했는데 후반부에너무허무하고 결말도 썩....그렇다  
8,결말에  응? 하는 순간 영화끝남. 생각이 많아지는 영화  
8,무섭고 긴장감있는데 내용이 완벽히 이해하기 어려워요.  
7,영화가 끝나자마자 질문이 끊이지 않는다. 혼란스럽다.  
8,곽도원 연기 너무 좋았구요  딸 효진역도 박소담 뺨치는 연기. 다만  결말에 당황  마지막 동굴씬 황당  배우들 연기보고  평점드립니다.  
9,무서워요 집갈때 헛것이 보이는 영화!!!! 무서워 무사  
9,최고다 병맛같은 미친영화  
10,절대 현혹되지 마라..강렬한 한 마디  
4,....좀비가코메디  
10,정말재미있게봤어요 한국영화 굿  
2,별 내용 없는 졸작입니다  
5,남들은 수준이 있다고들 하지만 내겐 상당히 맞지않는다는 느낌을 준 영화다. 새삼 현대에 귀신이야기도 그렇고 너무 잔혹해서 불쾌하기까지 했다 영화 본 걸  후회한다  
8,스포당했는데도  겁나재밋게봣듬..  
