,Title,Author,ReviewID,Texts,YMD,Sentiment
167836,Blu Studio 5.5 unlocked for straight talk using AT&T; sim card,Jason,R18L85SJB464MH,Excellent item !!!! Super fast shipping.  Phone works great on straight talk with an AT&T; sim card. Comparable to a Samsung Galaxy Note 2 for a third of the price. Highly recommend this dual sim unlocked phone to anyone who wants a bargain on a high quality android phone.,1/18/14,1
109452,verizon lg phone,greg,RM8SUO69EGVTK,"the prodic was like new  and easey to use ,  and got sent to me in 3 days ... thank  you  greg papania",1/30/14,1
44092,Great Phone,L. ANTHONY ROBERTS JR,R215JKBVJPIGE3,"I purchased this phone to use while I travel overseas to Countries that are Sym  Friendly, battery life is good a must get as a back up.",1/26/14,1
101926,Great Choice,Catdale,R1RAWR17CCJ78W,It's easy to set up and has an easily read screen. Nice smooth and light feel. Will recommend to friends,1/8/14,1
93529,5 stars,Ariann Greenidge,R2LYT8UU71WAFS,My dad bought this for himself and he loves it lovrs it loves it. He cannot get enough of his gs3. Samsung is just amazing and Amazon has a great shopping and shipping experience will definitely be shopping here again,1/13/14,1
150146,questions,neecyt,R1URZZRM023SVY,I just have a couple of questions about this phone I wanted to know is it already unlocked? Is this T-Mobile or at&t;? Thanks,1/17/14,1
154850,amazing amazon does it again,anthony wiley,R2A97W8I7BUDDW,"i thought this was a joke a brand new purple s4 for $0.01.. I went along with it and started filling out all of my information. ok im amused up until it asked for my credit card info. so i say to myself what the heck a penny??? well let me tell you it went thru, they gave me the phone for a penny with free shipping. and the phone arrived 1 day earlier then they said.... Wow I'm still baffled. the phone is unbelivable,beautiful and packed with more features then listed. i have always been a apple guy but im never going back.. android rocks  AMAZON THANK YOU AGAIN!!!!!!",1/8/14,1
139819,VERY GOOD TOY!!!!!!!,Nestor Hernandez R.,R1Y2510FYF8D62,VERY GOOD TOYGOOD PHONE GIFT!! ! EXCLUSIVE AND VERY CUTE DESIGN.RECOMMEND IF YOU WANT SOMETHING DIFFERENT THAN WHAT YOU NORMALLY SEEN ON THE MARKET,1/12/14,1
156382,love it,forenzic,R1VAC3JKK5GZ7S,"I bought the phone for my wife's christmas and she loves it.. she always had iPhones but i converted her to the galaxy nation.LOL she loves it cause the screen is a lot bigger , easier to download Apps, take quick notes, it charges super fast, and the battery last very long plus may more,,  also I bought it with the galaxy gear watch that makes it more fun for her.",1/13/14,1
174213,Affordable but not cheap,Evangel Biason,R3N59EK8AKO3J0,"For the budget conscious, the Moto G delivers an affordable smartphone that performs. It's quadcore Snapdragon processor delivers enough power to motor through day to day applications. It also delivers a very pure android KitKat experience by stripping out the flashy features that may be impractical for daily use and focuses on features that matter such as a amazing battery life and a sharp 4.5 1280 x 720 HD display.It does have its limitations, namely it's 5MP camera that is quite mediocre in contrast to the phone's other hardware specs. It aslo lacks the microSD expansion slot, but again for day to day use, the 16GB version suffices. Google is also offering 50GB of Google Drive space for Moto G owners who need more than the stock internal memory.Moto G also feels comfortable to hold. Minus the overly protruding volume and power buttons, the phone is quite sleek with clean lines.Bottom line, the Moto G blows away all the smartphones in it's price range and would even challenge phones twice its price.",1/2/14,1
173680,Great Phone for the Price,Joyce Harris,R25R6FCPE8JLE4,"I absolutely love this phone. I have Straight Talk and am very pleased with this purchase. This phone allows me to do everything I want to with it. Play games, search web, downloads and much more. If you are in the market for a new i-phone try this one!!",1/21/14,1
88642,Fantastic!,michael espinoza,R2SINC8PCXJDH7,"My son requested this specific phone because some of his friends at school had this phone. One main reason was that this phone had 4g, and it is the size he wanted. He only had to purchase an SD card for more memory and so he could get more apps. Great for the price!",1/3/14,1
169126,very good,Raphael Kuhner,R2F2J65GWZ0LC0,It's a very good cell phone. It's Very fast and the battery is much better than my Galaxy SII's battery.,1/16/14,1
144457,Love this phone,Shu Pei Jingren,RQYK04C7FCQOM,"I bought two Blu Life Plays for my wife and myself for the Christmas. We love this phone. It can do anything a much more expensive Android phone can do but at a much lower price and with no string attached. We put in the Micro SD card and increased the capacity to 36 GB, which is adequate. The only issue I want to raise is the 8 megapixels camera. The pictures taken are not that sharp, expecially indoors or under cloudy skies. But with this price, it is understandable.",1/4/14,1
155768,Great Phone!,brett a. daniel,R30I4QRJCX8DYE,"I upgraded to the moto x from Galaxy S3. The very first thing I noticed with this phone is the battery life. I frequently forget to turn off my wifi when leaving for work in the morning. Since there is no wifi at work, my S3 would be around 35-40% battery left upon getting home. That's over the course of 9 hours. With my new moto, I don't even bother turning it off. My battery has about 85% left when i get home. The screen looks good and apps run smoothly. Running the 8 cores seperately really seems to make this phone very efficient. Touchless controls work way better than i was expecting. I thought the double twist instant on camera  would be a minor feature for this phone. Now that I have it, I don't think I would want to go without it. I highly Recommend this phone!",1/14/14,1
81591,just what i wanted,Pamela J. Murphy,RI3REQ4YQNU1P,this is the perfect phone for my needs...i have had really good luck with LG phones and i did NOT want a touch screen. just had it programed and all is well. thank you!,1/16/14,1
165064,good quality,julissa,R1J62G7DPUUPPX,This phone is very good for the price I gad bought this for a cousin that she wanted as a gift. ship on time and everything went well.,1/13/14,1
155475,Great product,Hany Adeeb,R22X6D7MQ2IC7T,"Great phone, the latest and greatest features. Good processing speed and features. Amazing sound quality and the resolution is great. Just make sure you get a good service provider.",1/30/14,1
170982,Great but,Arthur McCulloughBill,R1529B2T8OGICO,Great for first time android user. I do not need 4 G usage. Still trying to learn how to use this but its worth the time required.,1/1/14,1
132114,Great device,Ozenny,R2VGKLFET452W,I love this phone! this Blacberry device has all that i was looking for.the service was also a good experience,1/2/14,1
118035,money-value ratio of the best,Daniel BolÌ_var,RLGM3AYAJF5TB,"I am very satisfied with the products purchased. money-value ratio of the best. Fulfilled expectations. I recommend this product completely, practical and quality",1/30/14,1
133035,Taking The One To The Max! #HTCOnemax Cell Phone,GoodNCrazy Carissa Rogers,R1CXRU6RQZOTN3,"First let‰Ûªs talk about size, is this phone too big is the first question people ask me? I‰Ûªm a busy mom of 3 kids and often I use my phone more like my laptop. 5.9 inches of  screen real estate simply makes every task easier. Taking Photos, editing for Instagram, keeping tabs on my daughter‰Ûªs social media, reading ebooks, GPS navigation, recipe research in the grocery store‰Û_ oh yeah and talking/texting!You must use two fists to use this phone. I do stress about dropping it due to it‰Ûªs size. But it fits in my back pocket and in my small shoulder purse. I was used to both the HTC One (4.7‰Û) and the HTC DNA (5‰Û) so I was already past using both thumbs to type.The answer?  I love the size of this phone. Watching people with MUCH smaller phones (I‰Ûªm looking at you iPhone) makes me smile a little bit as I pull out my phone!The HTCOnemax comes with the upgraded HTC Sense 5.5 and there are several new features worth noting: The HTC Scribble App is new and one of the best note-taking, list-making, doodling and journaling apps I‰Ûªve ever seen (and I‰Ûªve tried a LOT). The TV Remote app is simply terrific. Even if you don‰Ûªt use it as a remote, it has an amazingly functional program guide. No more searching for programs for hours on your awful TV/Cable guide! Plus added features like a fingerprint unlock scan, faster access to the most used settings and upgrades to the HTC Blinkfeed (option to turn it off and can now add your fave blog RSS feeds‰ÛÓlove that!).Read my Full Review of new HTC Sense 5.5 on my blog.[...]Are you more about using your phone for all your entertainment needs?Now you can take it to the MAX! I‰Ûªve been catching up on Netflix Original Series‰Ûª like Derek and Black is the New Orange. Watching on the Max‰Ûªs large screen with HD quality is perfect when I‰Ûªm waiting to pick up kids or while jogging on the treadmill! I now ONLY use my cell phone as my main eReader. Even the 5‰Û screens I‰Ûªve used before were just too small for real reading compared to the Max.I‰Ûªm all about cameras on cell phones.They‰Ûªve gotten so advanced I rarely use my big girl camera any more. The Max is no different. It has a 4MP UltraPixel rear camera and 2.1-megapixel front-facing camera. (Love the swipe across the screen to change to front facing camera.) The front-facing camera has a wide angle large enough to fit my whole family in a ‰Û÷Selfie‰Ûª shot! And the HTC photo gallery now offers highlight videos, creating automatic mini videos from stills, Zoes and video you‰Ûªve taken at a particular event. You look like a professional with filters and music built in!And the final Maxed up treat‰Û_The battery length, even with the huge screen, is longer than any phone I‰Ûªve ever tested. With my constant mom-use I find the phone lasts around 26 or 28 hours. But with the HTC Power Flip Case with battery extender the Max routinely runs for 36 hours and longer! That is a GoodNCrazy long time!Please NOTE: I was given the #HTCOnemax to test out on an extended loan at no cost to me. My thoughts and opinions are my own. I am an Android fan.",1/28/14,1
111020,Awesome!,Joshua Block,R1CG7IOK28KTSM,"Excellent! I bought the refurbished product and straight out of the box it was basically brand new. No scratches or dings at all. Also has great form factor and super lightweight. Works great with iOS 7 and it has great battery life! Typically lasts about 1.5 - 1.75 days with moderate use. I frequently use it during the day to access apps for work and review emails and texts. I don't spend too much time talking on the phone during the work day, though. What made me switch back to iOS after having my galaxy s3 was the ability to backup apps and more importantly all of the app data to the cloud. It automatically backs up at the end of the day when I plug it in at bedtime because I leave my Bluetooth and wi-if on 24/7. Don't think I'll ever go back to android again.",1/24/14,1
170611,"Amazing, just amazing",sandeep reddy,R1E7JMK3ELOZDK,"For it's price even the camera is fine.It has no NFC, no LTE, no wireless charging, no wired charger neither (came with only a data cable), no earphones. But that's all okay. As soon as I switched it on and I saw the Motorola Logo on screen, I could see it was just as good as an iPhone's display; IPS LCD 329 PPI (higher than the iPhone)As it booted up, it immediately upgraded to Android KitKat 4.2.2.There is NOTHING wrong with this device for it's price. For $199, it will challenge even the $450 to $500 ranged phones available now, off contract. Go for it.",1/3/14,1
150044,Love it,Rickie L. Darden Tailoring slickrick,R1A8X53IQ4HH3Y,"Love it, not for everyone but I love it, and the five box retro, fits great, went to the camera shop and found a small holder",1/12/14,1
160876,"Great iphone 5S, great seller",CARLOS DE CASTRO RUEDA cardcastam,R24E4T2GHMR5O3,"Great phone, simply the best you can get nowadays, in a really good condition Simply the best phone you can get today in a fabulous maintenence, and with all the accessories and features that are supposed to this great terminal. Maybe at the end, after paying customs duties to enter Spain, not as economically good chance as I supossed, but anyway good operation.",1/31/14,1
111483,fantastic phone,valentina vaira,R3DGIVDXMAFJEI,this phone was really unlocked and brand new as stated . i would strongly recommend it to iPhone users. cheers,1/9/14,1
108436,Great gift!,Bonnie,R1G26WAWPW7PWS,"Bought this phone for my dad oversease, he loves it! Light weight  and big screen! My dad doesn't need to wear his glasses anymore while using the phone!",1/6/14,1
31898,Phone Looks Good....As A Paperweight - Updated To 5 Stars,A. Tucker,R369CTC5500M44,"I'll update my rating as soon as I actually get to use the phone.  Unlike some other reviewers who received an adapter with their European charger, I guess I didn't rate one and have no way to charge the phone currently.  The manuals I received are for Central Europe/Balkans...Serbia, Bosnia, etc.  No big deal, I found the English manual on the Samsung site.  It would have been nice to get going out of the box but I expected some potholes with an offshore phone.  More later.Updated 2/2/2014I'm changing my review to 5 stars.  After purchasing a U.S. charger (Part #ATADS10JBE) and a Samsung data cable, I was able to get this phone prepped for my dad.  He's essentially a phone only guy and didn't want anything beyond the ability to make phone calls and use a bluetooth headset due to a new state law requiring hands-free operation.  The flip phone he had, via AT&T;, did not have bluetooth and he did not want to get a phone through them that would force him to extend his contract.  When I got this phone fully charged I was able to pair it up with his bluetooth headset (plantronics) with no problems.  We popped in his SIM card from his old phone and he was up and running in 3 minutes.  This is a great little phone and as soon as his contract is up, he can jump on a pay as you go plan and save a ton of money.  After he's had it for a while, I'll try and update this review again.",1/10/14,1
119491,Love this phone,rose wall,R2ZVEMJASTOPNB,"This phone is wonderful I can talk my text instead of texting,especially when I'm at work,because we cannot use our phones greatttttttttt.",1/19/14,1
174512,Simply great!,Or P.,R1SHU17REWP0FP,"Not too bigHas all one needs of a smart phone (leaving out the superfluous gesture recognition)The freedom of open-source in a high-quality product. No glitches or hangs.The camera is not overwhelming, but if you want a camera - you should buy one. This camera is for web-uses and not for photography of high-quality pics. No smartphone camera is.ENJOY!",1/30/14,1
132280,Genuine gift brand new from mango wireless,srinivasa medisetty,R22YK254I5BEEP,It's great from mango wireless. Brand new phone with unbeatable price and at a great sale. I love to buy more products from u in the future,1/31/14,1
84320,Amazon Warehouse deal is great!,Barbara,RYC9ZP82GFGE8,"I am not going to review the iPhone 4S--there are millions of reviews out there and I can't add anything.  I love the phone.  I ordered the iPhone 4S 64 GB (Black) Verizon version from Amazon Warehouse deals.  It was described as Like New.  It WAS new, in a shrink wrapped Apple box, with all accessories in the box as well.  I was able to switch it with my old Samsung Stratosphere, which had a grandfathered unlimited data plan, online at the Verizon website, with no problems.  I was able to keep my data plan.  I have had the phone for a day now and it is great!!  Thank you Amazon Warehouse Deals!!",1/16/14,1
83740,GREAT PHONE!!!!,barbie,R35B4WNT2KGAM4,"I order this phone and received it in the mail in two days. The shipping was super fast! I was able to get my phone turned on at Verizon and so far everything has been working properly. I do not have, nor had  any problems since I bought this phone. I would recommend this product to any one looking to purchase a new iPhone 4. The phone was in its original packaging. /The package came with all the contents. I love it.",1/18/14,1
148810,Amazing phone,Kat8nine,R3LDTBP5J2ACJA,I bought this phone because my previous phone was not functioning properly and because I wanted a change. This phone works so smoothly and it's a really fun phone to use. It fits in your hand pretty well and it's an intuitive operating system. I would recommend this phone to friends.,1/5/14,1
145141,Fantastic Value,tomicamp79,R20I8NLJ5X80N6,"Received my phone about 2 weeks ago.  I'm using this with Net10 (AT&T;) and couldn't be happier.  I have been searching for the perfect phone and carrier and finally found them.  The BLU Life Play has a crystal clear display, is extremely fast, and is as thin as a pencil!  The battery life is average (I wish it was better) however it takes a full charge in about 45 - 60 minutes so I can live with it.  I would recommend this phone - next best thing to a Samsung Galaxy at a third of the price!!! Buy it - you will be glad you did!!!",1/6/14,1
136317,Came from a IPHONE 4s,Jeremy R Redmond,R3G3DYK6GHQL4W,I love this phone I can connect to my Xbox live account listen to music on my skydrive this phone dominates the IPhone 4s and even 5C AND S,1/16/14,1
163322,The best,Christian Costa,R2EORLFI47RGTG,"I liket, is usefull, but it has to change some litle things but is good. The cam have some good things than others",1/16/14,1
161938,Future of the Android?,T. M. Tikhomirov kalistrat,R1B2EZRHBT2L1G,"I received my phone a few days ago and have been tweaking and setting it up to run the way I like it. First impression - I have a guilty feeling - because I want other people to see this phone and think: What is this? I took it to T-mobile store to get a new sim card, and the shop personnel gathered to look it it.I must admit that I have been a relatively dedicated customer of Sony. My previous phone was Sony Ericsson Xperia Arc. I really enjoyed using it everywhere I went: Europe, Latin America and here in the U.S. I used it with a pretty extensive number of mobile service providers, and it always worked great for me. But, the standards have changed and it seemed like a good time to start taking advantage of 4G LTE, faster processors and larger memory capacity. All of it really make no difference for a regular phone user. But, if you stay connected for business or recreational purposes you want all the high standards to be there. BTW, the main reason I wanted a large phone was because I am using it now more frequently than a laptop.Having said this, I need to add that I am not a heavy phone user, and my family plan is only 1000 shared minutes that we never use up between my better half and kid. Nevertheless, there is a number of android apps that allow me to stay current with all my e-mail, documents, messages, conversions and calculations that I find myself using more and more heavily, especially when I travel.This phone is beautiful and very convenient as a phone because it's very thin and relatively light. But, functionality-wise it can compete with any tablet PC. As a result, you have best of the two worlds.After using the phone for just 3 days I have been very impressed with it's smooth performance, high download speeds, easy, logical and highly customizable settings. Everything seems to work as it is intended by the company I can trust.The only thing I am not sure about is the phone's resistance to shock. I found myself handling it with extra caution. However, I am sure I will find out soon enough, especially when I go on my next international trip.",1/8/14,1
70195,Good product,Cynthia Pearl,R3182UG3IW579R,I like this particular model of the Samsung Intensity phone.  I have an Intensity 3 and do not like it as well as the 2.  Have not had any issues with the buttons.  Works well.  Would recommend this phone for a non data phone.  My son has this phone and I am thinking about purchasing another one for myself.,1/5/14,1
14088,Samsun T301G Prepaid Phone (Tracfone),K. Zander,R1IOPFKUHO57NA,"I have had a couple of these phones for years. I had one and my husband had one. My husband's finally died after about 2 years so I wanted to replace it with one like we had. It worked right out of the box and we are happy with it. It is a no frills phone, but it does what we want it to do. I would recommend this product. The price is great, too!",1/17/14,1
161880,Greatest purchase I ever made.,julio lonnie lopez,RDAV16X6AKQMF,"First of all, I got this phone fast in the mail and it was real easy to set up. I have ATT with a data plan already and have been out of contract for the past 2 months.  My plan was to never get back into contract again with anyone so I bought this phone, hoping it would fulfill my dream of freedom.  And it has in spades.  The phone is great, snappy fast, and worked with my SIM card and my plan without having to change anything, except for ATT charging a $1 fee for changing phones, sneaky.This phone is a gateway phone, hopefully it will teach the American consumer that you don't need to have a subsidized phone in order to have a good.  That you don't need to be locked into a contract or a company for that matter.  Freedom!",1/7/14,1
11071,Great phone,MisMilliss,R3IQAUPNRSCSOY,"Got this for my daughter and it works great. It's not a smart phone but she loves the touch capability and I like not having outrageous data fees.Overall, it's a great LG phone at a great price!",1/7/14,1
117038,Happy with our new phone,David Messinger,RP134D8R91EQR,"Perfect transitional phone with touch screen, etc, for us moving towards, but stopping short of a smart phone.  Thanks Samsung.",1/20/14,1
147377,Virgin Mobile you are the best,mama. duke,RABD299GQJ2VR,My kyocera virgin Mobile phone is good work I ng fine so far only problem is it won't up grade that's not important will keep trying till I figure it out good hesring loud ring no problems in any othet area.Thsnks cost was great too.,1/10/14,1
176158,It fits my needs,Bryan,R4CKMNKQN5ZQ4,"Good camera,good screen and battery can last a whole day.Upgradeable to Android 4.4. No regrets about the phone :)",1/28/14,1
174523,Love it!,Gerald J. Roedel,R358KYY48CYHTC,"Been using this phone for about 3 weeks and absolutely love it! OK, the camera is just ok, but if I want to take a good photo I will use a camera. Sound quality is excellent....screen is bright and crisp..I have watched movies on it and I am impressed! I heartily recommend this phone to anyone!",1/24/14,1
150756,WOW!!!,Shari Greaves,R273M3H7WS0J95,"I am still learning this phone!!! LOL!! I am so happy I made the switch back to Nokia. For a while I was with blackberry (got sucked into the bbm craze lol) but now I am back with a vengeance. This phone is everything you know, expect and love about Nokia. I joke and say this is a computer with the calling capabilities. Or perhaps its a camera with computer capabilities lol. Either way, its a HUGE compliment. I am learning something new everyday and I love it. SO glad I decided to go with Nokia over the Samsung. Totally worth it.",1/28/14,1
149930,great phone for price,victor,R1ZHXOBMPTRWOS,"does what it says well, i would recommend if your not tryin to break the bank, love it get one",1/25/14,1
74225,Great phone for a gamer!,Cindy C.,ROLQASENS31CV,I purchased this phone for my teenage son who selected this phone due to the gaming keypad. He loves the phone! Only issue is that the case he bought doesn't allow for use of one of the side buttons so he is not using a protective case. The phone was a good value on Amazon and I'd recommend the phone and this seller.,1/25/14,1
121247,awesome phone,Ruby Holloway,R3GB9BH9B6QY3,This was a great purchase.  I have not had any problems with the phone.  Still learning about all the neat things it does.,1/7/14,1
172352,Great cellphone,MacArthurSun S.,R343XNSI93XRV3,"Great cellphone with a pretty good price.I like my new cellphone, even more than my old iPhone 4.Anyway, If you wanna get a cellphone with low price and good performance. That's it.",1/6/14,1
171903,Nice phone for my daughter.,W Brad Galloway,R34B7R268OPPXX,"Put it on AT&T; family shared value plan for $25.  I have a nexus 5, but was still impressed by this phone.  Small, but feels really nice.  Doesn't feel cheap at all.  And it has Kit Kat.  Can't go wrong.  No LTE, but she'll be on wifi more than anything else.",1/16/14,1
149944,Works with Straight Talk,L. Johnson gypsy_laurel,R3KTJBDGHNIP91,"Got this phone to work with Straight Talk and it does!  It did take one month to get the MMS to work, but think that is something weird on Straight Talk's behalf.  Something about waiting until the next billing cycle for the MMS to kick in.  Strange, I know, but still love the phone and best part is it fits in my pocket!",1/9/14,1
80484,Daughter loves it,Lorrie Dunn,R1BJ9QUB0XLPFO,this was a Christmas gift for my daughter.  She loves it and uses it now for her phone and texts,1/7/14,1
101385,Excellent For the Flip-phone User,Barbara S Greene,R3CJY5WXIWUX2K,"Broke my previous Pantech Breeze, tried another model that just couldn't cut it, was horrified at the replacement cost quoted at the phone store,  and ordered this phone to return to the familiar.  Phone arrived 2 days earlier than promised (which was fine), was new, very well packaged, installed my SIM card and was up and running in ten minutes.  This was an excellent purchase, would definitely buy from this seller again.",1/20/14,1
29719,Good quality phone,Cherry Trini,RHBVFP133U9QV,"I purchased this phone from amazon 1 year ago, it was delivered on time and in good condition.I love this phone, after approx 50 falls, this phone still works great, with a few minor scratches on the metal area, the screen is still perfect.The camera is fantastic and there are other great apps, just what I need.  I would purchase another Nokia any time.Only thing I don't like is the need to use the headphones to connect to the radio, but otherwise, great buy.Next choice the Lumina!",1/27/14,1
90006,2 thumbs UP!!!,Service member,R2ZZ0IAQXJ0FFC,This is a great product for the price asking for by this company. I have ordered several for my employees because they just love it for work and does everything we need to do as a company and in the field.This company has exceed my expectations concerning this product. Sometimes new phones is not the best solution. Invest your money in company's like this one who offer a quality product even if it's refurbished.,1/9/14,1
151751,Really good for price,Sarah Donley,R1N8EUAXEFF302,For $100 this is a good phone because you get full access to the windows store. No data plan is necessary so paying $25 for a decent smartphone is impossible to get anywhere else (with a reputable company... not talkin about some virgin mobile/straight talk thing),1/7/14,1
119686,nothin like this lg venice toughness u ill find anywheres else.,carlene duet,R4VTJC4AZA6A7,"I have many if surgerys n i have lost conrol of this phone many of times. Case flew one way battery the other n the front n bk facing everywhete else. N let me tell u if i hadnt drop this for iver 50 times im lying, not one crack not one crackef screen. It jus amazes me how durable this phone is. My coworker dropoed her samsung one time n wen she turned it over cracked! Im amazed!",1/30/14,1
154860,Great phone!,Andrew S.,R2G2LESBFB6CLU,"Got this for my mother, she loves it, much easier to see than her old phone. She also got the 4.3 Jellybean update, and just like my Note 3, they plan on doing 4.4 to the phones, so not worried about being left behind on the OS like I was with HTC. She loves the air view and the gestures, makes it simple and easy for her, and the speech to text is spot on!",1/1/14,1
171868,Love this phone so far.,Jim Nelson,R2X0PIUYX5Z06,"I basically got this phone for $50 of my own money due to some holiday amazon gift cards, and I really like it. The last smart phone I had was an original razr so it is not a huge jump up to something like the nexus 5, s4, or g2, but for the price the phone is great. It has handled everything i've done with it so far.My only issue is coming from an incredibly expensive but also incredibly stable and reliable Verizon contract, to a really cheap(and bad) t-mobile prepaid plan, there has been alot to be left desired. But what is good is that I have the flexibility to shop around and try out a few plans with an unlocked phone.The colors are bright. I'm used to kitkat because I have a nexus 7 2013, so the Moto G feels right at home.My only negatives about the phone are that the black backing is really gunked up with fingerprints. I bought a cyan backing though so I don't think that will be an issue when that gets here. Also dust particles seem to get lodged in between the screen and bezel which I'm not too fond of.",1/23/14,1
152841,That is the big phone other than Galaxy S4 I want,Chengduwa,R2BWS6QFWERJBW,"I had a Iphone4 and I wanted to change to an Android phone with a big screen. After investigation, HTC one and Samsung Galaxy S4 are the two choices. I don't like the appearance of S4 personally especially its plastic case. In comparison, HTC one is really beautiful and elegant. Screen display is very sharp and bright. 32g internal memory is as twice as Iphone and S4, so I never worry about storage as I used to be using Iphone. By the way, it is easy to use. One thing I noticed is that HTC one Wifi is not as stable as Iphone when you switch from 4G to Wifi or from one Wifi to another Wifi. It takes several seconds to get to good signal.",1/14/14,1
118735,LOVE IT,Crystal Ramos,R38S73CX5Q3HDR,"best phone I ever had!  Shipped fast, phone is great and even helped me with a few problems I had with my sim card",1/1/14,1
177152,AWESOME!!!!,turbo x,R1AT2ZGVW3414D,for $200 this is the best non-contract phone you can buy right now!I'm using a T-Mobile sim on it and T-Mobiles HSPA+ data is amazing on this phone,1/16/14,1
170693,The best phone I have ever owned,Amazon Customer bushman,R25FGYTKN6NNFD,"I have owned probably 15 phones over the last several years, and this is hands-down my favorite.Other reviews have covered the specs and so forth, but I cannot recommend this highly enough at this price.",1/10/14,1
101974,Easy to use for non-techies,Amazon Customer,R33VNAM7M90BTA,"My mom, who is as low-tech as they come, never even used her VCR or answering machine when we bought them. She has used this phone several times, including when her car broke down.  I feel so much better about her ability to stay in touch now.",1/27/14,1
152468,Awesome,Amazon Customer,R2386QRD3BIOYS,This phone is awesome and there's so much to do to customize it. I recommend this phone to any and everyone.,1/22/14,1
173677,Fantastic phone for the price.,Eric Harrold,R33N59GQ2AMRLK,"Pros: Solid performance, excellent reception and call quality, crisp and clear display, excellent size for most users, already has Android 4.4/KitKatCons: Wiggly & cheap-feeling buttons, some minor fit issues with the stock shell, omission of 4G LTE could irk some buyersIn Short: $200 you won't regret spending.  Just be prepared to forgive some minor build issues, and an omitted feature or two, when comparing this to higher-end carrier-subsidized devices.",1/24/14,1
171846,Great Android Phone,John,RKYKQU3SU8017,This is a very nice phone. The screen is easy to read and the phone performs flawlessly. My only negative is the lack for a memory card slot. I got the 16gb model so the lack of a memory card should not be a problem.,1/27/14,1
39101,Christmas present,Diana E. Shouse dshouse,R3IZKR6GVIQT16,This was a great Christmas present for my husband. He absolutely loves it. It is rugged and just right for his large hands,1/10/14,1
159422,"Im not a apple head, i love android but..",Chidinma,R2OY0GYDVMLBGK,"I was a little skeptical at first about buying this phone from amazon because i got it at the price $499 (brand new!! Sealed) but i couldn't be happier! The phone of course is running ios 7 straight from the box and the touch i.d is probably the best thing ever. If you're debating whether to get the 5c or 5s definitely spend a little more for the 5s its totally worth it. The camera is great. Extremely fast and extremely clear. There are new options on it like the slomo effect which is fun to play with. The dual tone flash takes mobile picture taking to a whole other level. The best camera on a phone in the market. Take that from someone who has had a galaxy note 2 and samsung galaxy s3. The screen size is something people might not want to over look. If you have extremely big hands i would say go in store and try it out, see how well you can operate it. But its definitely one handable meaning you can use it with only one hand and not ever have to over stretch. The resolution is crystal clear, no doubt about that. Although the phone is 1.2 ghz it is blazing fast. It is a 64 bit. I can play heavy games like GTA and not ever freeze on me, even with lots of apps running in the background. Battery life is as expected when dealing with apple. But one thing i have noticed standby times are incredibly great. I can go to sleep with my phone at 100% and wake up and its at 99% sometimes still 100%. This phone is not droppable you'll have lucky moments when you drop it and it doesn't shatter but if it falls too high and too hard or at the wrong angle, your screen will be gone. Though I've had mine for over a month I haven't cracked it because i always keep it in a case. So invest in something protective like a speck case or otterbox or some generics.",1/31/14,1
140565,Awesome!,MissKhan,R2QT7YYDHD1D92,This is a great smart phone. Very easy to use. I'm in love with the camera and the layout is fun as well.,1/24/14,1
173493,Great phone.,Garnet C.,R2VJ95MGSC3C4P,"I never buy phones online, but I took a chance on this. I'll be honest... this is a great phone. 5/5.",1/29/14,1
116590,So far so good.,C. W. Levin,RSDQYA1JR3RXK,Great reception in my area. Actually better than Verizon flip phone I had. At one point I needed Verizon's coverage. I save a pile of money  a year buy moving to Tracfone. All I need to a phone for very occasional use and their 10 buck a month plan fits the bill for me. I kick my self for staying with Verizon for so long. I'll save 400 bucks this year.,1/18/14,1
88935,Great Phone,Matthew J Jackson,R1UDY3RZ70LZ35,Not only was this new in the box and plastic wrap but unlocked!  Easy activation on existing Vzw plan and my son loves it.,1/3/14,1
146225,Excellent,Keisan A.,R3637PKQ248N8O,My husband loves this phone. It certainly has not disappointed him. He hasnt really tried out the whatever aspect of it though.,1/9/14,1
158258,Love it,Alviann Thompson,R1A9XLYFHRI14B,This phone still amazes me every time I use it. I this is worthy investment for someone who wants the apple product but cannot affort the more expensive model.,1/13/14,1
174522,excellent phone realation quality/price,gustavop,R2E73ZMRQNU46V,"i recommend this cell very fast processor good quality of pics great camera, very good price. and bonus last upgrade android i think is a good choice.",1/27/14,1
181159,Beatiful,JesÌ¼s PÌ©rez,R3SNHO4NCJVNH,Look like the original. For Its cost is a great parchase. In adiciÌ_n is easy to use and funtion very Well.,1/14/14,1
140555,"My first smartphone, too.",jkhgiuhku,R31UNXPXZLD41F,"It's a steal basically. The functions are pretty great considering the price. The Windows 8 system is speedy and easy to use, although the lack of popular apps such as Candy Crush and no flash player available is sort of disappointing. (But that's the OS system and not the phone.) I absolutely love the fact that I just had to cut up my SIM card from my old flippy phone, and the phone still works perfectly. Kind of wish the volume for 1/30 was a bit fainter, but it's all right.",1/31/14,1
90315,Very Satisfied Customer.,Deborah Sealy,R3PFAPAJF8LDMG,The phones were purchased to be sent to Barbados. Every thing went well  with no problems .Will recommend them to anyone.,1/24/14,1
156921,love my phone,Samantha,R2Q5KTW2U4FGGW,Love my phone. After having an iphone for all these years it takes a little bit to get used to but once you get it. You will love it. Love the big screen,1/17/14,1
