age,workclass,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
20,Local-gov,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,under50k
27,Private,9,Married-civ-spouse,Sales,Wife,White,Female,3464,0,40,under50k
39,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
27,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,under50k
41,Local-gov,9,Separated,Transport-moving,Own-child,White,Male,0,0,40,under50k
31,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,under50k
41,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,under50k
25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,under50k
29,State-gov,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,over50k
22,Private,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,50,under50k
62,Private,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,under50k
29,Federal-gov,9,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,40,under50k
44,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,over50k
32,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,under50k
20,Private,11,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,under50k
65,State-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,over50k
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,under50k
37,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
43,Local-gov,9,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,under50k
38,Self-emp-not-inc,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,over50k
28,Private,12,Never-married,Sales,Own-child,White,Female,0,0,35,under50k
33,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,under50k
32,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,over50k
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,over50k
33,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,under50k
42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,over50k
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,under50k
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,over50k
55,Private,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,under50k
30,Self-emp-not-inc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,8,under50k
54,Private,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,50,under50k
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
21,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
34,Private,13,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,under50k
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,under50k
22,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37,under50k
37,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,over50k
52,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,under50k
57,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,under50k
48,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,under50k
58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
35,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,under50k
40,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,under50k
30,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,25,under50k
26,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
46,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,under50k
26,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,under50k
50,Federal-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,under50k
22,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,over50k
36,Private,14,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,under50k
30,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,over50k
58,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
72,Private,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,under50k
19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
29,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,under50k
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
47,Self-emp-not-inc,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,under50k
51,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,over50k
26,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,under50k
24,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,under50k
44,Private,14,Divorced,Sales,Not-in-family,White,Male,0,0,24,under50k
43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,under50k
51,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,over50k
41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
38,Private,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,40,under50k
39,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464,0,20,under50k
54,Private,6,Separated,Sales,Unmarried,White,Female,0,0,43,under50k
62,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
45,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,under50k
30,Private,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,under50k
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
23,Self-emp-not-inc,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,under50k
84,Local-gov,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,under50k
46,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,under50k
67,Local-gov,14,Divorced,Adm-clerical,Not-in-family,White,Female,2009,0,40,under50k
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
33,Private,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,over50k
23,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,under50k
42,State-gov,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,under50k
17,Private,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,under50k
60,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
31,Private,8,Divorced,Transport-moving,Own-child,White,Male,0,0,40,under50k
28,Private,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,under50k
31,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,48,under50k
31,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,50,over50k
61,Private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,under50k
43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
40,State-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,49,under50k
39,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,under50k
37,Local-gov,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,under50k
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,under50k
45,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,over50k
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,under50k
30,Self-emp-not-inc,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,under50k
49,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,44,over50k
51,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
31,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,over50k
48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,over50k
20,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,under50k
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,over50k
19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,under50k
50,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,under50k
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,under50k
49,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,under50k
30,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
23,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,under50k
44,Private,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,over50k
24,Private,11,Never-married,Sales,Unmarried,White,Male,0,0,5,under50k
28,Private,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,under50k
56,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,under50k
38,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,under50k
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,under50k
82,Private,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,4356,18,under50k
52,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,over50k
32,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,under50k
37,Private,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,under50k
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
39,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
30,Private,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,3411,0,40,under50k
49,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,under50k
40,Local-gov,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
42,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,under50k
35,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,under50k
39,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,81,under50k
32,Local-gov,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
22,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,under50k
53,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,under50k
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,over50k
52,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
42,State-gov,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,under50k
34,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,under50k
27,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
37,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,under50k
39,State-gov,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,over50k
26,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,under50k
48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,over50k
57,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,28,under50k
36,Self-emp-not-inc,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,under50k
27,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,under50k
17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,under50k
30,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
37,Private,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,over50k
31,Local-gov,13,Never-married,Sales,Own-child,White,Female,0,0,40,under50k
23,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,under50k
32,Private,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,under50k
58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
31,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,8,under50k
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,over50k
39,Federal-gov,13,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,under50k
59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,over50k
42,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,over50k
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,under50k
20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,under50k
35,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,under50k
50,Private,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,under50k
56,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,under50k
48,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
58,Self-emp-not-inc,14,Widowed,Other-service,Not-in-family,White,Female,0,0,15,under50k
32,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,under50k
23,Private,10,Never-married,Sales,Own-child,White,Female,0,0,12,under50k
48,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,under50k
33,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,under50k
48,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,under50k
55,Private,9,Widowed,Other-service,Not-in-family,White,Female,2202,0,35,under50k
40,Local-gov,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,under50k
50,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,under50k
52,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,under50k
19,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,under50k
55,Self-emp-not-inc,6,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,over50k
36,Self-emp-not-inc,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,over50k
39,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,over50k
22,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,under50k
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,over50k
34,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,under50k
33,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,under50k
55,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,14084,0,40,over50k
35,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,over50k
50,Private,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,under50k
43,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,under50k
29,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,under50k
56,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,under50k
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,over50k
24,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
46,Private,11,Divorced,Sales,Unmarried,White,Female,0,0,40,under50k
60,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,15,over50k
48,Self-emp-inc,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,under50k
65,Local-gov,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,under50k
29,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1408,40,under50k
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,43,under50k
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
73,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,6,over50k
21,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,under50k
32,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,55,over50k
43,Federal-gov,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,over50k
21,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,under50k
30,Private,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,under50k
54,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,under50k
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,15,under50k
55,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,under50k
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,28,under50k
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
51,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,over50k
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
62,Private,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,under50k
24,Self-emp-not-inc,9,Never-married,Other-service,Own-child,White,Male,0,0,30,under50k
17,Self-emp-inc,5,Never-married,Sales,Own-child,White,Female,0,0,40,under50k
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,under50k
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
32,Private,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,under50k
58,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
38,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,over50k
26,Federal-gov,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,under50k
60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,over50k
27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
38,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,over50k
37,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,44,over50k
28,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,under50k
38,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
29,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,over50k
19,Private,9,Never-married,Other-service,Own-child,White,Female,0,1721,40,under50k
28,Private,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,under50k
40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,over50k
26,Private,11,Divorced,Craft-repair,Own-child,White,Male,0,0,40,under50k
43,Private,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,under50k
29,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,over50k
25,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,under50k
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,over50k
60,Private,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,under50k
31,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,under50k
51,Local-gov,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
18,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,under50k
36,Private,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,under50k
35,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,over50k
48,Private,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,38,over50k
78,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,under50k
72,Private,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,17,under50k
24,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,under50k
36,Private,7,Never-married,Protective-serv,Not-in-family,Black,Male,13550,0,40,over50k
48,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,under50k
28,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
26,Private,14,Never-married,Other-service,Own-child,White,Female,0,0,40,under50k
29,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,under50k
47,Private,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,under50k
50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,over50k
35,Federal-gov,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
17,Private,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,under50k
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,over50k
37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,under50k
35,Local-gov,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,under50k
56,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
23,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
33,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,under50k
79,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
28,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,under50k
55,Private,7,Divorced,Sales,Own-child,White,Female,0,0,20,under50k
59,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,under50k
22,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,under50k
19,Private,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,under50k
41,Private,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,35,under50k
32,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,under50k
45,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,under50k
61,Private,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,45,under50k
34,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,under50k
43,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
38,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,50,over50k
35,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,under50k
65,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,under50k
24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,over50k
37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,under50k
34,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,under50k
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,over50k
18,Private,4,Never-married,Other-service,Own-child,White,Female,0,0,40,under50k
43,Federal-gov,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,under50k
31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,over50k
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,under50k
40,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,under50k
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,under50k
47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
32,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
46,Self-emp-inc,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,under50k
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,over50k
36,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,under50k
33,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,under50k
23,State-gov,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,under50k
21,Private,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,under50k
40,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,under50k
53,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
53,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,under50k
58,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,under50k
51,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,over50k
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65,under50k
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
31,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,under50k
21,Private,10,Never-married,Other-service,Unmarried,White,Female,0,0,35,under50k
39,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,over50k
36,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,45,over50k
51,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
18,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,12,under50k
32,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,under50k
56,Private,13,Divorced,Other-service,Not-in-family,White,Female,0,0,32,under50k
35,Private,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,under50k
63,Private,8,Widowed,Sales,Unmarried,White,Female,0,0,40,under50k
61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
23,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,40,under50k
52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
19,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,under50k
33,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
35,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,under50k
35,Private,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,over50k
38,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,under50k
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,under50k
22,Private,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,under50k
20,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,under50k
19,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,under50k
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,over50k
