seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
26064           0     18500     B           RENT   74196.00  23    0-15 11-13.5
28718           0     20000     C       MORTGAGE   57860.00  22    0-15 11-13.5
5351            0     15000     C           RENT   48500.00  28    0-15 11-13.5
101             0      6375     A           RENT   44000.00  25    0-15 Missing
2415            0      1800     C       MORTGAGE   70000.00  32    0-15   13.5+
23265           0      6500     E           RENT   65000.00  28    0-15   13.5+
26654           0     10000     B       MORTGAGE   67000.00  26    0-15 11-13.5
18304           0      4900     A       MORTGAGE  120000.00  23    0-15     0-8
18281           0     12000     E           RENT   31200.00  30    0-15   13.5+
16824           0      4000     A       MORTGAGE   52800.00  24    0-15     0-8
25617           0      4800     D           RENT   36400.00  32    0-15   13.5+
7249            0     10000     C           RENT   48000.00  22    0-15 11-13.5
10899           0     12000     D           RENT  120000.00  29    0-15 Missing
11164           0      5000     D           RENT   50000.00  23    0-15   13.5+
7692            0     16000     B            OWN   98000.00  34   15-30    8-11
11642           0     12000     D       MORTGAGE   44000.00  25    0-15   13.5+
18092           0      6000     B           RENT   26000.00  27    0-15    8-11
4705            0      3600     D           RENT  105000.00  22    0-15   13.5+
9174            0     11000     D           RENT   58000.00  29    0-15   13.5+
24542           0     11500     A       MORTGAGE   30000.00  25    0-15    8-11
1143            0      5500     B           RENT   20000.00  35    0-15 11-13.5
8287            0      9000     A           RENT   52800.00  24   30-45     0-8
16773           0      7000     C       MORTGAGE   65000.00  25    0-15   13.5+
7396            0     12000     D       MORTGAGE   65000.00  37    0-15   13.5+
26758           0     15000     D       MORTGAGE   72000.00  26    0-15   13.5+
12765           0      6000     A           RENT   57006.00  31    0-15     0-8
22802           0      6400     C            OWN   67000.00  23    0-15 Missing
26570           0     11850     D           RENT   48500.00  22    0-15   13.5+
24931           0      4200     B           RENT   65000.00  25    0-15 Missing
26259           0     20000     D           RENT  110000.00  30    0-15   13.5+
12694           0      9000     C       MORTGAGE   91200.00  38    0-15 11-13.5
12812           0     12000     B           RENT  127500.00  23    0-15    8-11
3765            0      3000     B           RENT   36000.00  31    0-15    8-11
14283           0      4200     C       MORTGAGE   31000.00  34    0-15   13.5+
8721            0      2000     B           RENT   40000.00  24    0-15 11-13.5
15041           0     16300     B           RENT   27600.00  22    0-15 Missing
24249           0     20000     C           RENT   84996.00  28    0-15   13.5+
24199           0      9250     C           RENT   27456.00  24    0-15 11-13.5
18055           0      6400     A       MORTGAGE   52000.00  31    0-15     0-8
24129           0      3000     A           RENT   14000.00  23    0-15     0-8
17483           0      4200     C            OWN   48000.00  35    0-15   13.5+
1097            0      7400     D           RENT   37000.00  32    0-15   13.5+
13619           0      1500     B           RENT   36000.00  21    0-15    8-11
27360           0      7000     B       MORTGAGE   52000.00  27    0-15 11-13.5
8769            0      3000     E           RENT   44000.00  27   15-30   13.5+
10579           0      4000     D           RENT   35000.00  25    0-15   13.5+
13423           0     10000     A           RENT   38000.00  26    0-15     0-8
18361           0      5500     C            OWN   27336.00  25    0-15 11-13.5
17322           0      4500     A            OWN   19200.00  26    0-15     0-8
25317           0      2500     D           RENT   72000.00  47    0-15   13.5+
26803           0     12000     C       MORTGAGE   78996.00  28    0-15 11-13.5
3397            0      9100     B       MORTGAGE   66000.00  35    0-15 11-13.5
17101           0      3200     C           RENT   43200.00  26    0-15   13.5+
15500           0     14000     D           RENT   50000.00  26   30-45   13.5+
11973           0     28000     F           RENT   62448.00  40 Missing   13.5+
807             0      6000     A           RENT   24000.00  26    0-15    8-11
19283           0     18000     E           RENT  103000.00  33   15-30   13.5+
14010           0      2700     A           RENT   31200.00  22    0-15     0-8
28865           0     21000     B       MORTGAGE   54099.00  29    0-15    8-11
25574           0      3200     A           RENT   16000.00  25    0-15    8-11
20691           0      2000     B           RENT   50450.00  25    0-15    8-11
8759            0      3500     C       MORTGAGE   75000.00  26    0-15 11-13.5
1365            0      6000     A       MORTGAGE   92000.00  31    0-15 Missing
9183            0      3000     D           RENT   78000.00  23    0-15   13.5+
3684            0     14100     A           RENT   83203.68  30    0-15     0-8
18495           0      7350     B       MORTGAGE   48000.00  25    0-15 11-13.5
10972           0      9000     C       MORTGAGE   71700.00  27   15-30   13.5+
10954           0      9000     D           RENT   43200.00  22    0-15   13.5+
1577            0      8000     A           RENT   65000.00  23    0-15     0-8
3214            0      7600     A            OWN   28000.00  35    0-15     0-8
16056           0      3000     A           RENT   48000.00  78   30-45     0-8
7971            0      7600     C           RENT   80000.00  36    0-15 11-13.5
17323           0      5000     E           RENT   88000.00  25    0-15   13.5+
27793           0      3000     B           RENT   22000.00  24    0-15    8-11
951             0      4000     B       MORTGAGE   55000.00  31   15-30 11-13.5
27770           0      4000     B       MORTGAGE   31000.00  26    0-15    8-11
2823            0     18000     A       MORTGAGE   70000.00  40    0-15     0-8
4201            0     23275     B       MORTGAGE   60000.00  25   15-30 11-13.5
8786            0      5000     B       MORTGAGE   80000.00  42    0-15 11-13.5
1840            0     14000     D            OWN   70000.00  28    0-15   13.5+
21986           0      6000     A       MORTGAGE   48500.00  37    0-15     0-8
12952           0     10000     D           RENT   48000.00  25    0-15   13.5+
21              0      4000     B       MORTGAGE  106000.00  27   15-30 11-13.5
15070           0     20000     E       MORTGAGE   95500.00  27    0-15   13.5+
1455            0     13200     B           RENT   40000.00  34    0-15 11-13.5
17787           0      7500     D           RENT   36750.00  22    0-15   13.5+
11406           0      4000     D           RENT   13200.00  24    0-15   13.5+
16964           0      8000     A       MORTGAGE   72000.00  24    0-15     0-8
4094            0     15000     A           RENT   86400.00  32    0-15     0-8
1499            0      3000     A       MORTGAGE   50000.00  23    0-15     0-8
16335           0     25000     D           RENT  165000.00  51    0-15   13.5+
11738           0      6700     A       MORTGAGE  110000.00  32   30-45     0-8
22188           0      7500     A            OWN  120000.00  29    0-15     0-8
25906           0     23000     B       MORTGAGE   72800.00  37    0-15 11-13.5
2301            0      7500     A           RENT   49000.00  22    0-15     0-8
24955           0      4500     A       MORTGAGE  100000.00  32    0-15 Missing
11148           0      2750     B       MORTGAGE   27138.00  26   15-30    8-11
25393           0     14700     A          OTHER   82000.00  24    0-15    8-11
25176           0     10000     C           RENT   71020.00  27    0-15 11-13.5
28438           0      6000     D       MORTGAGE   50000.00  21    0-15 11-13.5
10323           0     10000     C       MORTGAGE   55000.00  23   15-30   13.5+
20635           0      5500     A           RENT   60000.00  22    0-15     0-8
10302           0      7500     C            OWN   26886.48  22    0-15 Missing
13731           0     20000     B            OWN   63400.00  26    0-15    8-11
24148           0     10200     C           RENT   55000.00  48    0-15   13.5+
15906           0      3000     A            OWN   48000.00  24    0-15     0-8
19962           0     14000     C           RENT   85332.00  30    0-15   13.5+
17340           0      2000     A       MORTGAGE  100000.00  30    0-15 Missing
28835           0     12000     B           RENT   68640.00  39    0-15    8-11
21411           0     25000     B       MORTGAGE  159600.00  27    0-15 Missing
27259           0     11900     D       MORTGAGE  233004.00  25    0-15   13.5+
12934           0      1000     A           RENT   69000.00  23    0-15     0-8
23548           0      8650     A           RENT   30000.00  27    0-15    8-11
452             0      9400     B           RENT   45500.00  26    0-15    8-11
6595            0     15000     C           RENT  210000.00  26    0-15 11-13.5
3565            0      7000     A           RENT   67752.00  23    0-15     0-8
16449           0      8000     C       MORTGAGE   72000.00  23    0-15   13.5+
8035            0      5000     D       MORTGAGE   80000.00  24    0-15   13.5+
10529           0      6000     A       MORTGAGE   35000.00  33    0-15 Missing
16516           0      5000     B            OWN   30996.00  23    0-15 11-13.5
6850            0      7500     B       MORTGAGE   28000.00  32    0-15    8-11
21115           0     10000     D       MORTGAGE   68500.00  23    0-15   13.5+
24109           0      8000     D           RENT  120000.00  23    0-15   13.5+
4534            0      2400     B       MORTGAGE   92000.00  23    0-15 11-13.5
15435           0     20000     B       MORTGAGE  150000.00  27    0-15 Missing
14502           0     10000     B           RENT   70000.00  23    0-15    8-11
17441           0      5000     B           RENT   30000.00  22    0-15 11-13.5
16294           0     15000     C       MORTGAGE   90000.00  25    0-15   13.5+
16254           0      8000     A       MORTGAGE   75000.00  30    0-15     0-8
756             0      8875     B           RENT   19240.00  25    0-15    8-11
1018            0     10000     B       MORTGAGE  200000.00  29   15-30 11-13.5
14212           0      5000     B       MORTGAGE  130000.00  27    0-15    8-11
1436            0     11000     C           RENT  108000.00  38    0-15 11-13.5
13933           0     15000     D           RENT   54996.00  28    0-15   13.5+
21619           0     15000     B       MORTGAGE  100000.00  48    0-15    8-11
24120           0      8000     B       MORTGAGE   85000.00  26    0-15 11-13.5
6571            0     10000     A       MORTGAGE   33390.00  24    0-15 Missing
4625            0     14000     A       MORTGAGE   85000.00  23    0-15     0-8
4468            0      5000     C           RENT   98000.00  44   15-30   13.5+
6484            0      5000     B           RENT   21600.00  26    0-15    8-11
12844           0     10000     A       MORTGAGE   42504.00  25    0-15     0-8
28975           0      2825     B       MORTGAGE   70000.00  42    0-15    8-11
672             0      5000     B           RENT   45000.00  22    0-15 11-13.5
25079           0      2500     B           RENT   38060.00  25   15-30 11-13.5
14786           0      6000     A       MORTGAGE   78200.00  25    0-15     0-8
24285           0      3000     B           RENT   24000.00  29    0-15 11-13.5
2164            0      1950     B            OWN   12000.00  47 Missing 11-13.5
7022            0      8000     A       MORTGAGE   78000.00  32    0-15     0-8
16624           0      7000     A           RENT   64000.00  29    0-15     0-8
21814           0      9500     D           RENT   21900.00  31 Missing   13.5+
3787            0     24000     A       MORTGAGE  119500.00  23    0-15     0-8
13674           0      6000     B           RENT   37000.00  32    0-15    8-11
8471            0     11400     C           RENT   60000.00  23    0-15   13.5+
29048           0      5000     A       MORTGAGE   70000.00  28    0-15     0-8
23882           0     14000     B           RENT   55000.00  29    0-15 11-13.5
9685            0     15000     B       MORTGAGE   95000.00  25    0-15 11-13.5
14123           0     24000     D       MORTGAGE   80000.00  33    0-15   13.5+
13169           0     12000     A           RENT   29435.00  24   15-30     0-8
6492            0      5600     A       MORTGAGE   36000.00  25    0-15     0-8
26943           0     15000     B       MORTGAGE  156000.00  39    0-15 11-13.5
4064            0     16000     C       MORTGAGE  122000.00  23   30-45 11-13.5
11815           0      1000     B            OWN   28176.00  25    0-15    8-11
18499           0     12000     B           RENT   34500.00  24    0-15    8-11
3323            0     21000     A       MORTGAGE  144000.00  36    0-15     0-8
18134           0      6000     B       MORTGAGE  103000.00  22    0-15 Missing
27544           0      3000     A       MORTGAGE   55500.00  22   15-30     0-8
9013            0      5000     D           RENT   15000.00  22    0-15 Missing
22045           0     16750     D            OWN   37000.00  27    0-15   13.5+
6357            0      7000     B       MORTGAGE  144000.00  29    0-15    8-11
17743           0      9000     A       MORTGAGE   52500.00  25    0-15     0-8
13167           0     25000     C           RENT  430000.00  36    0-15   13.5+
19386           0      6600     C           RENT   41000.00  26    0-15   13.5+
10114           0      9250     A       MORTGAGE   57000.00  23    0-15     0-8
10630           0     10000     B            OWN   34500.00  33    0-15    8-11
10919           0      8000     A           RENT   45000.00  32    0-15     0-8
1610            0      6925     B           RENT   25000.00  21    0-15 11-13.5
5729            0     14000     B           RENT   88000.00  24    0-15    8-11
409             0     12000     D           RENT   95000.00  23    0-15   13.5+
17730           0     14000     A       MORTGAGE   49000.00  26   15-30     0-8
18710           0      3500     C           RENT   48000.00  23    0-15   13.5+
13573           0      5000     A           RENT   25000.00  24    0-15 Missing
11213           0     24000     B       MORTGAGE  268000.00  41    0-15    8-11
27035           0      5000     A       MORTGAGE  105000.00  26    0-15     0-8
8384            0     12000     B           RENT   40000.00  38   15-30    8-11
327             0      3000     A       MORTGAGE   65000.00  27   15-30     0-8
28275           0      8000     C           RENT   39000.00  27    0-15 11-13.5
23594           0      9000     D           RENT   88115.00  30    0-15   13.5+
27034           0     10000     C           RENT   30000.00  22    0-15 11-13.5
10148           0     10000     A       MORTGAGE  102000.00  22   15-30     0-8
20604           0     10000     B       MORTGAGE   76000.00  27    0-15    8-11
20872           0     15000     B       MORTGAGE   81120.00  23    0-15    8-11
8714            0     10000     A           RENT   20000.00  22    0-15     0-8
17608           0     25000     F           RENT   97000.00  37    0-15   13.5+
5896            0     15000     D       MORTGAGE  102000.00  30    0-15   13.5+
3475            0      4800     A           RENT   47664.00  21    0-15     0-8
14586           0      3000     C           RENT   30000.00  47    0-15 11-13.5
3951            0     12000     A           RENT   63000.00  32    0-15     0-8
21935           0      6000     A           RENT   54981.00  45    0-15 Missing
18983           0     22000     B       MORTGAGE  150000.00  25    0-15    8-11
3408            0      6650     A           RENT   34000.00  25    0-15    8-11
10621           0     12000     B           RENT  100000.00  41    0-15    8-11
4749            0     12500     B           RENT   31000.00  23    0-15    8-11
5928            0      6000     C            OWN   50000.00  29    0-15   13.5+
12006           0      7475     A       MORTGAGE   40500.00  36    0-15     0-8
20856           0     12500     C       MORTGAGE   60000.00  22    0-15 11-13.5
9562            0      2000     A            OWN   24000.00  32    0-15     0-8
26717           0      8000     C           RENT   50000.00  31    0-15 Missing
4640            0     11875     B           RENT   50000.00  25    0-15    8-11
28412           0     12000     D           RENT   27000.00  29    0-15 11-13.5
1178            0     16000     A       MORTGAGE  100000.00  45   15-30     0-8
20536           0     24250     D           RENT  140000.00  27    0-15   13.5+
6267            0     11000     A       MORTGAGE   80000.00  30    0-15 Missing
26046           0     14400     D            OWN   44700.00  24    0-15   13.5+
26910           0     11200     C       MORTGAGE   72800.00  24     45+   13.5+
3661            0      9600     C           RENT   40000.00  26    0-15   13.5+
5462            0     15000     A           RENT   35000.00  25    0-15     0-8
26157           0      8000     A           RENT   37050.00  32    0-15     0-8
28958           0     25000     B       MORTGAGE   78000.00  25    0-15    8-11
19306           0      6000     C           RENT   40000.00  27    0-15 11-13.5
16128           0     15000     A           RENT   74872.00  29    0-15     0-8
9423            0      2500     A           RENT   16560.00  28 Missing     0-8
10693           0      4000     C           RENT   45000.00  25    0-15   13.5+
8434            0     20000     B           RENT  160000.00  26    0-15    8-11
28881           0     15000     A           RENT   77000.00  31    0-15    8-11
3374            0      9000     A           RENT   38400.00  24    0-15     0-8
19721           0     12250     B       MORTGAGE   47540.00  22    0-15    8-11
21777           0      3000     B           RENT   42000.00  28    0-15    8-11
8763            0      2000     C           RENT   67000.00  26    0-15 Missing
7947            0      9800     A       MORTGAGE  140004.00  27   15-30     0-8
23017           0     10000     C            OWN   35000.00  29    0-15 11-13.5
20004           0     10000     B            OWN   55000.00  29    0-15 11-13.5
19069           0     10000     B       MORTGAGE   70000.00  36   15-30    8-11
9397            0      4800     A            OWN   28000.00  33    0-15     0-8
3260            0     12000     A       MORTGAGE  240000.00  29   15-30     0-8
9413            0      5600     B       MORTGAGE   33000.00  30    0-15    8-11
24392           0      6000     C           RENT   59363.00  32    0-15 11-13.5
21195           0      8000     B           RENT   40000.00  27    0-15    8-11
1696            0     13000     A            OWN   53100.00  26    0-15     0-8
554             0     12375     C           RENT   36000.00  36   15-30   13.5+
7843            0      6400     B           RENT   65000.00  24    0-15    8-11
7411            0     10000     A       MORTGAGE   48000.00  24    0-15     0-8
11543           0      1500     A           RENT   22800.00  40    0-15     0-8
14476           0      8000     A       MORTGAGE   61000.00  22    0-15     0-8
18612           0      8000     A           RENT  126252.00  36   15-30     0-8
17963           0     12800     B           RENT   85000.00  32    0-15    8-11
20580           0      2400     B           RENT   21360.00  30    0-15    8-11
11270           0     12000     A           RENT   62400.00  23    0-15     0-8
3638            0      4800     A           RENT   55000.00  37    0-15    8-11
24470           0     13000     D       MORTGAGE   91000.00  32    0-15   13.5+
10044           0     24000     A           RENT   81000.00  38    0-15    8-11
11186           0      2500     A       MORTGAGE  103000.00  22 Missing Missing
23847           0     12500     C           RENT   41000.00  23    0-15   13.5+
844             0      3300     B           RENT   90000.00  21    0-15 11-13.5
5146            0      3000     A           RENT   52000.00  23    0-15     0-8
6878            0     15350     A       MORTGAGE   80000.00  32    0-15    8-11
21219           0     14000     C       MORTGAGE   90000.00  38    0-15 11-13.5
21847           0     11000     A           RENT   39500.00  23    0-15 Missing
26250           0     12000     E           RENT   50004.00  23    0-15   13.5+
16495           0     14000     A           RENT  105000.00  24    0-15     0-8
13823           0      6800     A       MORTGAGE   44000.00  30    0-15     0-8
12958           0     25000     C       MORTGAGE  168000.00  31    0-15 11-13.5
9758            0     10100     B           RENT   50400.00  38    0-15 11-13.5
24024           0     20000     B           RENT   57492.00  33    0-15 11-13.5
27640           0     10000     A       MORTGAGE   66000.00  31   15-30 Missing
6021            0      3000     A       MORTGAGE   45600.00  27    0-15     0-8
13030           0      2000     A       MORTGAGE   44000.00  24    0-15     0-8
17554           0     12000     A       MORTGAGE   46400.00  29    0-15     0-8
11430           0     10000     D           RENT   30000.00  28    0-15   13.5+
22053           0      4750     B           RENT   14040.00  26    0-15    8-11
24030           0     12800     C           RENT   70000.00  28    0-15   13.5+
7574            0     18000     A       MORTGAGE   51996.00  21    0-15    8-11
5699            0      5000     B       MORTGAGE   58560.00  25    0-15    8-11
20743           0     15000     B       MORTGAGE   61400.00  31   15-30    8-11
14181           0     15000     E           RENT   55000.00  28    0-15   13.5+
20631           0      4000     B       MORTGAGE   46500.00  22    0-15    8-11
4592            0     10000     B       MORTGAGE   43200.00  23    0-15 11-13.5
12088           0      6800     A       MORTGAGE   63000.00  23   15-30     0-8
7424            0      6000     A       MORTGAGE  100000.00  41    0-15    8-11
2992            0      5000     A            OWN   60000.00  23    0-15     0-8
7501            0     10000     A           RENT   90000.00  23    0-15     0-8
16352           0      8000     F           RENT   41000.00  21    0-15   13.5+
21914           0      8000     C           RENT   28800.00  30    0-15 11-13.5
5505            0     20000     A       MORTGAGE   60000.00  29    0-15     0-8
20188           0      4000     B       MORTGAGE  130000.00  26    0-15    8-11
8876            0      3600     A           RENT   32000.00  24    0-15     0-8
25280           0      8000     A       MORTGAGE   30000.00  25   30-45    8-11
15991           0     16000     A           RENT  170000.00  27    0-15     0-8
12635           0      3000     A       MORTGAGE   30000.00  28    0-15     0-8
26281           0      3800     C           RENT   36996.00  50    0-15 11-13.5
17351           0     12000     A           RENT  100000.00  30    0-15     0-8
9635            0     10000     A           RENT   78204.00  23    0-15     0-8
3122            0     10000     A           RENT   20000.00  22 Missing     0-8
10607           0     15000     A       MORTGAGE  180000.00  29    0-15     0-8
9252            0      5000     A           RENT   39000.00  25    0-15     0-8
23288           0      8000     B           RENT   62000.00  33    0-15 11-13.5
18974           0     24250     C       MORTGAGE   92004.00  26    0-15   13.5+
18775           0      5500     A       MORTGAGE  126000.00  27   15-30     0-8
9065            0      4500     A       MORTGAGE   99000.00  29   30-45     0-8
5149            0      5500     A       MORTGAGE   57000.00  35    0-15     0-8
27208           0     12000     C       MORTGAGE   66504.00  26    0-15 11-13.5
27876           0     12000     C           RENT   60000.00  34    0-15 11-13.5
26559           0     24000     E       MORTGAGE   79996.00  23    0-15   13.5+
13752           0      7000     B       MORTGAGE   39300.00  22    0-15    8-11
26303           0     10000     A       MORTGAGE   48000.00  36   15-30    8-11
20304           0     14000     C           RENT  140000.00  22    0-15 11-13.5
12582           0     12000     A            OWN  154000.00  35    0-15     0-8
18255           0      2500     B           RENT   42000.00  23    0-15 11-13.5
12323           0     12000     A           RENT   47256.00  29    0-15     0-8
18787           0     10000     A       MORTGAGE  103000.00  28    0-15     0-8
23561           0     11500     C       MORTGAGE   65000.00  38    0-15   13.5+
14451           0     10000     A       MORTGAGE  129700.00  27    0-15     0-8
20952           0      4000     D           RENT   50000.00  23    0-15   13.5+
7070            0      4025     A       MORTGAGE  106000.00  36    0-15     0-8
22434           0     11500     A           RENT   74500.00  32    0-15     0-8
18123           0      6250     D           RENT   28500.00  22    0-15   13.5+
13369           0      4800     C       MORTGAGE   36000.00  23    0-15 11-13.5
22475           0      6000     D       MORTGAGE   30000.00  32    0-15   13.5+
6760            0     11200     A           RENT  110000.00  24    0-15     0-8
17686           0      8000     C           RENT   50000.00  27    0-15   13.5+
16465           0      5500     B           RENT   30000.00  22    0-15 11-13.5
27127           0      5000     C           RENT   33000.00  21    0-15 11-13.5
9146            0      6200     A           RENT   72000.00  22    0-15     0-8
2787            0      2850     A       MORTGAGE   87120.00  33    0-15     0-8
78              0      6000     C           RENT   50000.00  29    0-15 11-13.5
15962           0     21600     A       MORTGAGE   58000.00  36    0-15     0-8
17179           0     10000     C           RENT   70000.00  35    0-15   13.5+
26144           0      3250     A       MORTGAGE   40000.00  26    0-15     0-8
10488           0      7000     A            OWN  120000.00  29    0-15    8-11
21665           0      8000     C           RENT   48000.00  25    0-15 11-13.5
15338           0      7000     A           RENT   55000.00  22    0-15     0-8
27561           0     11000     A       MORTGAGE   82000.00  21    0-15 Missing
21406           0     13050     D       MORTGAGE  140000.00  26    0-15   13.5+
5981            0      2000     B       MORTGAGE   56000.00  24    0-15    8-11
13261           0     20000     C           RENT  100000.00  25    0-15 11-13.5
7469            0     20000     B       MORTGAGE  226000.00  26    0-15 11-13.5
14025           0      7575     A       MORTGAGE   81500.00  22    0-15     0-8
24589           0     20000     B       MORTGAGE   84000.00  29    0-15 11-13.5
24450           0     11000     A       MORTGAGE   59000.00  37    0-15 Missing
27821           0      5500     C           RENT   28089.00  28    0-15 11-13.5
21918           0      7500     C           RENT   26400.00  23    0-15 11-13.5
18940           0      1500     D           RENT   96000.00  26    0-15 Missing
12779           0     21000     B       MORTGAGE   90000.00  21    0-15 Missing
23515           0     17000     B       MORTGAGE   46654.40  35   15-30 11-13.5
12874           0      1500     C           RENT   28000.00  23    0-15   13.5+
26882           0      5275     C           RENT   50000.00  31    0-15 11-13.5
16874           0     18250     B           RENT   35004.00  24    0-15 11-13.5
26423           0      9000     C       MORTGAGE   40000.00  33    0-15 11-13.5
7198            0      8500     B       MORTGAGE   54000.00  24    0-15    8-11
8308            0     10200     C           RENT  100000.00  24    0-15 11-13.5
7251            0      5000     D       MORTGAGE  165000.00  30    0-15   13.5+
3555            0     10000     A           RENT   80004.00  24    0-15     0-8
13359           0     18000     B       MORTGAGE   46028.10  27    0-15    8-11
12302           0     18000     B       MORTGAGE  134748.00  31   15-30    8-11
21202           0      1000     B            OWN   14400.00  30    0-15    8-11
6917            0      8000     D           RENT   43000.00  30    0-15   13.5+
20023           0     25000     B       MORTGAGE   59000.00  25    0-15    8-11
25348           0      1200     B           RENT   13000.00  24    0-15 11-13.5
2295            0     30000     A           RENT   80000.00  34    0-15     0-8
4332            0      2500     B       MORTGAGE   68000.00  28    0-15 11-13.5
21725           0     25000     D           RENT  132250.00  30    0-15   13.5+
24725           0     10000     A       MORTGAGE   54996.00  25    0-15    8-11
11142           0     13000     A           RENT   87000.00  25    0-15     0-8
22877           0     14000     B           RENT  169000.00  22    0-15 11-13.5
9371            0      8000     B           RENT   95000.00  31    0-15 Missing
20599           0      3000     A           RENT   60000.00  23    0-15     0-8
19451           0      5000     B           RENT   38300.00  32    0-15    8-11
9790            0     24000     A            OWN   80256.00  30    0-15     0-8
9968            0      5000     A       MORTGAGE   82500.00  23    0-15    8-11
16555           0      3000     C           RENT   15000.00  27    0-15 11-13.5
23191           0     24250     B       MORTGAGE  140000.00  26    0-15 11-13.5
801             0     12000     A       MORTGAGE   35000.00  36    0-15    8-11
22060           0     10000     A           RENT   42000.00  24    0-15     0-8
3999            0      7200     B       MORTGAGE   58000.00  25    0-15 11-13.5
288             0     24000     A            OWN   75000.00  23    0-15     0-8
22986           0      7500     C       MORTGAGE   35000.00  22    0-15   13.5+
5219            0     10000     A       MORTGAGE  150000.00  25   15-30     0-8
13089           0     25000     D       MORTGAGE  174996.00  29    0-15   13.5+
13376           0     20000     D       MORTGAGE  120000.00  28    0-15   13.5+
28543           0     10000     A           RENT   30000.00  31    0-15    8-11
15425           0      3000     B       MORTGAGE   50000.00  28    0-15    8-11
5590            0      6000     C       MORTGAGE   58000.00  35    0-15 11-13.5
6564            0      9350     A           RENT   50000.00  22    0-15     0-8
15345           0     12000     A       MORTGAGE   84000.00  43    0-15     0-8
4701            0     23450     A       MORTGAGE   95000.00  28    0-15     0-8
12257           0      5625     C           RENT   25000.00  24    0-15 11-13.5
17654           0     10000     A       MORTGAGE   59004.00  36    0-15     0-8
15813           0      9600     D           RENT   52000.00  31    0-15   13.5+
1720            0     12000     C           RENT   72000.00  28    0-15   13.5+
1992            0      5200     B           RENT   36850.00  22    0-15 11-13.5
11476           0     30000     A       MORTGAGE  128474.00  22    0-15     0-8
18336           0     18000     A       MORTGAGE   95004.00  25   15-30     0-8
16802           0      8000     C           RENT  126000.00  23    0-15 11-13.5
11814           0     14400     A       MORTGAGE  100000.00  27    0-15 Missing
27689           0     15000     C           RENT  160000.00  29    0-15 11-13.5
11022           0      6625     E       MORTGAGE   36000.00  33    0-15   13.5+
24279           0      5000     C           RENT   27396.00  30    0-15 Missing
18476           0      4800     A           RENT   44000.00  27    0-15     0-8
21106           0     10000     B       MORTGAGE   36000.00  26   15-30    8-11
20970           0     10000     B       MORTGAGE   69000.00  28     45+    8-11
7392            0      9000     B           RENT   44000.00  26    0-15    8-11
28178           0     15000     D           RENT   49992.00  30    0-15 11-13.5
26508           0     10000     A           RENT   84996.00  33   15-30     0-8
25206           0      9000     D       MORTGAGE   62256.00  30    0-15   13.5+
21324           0      5600     A           RENT   30000.00  27    0-15 Missing
14354           0     16750     D           RENT   39996.00  35    0-15   13.5+
20252           0      4800     B           RENT   30000.00  23    0-15 Missing
17682           0      8400     A       MORTGAGE   55704.00  28   15-30     0-8
1428            0     10200     A       MORTGAGE   64000.00  30    0-15     0-8
6148            0      5000     A       MORTGAGE   54000.00  24    0-15     0-8
20636           0      8000     A       MORTGAGE   75000.00  25    0-15     0-8
18278           0      8100     A       MORTGAGE  124000.00  29   15-30     0-8
21697           0     11000     B            OWN   56700.00  29    0-15    8-11
15638           0      3000     A           RENT   84000.00  25    0-15     0-8
19315           0     12800     D           RENT   75000.00  34    0-15   13.5+
8815            0      7500     B           RENT   35000.00  25    0-15    8-11
27316           0     11200     C           RENT   75000.00  30    0-15 11-13.5
16809           0      1200     A            OWN   32000.00  36    0-15     0-8
1746            0      6400     A           RENT   37000.00  23    0-15 Missing
22979           0      2500     D            OWN   41000.00  22    0-15   13.5+
8476            0      9000     A            OWN   69000.00  23    0-15     0-8
12977           0      8125     C           RENT   30000.00  23    0-15 11-13.5
19147           0      4800     C           RENT   40800.00  24    0-15   13.5+
23555           0      4000     C           RENT   21300.00  30    0-15 11-13.5
20725           0      3500     A           RENT   21600.00  21    0-15     0-8
2408            0      2850     C           RENT   19200.00  22    0-15   13.5+
16661           0      9000     A            OWN   84000.00  35    0-15     0-8
18995           0      7500     A       MORTGAGE   59436.00  25    0-15     0-8
20471           0      3000     A           RENT   67000.00  32    0-15     0-8
26039           0     14400     C           RENT   60996.00  23    0-15 11-13.5
1687            0      2400     B       MORTGAGE   78000.00  23    0-15 11-13.5
3728            0      5500     B       MORTGAGE   85000.00  37    0-15 11-13.5
499             0     10375     C           RENT   35000.00  27    0-15   13.5+
18154           0      4000     A           RENT   50004.00  24    0-15     0-8
27711           0      4200     B            OWN   57000.00  23   15-30    8-11
6288            0      6000     B       MORTGAGE   64000.00  22    0-15    8-11
7730            0      7000     A           RENT   50000.00  23    0-15 Missing
27571           0     20000     B           RENT   60000.00  27   15-30    8-11
27221           0     15000     C       MORTGAGE  128500.00  25    0-15 11-13.5
928             0      3825     C           RENT   26000.00  26    0-15   13.5+
28925           0     12950     B       MORTGAGE   92000.00  23    0-15    8-11
17231           0      6000     B            OWN   69000.00  28    0-15 11-13.5
14470           0     20000     D       MORTGAGE   75000.00  25    0-15   13.5+
18354           0     10000     C           RENT   30000.00  30    0-15 Missing
3674            0      8150     D           RENT   66500.00  24    0-15   13.5+
25888           0     17000     C           RENT   65000.00  26    0-15 11-13.5
16346           0     12000     C           RENT   96000.00  30    0-15 11-13.5
