"STATE","ZIP_CODE","CUSTOMER_NBR","SHOPPER_SEGMENT_CODE","city","latitude","longitude","timezone"
"MS","39042",167927,2,"Brandon",32.237742,-89.93514,"CST"
"MS","38701",481013,2,"Greenville",33.380388,-91.05187,"CST"
"MS","38701",300318,0,"Greenville",33.380388,-91.05187,"CST"
"MS","38703",82687,1,"Greenville",33.442801,-91.02984,"CST"
"MS","38676",528085,1,"Tunica",34.687733,-90.36723,"CST"
"MS","39042",108070,4,"Brandon",32.237742,-89.93514,"CST"
"MS","38901",375871,1,"Grenada",33.77132,-89.80301,"CST"
"MS","38829",131767,4,"Booneville",34.653448,-88.53751,"CST"
"MS","38834",579987,4,"Corinth",34.928325,-88.52856,"CST"
"MS","38732",235535,3,"Cleveland",33.749149,-90.71329,"CST"
"MS","38866",465305,3,"Saltillo",34.360547,-88.68079,"CST"
"MS","39046",568937,3,"Canton",32.618475,-90.01041,"CST"
"MS","39046",302047,0,"Canton",32.618475,-90.01041,"CST"
"MS","39046",680532,0,"Canton",32.618475,-90.01041,"CST"
"MS","38668",249681,3,"Senatobia",34.607602,-89.94635,"CST"
"MS","38668",195999,3,"Senatobia",34.607602,-89.94635,"CST"
"MS","39047",159097,0,"Brandon",32.39705,-89.98466,"CST"
"MS","38829",578371,3,"Booneville",34.653448,-88.53751,"CST"
"MS","38751",9554,4,"Indianola",33.45139,-90.65824,"CST"
"MS","38761",589457,0,"Moorhead",33.44504,-90.49719,"CST"
"MS","38620",492586,4,"Courtland",34.236973,-89.91568,"CST"
"MS","38941",105724,2,"Itta Bena",33.492412,-90.3243,"CST"
"MS","38954",500534,0,"Sidon",33.417028,-90.21318,"CST"
"MS","38732",508607,4,"Cleveland",33.749149,-90.71329,"CST"
"MS","38637",218214,5,"Horn Lake",34.959171,-90.04093,"CST"
"MS","38965",684398,0,"Water Valley",34.148775,-89.62882,"CST"
"MS","38671",154232,0,"Southaven",34.96848,-89.99793,"CST"
"MS","38671",328172,0,"Southaven",34.96848,-89.99793,"CST"
"MS","38671",592220,1,"Southaven",34.96848,-89.99793,"CST"
"MS","38651",453636,2,"Nesbit",34.893254,-89.97629,"CST"
"MS","39047",403363,5,"Brandon",32.39705,-89.98466,"CST"
"MS","38804",229283,1,"Tupelo",34.272374,-88.6822,"CST"
"MS","39601",648169,4,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39038",127684,0,"Belzoni",33.165359,-90.50127,"CST"
"MS","39059",240730,5,"Crystal Springs",31.985052,-90.3633,"CST"
"MS","39059",13160,4,"Crystal Springs",31.985052,-90.3633,"CST"
"MS","39759",278337,0,"Starkville",33.450215,-88.82383,"CST"
"MS","39063",467976,0,"Durant",33.102777,-89.87579,"CST"
"MS","39066",302581,1,"Edwards",32.295098,-90.60286,"CST"
"MS","39073",742980,4,"Florence",32.125628,-90.10964,"CST"
"MS","39073",78112,3,"Florence",32.125628,-90.10964,"CST"
"MS","39073",171389,1,"Florence",32.125628,-90.10964,"CST"
"MS","39073",719379,2,"Florence",32.125628,-90.10964,"CST"
"MS","39073",373601,4,"Florence",32.125628,-90.10964,"CST"
"MS","39042",339789,0,"Brandon",32.237742,-89.93514,"CST"
"MS","39074",118202,3,"Forest",32.379693,-89.46552,"CST"
"MS","39042",43368,4,"Brandon",32.237742,-89.93514,"CST"
"MS","39083",704618,1,"Hazlehurst",31.841281,-90.42995,"CST"
"MS","39083",235141,3,"Hazlehurst",31.841281,-90.42995,"CST"
"MS","39305",343425,3,"Meridian",32.439945,-88.70918,"CST"
"MS","39090",447143,5,"Kosciusko",33.038079,-89.56318,"CST"
"MS","39092",304788,2,"Lake",32.330717,-89.33827,"CST"
"MS","39094",520171,4,"Lena",32.595179,-89.6311,"CST"
"MS","39096",134442,0,"Lorman",31.825143,-91.07877,"CST"
"MS","39097",483516,0,"Louise",32.984428,-90.58503,"CST"
"MS","39337",238388,0,"Little Rock",32.527955,-88.9952,"CST"
"MS","39110",327051,3,"Madison",32.484979,-90.11552,"CST"
"MS","39110",435479,0,"Madison",32.484979,-90.11552,"CST"
"MS","39110",410734,1,"Madison",32.484979,-90.11552,"CST"
"MS","38843",44553,0,"Fulton",34.265985,-88.38409,"CST"
"MS","38940",95518,4,"Holcomb",33.742886,-89.99349,"CST"
"MS","38849",375579,3,"Guntown",34.443919,-88.67217,"CST"
"MS","38632",159889,0,"Hernando",34.811777,-90.01917,"CST"
"MS","38637",121666,1,"Horn Lake",34.959171,-90.04093,"CST"
"MS","38965",46582,5,"Water Valley",34.148775,-89.62882,"CST"
"MS","38851",359310,4,"Houston",33.904246,-88.9671,"CST"
"MS","39110",123137,1,"Madison",32.484979,-90.11552,"CST"
"MS","38637",162338,0,"Horn Lake",34.959171,-90.04093,"CST"
"MS","39110",197208,3,"Madison",32.484979,-90.11552,"CST"
"MS","38650",14904,4,"Myrtle",34.536153,-89.13829,"CST"
"MS","38652",336411,4,"New Albany",34.489085,-88.99973,"CST"
"MS","39111",633806,4,"Magee",31.880229,-89.72086,"CST"
"MS","39059",321777,4,"Crystal Springs",31.985052,-90.3633,"CST"
"MS","38804",387988,0,"Tupelo",34.272374,-88.6822,"CST"
"MS","39120",620980,3,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",214477,2,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",151098,0,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",734431,1,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",219672,4,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",436190,3,"Natchez",31.535545,-91.35434,"CST"
"MS","39120",668441,1,"Natchez",31.535545,-91.35434,"CST"
"MS","39121",64140,2,"Natchez",31.470602,-91.404404,"CST"
"MS","39140",285874,3,"Newhebron",31.738817,-89.97045,"CST"
"MS","39145",640185,3,"Pelahatchie",32.335063,-89.80491,"CST"
"MS","39145",203848,1,"Pelahatchie",32.335063,-89.80491,"CST"
"MS","38655",313400,1,"Oxford",34.345016,-89.50735,"CST"
"MS","38901",642156,4,"Grenada",33.77132,-89.80301,"CST"
"MS","39154",497686,0,"Raymond",32.230592,-90.45709,"CST"
"MS","39154",96999,1,"Raymond",32.230592,-90.45709,"CST"
"MS","38655",256085,1,"Oxford",34.345016,-89.50735,"CST"
"MS","38655",480555,1,"Oxford",34.345016,-89.50735,"CST"
"MS","39157",475225,2,"Ridgeland",32.420814,-90.13134,"CST"
"MS","39157",260124,2,"Ridgeland",32.420814,-90.13134,"CST"
"MS","39157",500944,3,"Ridgeland",32.420814,-90.13134,"CST"
"MS","38930",451798,3,"Greenwood",33.528734,-90.17663,"CST"
"MS","38930",427233,1,"Greenwood",33.528734,-90.17663,"CST"
"MS","38930",411128,1,"Greenwood",33.528734,-90.17663,"CST"
"MS","38930",713967,0,"Greenwood",33.528734,-90.17663,"CST"
"MS","39160",185194,5,"Sallis",33.002813,-89.75296,"CST"
"MS","39160",375528,1,"Sallis",33.002813,-89.75296,"CST"
"MS","38843",312423,1,"Fulton",34.265985,-88.38409,"CST"
"MS","39170",38591,4,"Terry",32.119511,-90.32859,"CST"
"MS","39170",668862,1,"Terry",32.119511,-90.32859,"CST"
"MS","39170",299030,1,"Terry",32.119511,-90.32859,"CST"
"MS","38850",721917,1,"Houlka",34.04281,-89.02557,"CST"
"MS","39176",15790,4,"Vaiden",33.317882,-89.733,"CST"
"MS","39180",719764,1,"Vicksburg",32.292761,-90.87184,"CST"
"MS","38965",83298,0,"Water Valley",34.148775,-89.62882,"CST"
"MS","38967",631235,3,"Winona",33.481491,-89.73155,"CST"
"MS","38967",137767,5,"Winona",33.481491,-89.73155,"CST"
"MS","39111",548093,1,"Magee",31.880229,-89.72086,"CST"
"MS","38672",37070,3,"Southaven",34.943945,-89.92279,"CST"
"MS","38654",453494,4,"Olive Branch",34.954106,-89.83743,"CST"
"MS","39194",42352,4,"Yazoo City",32.855811,-90.4497,"CST"
"MS","39204",452731,1,"Jackson",32.284829,-90.22778,"CST"
"MS","39204",409361,1,"Jackson",32.284829,-90.22778,"CST"
"MS","39206",37303,0,"Jackson",32.365794,-90.17182,"CST"
"MS","39206",94693,3,"Jackson",32.365794,-90.17182,"CST"
"MS","39042",440993,3,"Brandon",32.237742,-89.93514,"CST"
"MS","39042",723945,2,"Brandon",32.237742,-89.93514,"CST"
"MS","39206",481152,0,"Jackson",32.365794,-90.17182,"CST"
"MS","39206",542602,3,"Jackson",32.365794,-90.17182,"CST"
"MS","39042",696443,1,"Brandon",32.237742,-89.93514,"CST"
"MS","39042",298525,0,"Brandon",32.237742,-89.93514,"CST"
"MS","39042",493020,0,"Brandon",32.237742,-89.93514,"CST"
"MS","39208",553655,0,"Jackson",32.280746,-90.10708,"CST"
"MS","39208",414455,0,"Jackson",32.280746,-90.10708,"CST"
"MS","39209",494498,4,"Jackson",32.325512,-90.25709,"CST"
"MS","39209",547854,1,"Jackson",32.325512,-90.25709,"CST"
"MS","39209",262921,3,"Jackson",32.325512,-90.25709,"CST"
"MS","39209",23795,3,"Jackson",32.325512,-90.25709,"CST"
"MS","39042",340473,0,"Brandon",32.237742,-89.93514,"CST"
"MS","39211",309533,4,"Jackson",32.370544,-90.1297,"CST"
"MS","39211",34086,3,"Jackson",32.370544,-90.1297,"CST"
"MS","39211",576480,5,"Jackson",32.370544,-90.1297,"CST"
"MS","39211",139549,0,"Jackson",32.370544,-90.1297,"CST"
"MS","39211",476891,0,"Jackson",32.370544,-90.1297,"CST"
"MS","39211",725491,5,"Jackson",32.370544,-90.1297,"CST"
"MS","39212",174971,1,"Jackson",32.234627,-90.26331,"CST"
"MS","39047",726765,0,"Brandon",32.39705,-89.98466,"CST"
"MS","39047",127645,1,"Brandon",32.39705,-89.98466,"CST"
"MS","38771",318761,3,"Ruleville",33.732774,-90.53427,"CST"
"MS","38774",584340,0,"Shelby",33.947701,-90.76417,"CST"
"MS","38776",123306,2,"Stoneville",33.409614,-90.910404,"CST"
"MS","39175",470740,2,"Utica",32.105647,-90.61749,"CST"
"MS","39212",269969,4,"Jackson",32.234627,-90.26331,"CST"
"MS","39212",533985,2,"Jackson",32.234627,-90.26331,"CST"
"MS","39212",665571,0,"Jackson",32.234627,-90.26331,"CST"
"MS","39212",168593,2,"Jackson",32.234627,-90.26331,"CST"
"MS","39212",602755,4,"Jackson",32.234627,-90.26331,"CST"
"MS","38672",383163,4,"Southaven",34.943945,-89.92279,"CST"
"MS","39213",690632,0,"Jackson",32.356489,-90.2106,"CST"
"MS","38676",321707,0,"Tunica",34.687733,-90.36723,"CST"
"MS","39216",94161,1,"Jackson",32.334738,-90.16933,"CST"
"MS","39218",210247,3,"Jackson",32.230408,-90.16213,"CST"
"MS","39218",123392,0,"Jackson",32.230408,-90.16213,"CST"
"MS","39218",237216,3,"Jackson",32.230408,-90.16213,"CST"
"MS","39218",472728,3,"Jackson",32.230408,-90.16213,"CST"
"MS","39232",636164,3,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",433578,0,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",121640,0,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",565149,1,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",243185,4,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",131903,0,"Jackson",32.311287,-90.397157,"CST"
"MS","39272",717346,3,"Jackson",32.311287,-90.397157,"CST"
"MS","39073",161966,0,"Florence",32.125628,-90.10964,"CST"
"MS","39286",111543,4,"Jackson",32.311287,-90.397157,"CST"
"MS","38829",717177,3,"Booneville",34.653448,-88.53751,"CST"
"MS","39301",682671,1,"Meridian",32.339004,-88.6596,"CST"
"MS","39301",382650,1,"Meridian",32.339004,-88.6596,"CST"
"MS","39507",710331,1,"Gulfport",30.397044,-89.03998,"CST"
"MS","39305",615384,4,"Meridian",32.439945,-88.70918,"CST"
"MS","39307",718782,3,"Meridian",32.358891,-88.7494,"CST"
"MS","39325",10543,3,"Collinsville",32.553716,-88.86736,"CST"
"MS","39332",489347,0,"Hickory",32.314553,-89.01461,"CST"
"MS","39336",223846,3,"Lawrence",32.307815,-89.26169,"CST"
"MS","39530",557890,1,"Biloxi",30.399148,-88.88917,"CST"
"MS","39337",184509,0,"Little Rock",32.527955,-88.9952,"CST"
"MS","39339",552892,1,"Louisville",33.109635,-89.02849,"CST"
"MS","39339",144697,0,"Louisville",33.109635,-89.02849,"CST"
"MS","39339",703446,3,"Louisville",33.109635,-89.02849,"CST"
"MS","39345",633682,1,"Newton",32.317298,-89.14483,"CST"
"MS","39345",158792,0,"Newton",32.317298,-89.14483,"CST"
"MS","39350",453242,4,"Philadelphia",32.776368,-89.12788,"CST"
"MS","39350",663458,2,"Philadelphia",32.776368,-89.12788,"CST"
"MS","39110",594309,0,"Madison",32.484979,-90.11552,"CST"
"MS","39361",286840,1,"Shuqualak",32.985613,-88.57464,"CST"
"MS","39364",492478,0,"Toomsuba",32.420314,-88.52234,"CST"
"MS","38637",490207,0,"Horn Lake",34.959171,-90.04093,"CST"
"MS","39367",63944,3,"Waynesboro",31.688901,-88.65623,"CST"
"MS","39110",708913,1,"Madison",32.484979,-90.11552,"CST"
"MS","39401",580681,0,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",380084,2,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",413365,4,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",420662,3,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","38654",321821,3,"Olive Branch",34.954106,-89.83743,"CST"
"MS","39401",491888,0,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",486800,0,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",257236,4,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",406036,3,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",146491,3,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39401",190836,4,"Hattiesburg",31.285508,-89.2799,"CST"
"MS","39402",13894,3,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",450931,4,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",740955,1,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",545509,3,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39145",218306,0,"Pelahatchie",32.335063,-89.80491,"CST"
"MS","39402",246170,4,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",554052,2,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",166364,2,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",635925,3,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",471785,3,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",542981,0,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",47318,3,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39402",253844,2,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39404",472939,0,"Hattiesburg",31.172142,-89.294772,"CST"
"MS","39421",607153,2,"Bassfield",31.490798,-89.72655,"CST"
"MS","39423",130929,3,"Beaumont",31.176725,-88.91223,"CST"
"MS","39426",63619,0,"Carriere",30.641521,-89.65929,"CST"
"MS","39426",498551,0,"Carriere",30.641521,-89.65929,"CST"
"MS","39426",418487,2,"Carriere",30.641521,-89.65929,"CST"
"MS","39426",658168,1,"Carriere",30.641521,-89.65929,"CST"
"MS","39429",247954,3,"Columbia",31.255242,-89.79264,"CST"
"MS","39429",272616,4,"Columbia",31.255242,-89.79264,"CST"
"MS","39429",621539,4,"Columbia",31.255242,-89.79264,"CST"
"MS","39437",589364,1,"Ellisville",31.588327,-89.21431,"CST"
"MS","39437",480674,4,"Ellisville",31.588327,-89.21431,"CST"
"MS","39437",705181,3,"Ellisville",31.588327,-89.21431,"CST"
"MS","39439",475201,3,"Heidelberg",31.86883,-89.00323,"CST"
"MS","39440",533960,2,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",349352,3,"Laurel",31.701492,-89.1393,"CST"
"MS","39581",38934,0,"Pascagoula",30.36298,-88.52901,"CST"
"MS","39601",443944,3,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39601",569275,1,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39440",165599,0,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",251004,5,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",40398,1,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",699372,3,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",307259,0,"Laurel",31.701492,-89.1393,"CST"
"MS","39206",575488,0,"Jackson",32.365794,-90.17182,"CST"
"MS","39206",701932,2,"Jackson",32.365794,-90.17182,"CST"
"MS","38701",137803,0,"Greenville",33.380388,-91.05187,"CST"
"MS","39443",70644,1,"Laurel",31.719947,-89.11948,"CST"
"MS","39443",142068,3,"Laurel",31.719947,-89.11948,"CST"
"MS","39443",514388,2,"Laurel",31.719947,-89.11948,"CST"
"MS","39443",606744,3,"Laurel",31.719947,-89.11948,"CST"
"MS","39451",232871,4,"Leakesville",31.162188,-88.60093,"CST"
"MS","39451",500800,0,"Leakesville",31.162188,-88.60093,"CST"
"MS","39451",589933,0,"Leakesville",31.162188,-88.60093,"CST"
"MS","39452",161358,0,"Lucedale",30.873353,-88.58869,"CST"
"MS","39455",661836,4,"Lumberton",31.035015,-89.49561,"CST"
"MS","39455",33980,4,"Lumberton",31.035015,-89.49561,"CST"
"MS","39211",714303,4,"Jackson",32.370544,-90.1297,"CST"
"MS","39465",333364,1,"Petal",31.358823,-89.2279,"CST"
"MS","39465",218143,1,"Petal",31.358823,-89.2279,"CST"
"MS","38737",742232,0,"Drew",33.865068,-90.52395,"CST"
"MS","39465",380420,0,"Petal",31.358823,-89.2279,"CST"
"MS","39465",662510,4,"Petal",31.358823,-89.2279,"CST"
"MS","38751",245908,3,"Indianola",33.45139,-90.65824,"CST"
"MS","38751",659249,0,"Indianola",33.45139,-90.65824,"CST"
"MS","39465",615872,1,"Petal",31.358823,-89.2279,"CST"
"MS","39465",218079,1,"Petal",31.358823,-89.2279,"CST"
"MS","39466",246523,2,"Picayune",30.52798,-89.66611,"CST"
"MS","39466",458403,3,"Picayune",30.52798,-89.66611,"CST"
"MS","39212",585905,3,"Jackson",32.234627,-90.26331,"CST"
"MS","39212",287377,0,"Jackson",32.234627,-90.26331,"CST"
"MS","39470",351220,4,"Poplarville",30.810936,-89.56435,"CST"
"MS","39470",315832,1,"Poplarville",30.810936,-89.56435,"CST"
"MS","39474",695483,0,"Prentiss",31.605946,-89.86086,"CST"
"MS","38801",17335,3,"Tupelo",34.23615,-88.75665,"CST"
"MS","38801",480671,0,"Tupelo",34.23615,-88.75665,"CST"
"MS","38801",524815,4,"Tupelo",34.23615,-88.75665,"CST"
"MS","38801",656341,3,"Tupelo",34.23615,-88.75665,"CST"
"MS","39213",109738,1,"Jackson",32.356489,-90.2106,"CST"
"MS","38804",142779,0,"Tupelo",34.272374,-88.6822,"CST"
"MS","39480",619615,1,"Soso",31.726898,-89.30528,"CST"
"MS","39482",722330,3,"Sumrall",31.376358,-89.58558,"CST"
"MS","39482",739803,1,"Sumrall",31.376358,-89.58558,"CST"
"MS","39482",198103,1,"Sumrall",31.376358,-89.58558,"CST"
"MS","39501",537228,3,"Gulfport",30.380597,-89.09626,"CST"
"MS","39501",155135,0,"Gulfport",30.380597,-89.09626,"CST"
"MS","39501",64459,0,"Gulfport",30.380597,-89.09626,"CST"
"MS","39501",72711,4,"Gulfport",30.380597,-89.09626,"CST"
"MS","38827",742895,1,"Belmont",34.513163,-88.2092,"CST"
"MS","39503",10460,3,"Gulfport",30.461786,-89.10381,"CST"
"MS","39503",407706,3,"Gulfport",30.461786,-89.10381,"CST"
"MS","39503",558449,1,"Gulfport",30.461786,-89.10381,"CST"
"MS","39503",726607,4,"Gulfport",30.461786,-89.10381,"CST"
"MS","39503",682175,0,"Gulfport",30.461786,-89.10381,"CST"
"MS","39506",161158,2,"Gulfport",30.415795,-89.068448,"CST"
"MS","39507",384603,1,"Gulfport",30.397044,-89.03998,"CST"
"MS","38901",141983,0,"Grenada",33.77132,-89.80301,"CST"
"MS","39520",569331,5,"Bay Saint Louis",30.304327,-89.40705,"CST"
"MS","39520",99258,3,"Bay Saint Louis",30.304327,-89.40705,"CST"
"MS","39520",668158,2,"Bay Saint Louis",30.304327,-89.40705,"CST"
"MS","39520",163539,0,"Bay Saint Louis",30.304327,-89.40705,"CST"
"MS","39520",342879,3,"Bay Saint Louis",30.304327,-89.40705,"CST"
"MS","39564",94339,1,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39531",370214,3,"Biloxi",30.405831,-88.96219,"CST"
"MS","39531",265474,3,"Biloxi",30.405831,-88.96219,"CST"
"MS","39531",34594,4,"Biloxi",30.405831,-88.96219,"CST"
"MS","39531",282966,4,"Biloxi",30.405831,-88.96219,"CST"
"MS","39532",80424,4,"Biloxi",30.462388,-88.93293,"CST"
"MS","39532",121738,4,"Biloxi",30.462388,-88.93293,"CST"
"MS","39532",118166,2,"Biloxi",30.462388,-88.93293,"CST"
"MS","39532",714432,0,"Biloxi",30.462388,-88.93293,"CST"
"MS","39355",467710,1,"Quitman",32.057969,-88.67069,"CST"
"MS","39532",208669,0,"Biloxi",30.462388,-88.93293,"CST"
"MS","39532",129821,4,"Biloxi",30.462388,-88.93293,"CST"
"MS","39540",31971,2,"D'Iberville",30.444267,-88.899207,"CST"
"MS","39540",37790,3,"D'Iberville",30.444267,-88.899207,"CST"
"MS","39367",12108,3,"Waynesboro",31.688901,-88.65623,"CST"
"MS","39553",96498,0,"Gautier",30.400599,-88.65092,"CST"
"MS","39553",216787,3,"Gautier",30.400599,-88.65092,"CST"
"MS","39553",28856,3,"Gautier",30.400599,-88.65092,"CST"
"MS","39560",495157,0,"Long Beach",30.356147,-89.16346,"CST"
"MS","39560",350315,2,"Long Beach",30.356147,-89.16346,"CST"
"MS","39560",339238,1,"Long Beach",30.356147,-89.16346,"CST"
"MS","39560",701864,1,"Long Beach",30.356147,-89.16346,"CST"
"MS","39560",146454,4,"Long Beach",30.356147,-89.16346,"CST"
"MS","39560",532559,3,"Long Beach",30.356147,-89.16346,"CST"
"MS","39562",85393,2,"Moss Point",30.522009,-88.50312,"CST"
"MS","39562",406454,4,"Moss Point",30.522009,-88.50312,"CST"
"MS","39563",16973,1,"Moss Point",30.410999,-88.52514,"CST"
"MS","39563",703646,4,"Moss Point",30.410999,-88.52514,"CST"
"MS","39564",112946,0,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","38873",259167,3,"Tishomingo",34.652269,-88.23581,"CST"
"MS","39402",316763,5,"Hattiesburg",31.325437,-89.37926,"CST"
"MS","39564",143193,0,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39564",111775,0,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39564",728218,4,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39042",695649,0,"Brandon",32.237742,-89.93514,"CST"
"MS","38915",55108,5,"Bruce",34.005229,-89.36375,"CST"
"MS","38916",535833,3,"Calhoun City",33.839389,-89.32561,"CST"
"MS","38930",439683,1,"Greenwood",33.528734,-90.17663,"CST"
"MS","39564",336473,4,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39564",322139,4,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39667",138699,0,"Tylertown",31.131018,-90.12856,"CST"
"MS","39565",708372,1,"Ocean Springs",30.566715,-88.76018,"CST"
"MS","39565",506851,0,"Ocean Springs",30.566715,-88.76018,"CST"
"MS","39565",578096,0,"Ocean Springs",30.566715,-88.76018,"CST"
"MS","39565",701491,3,"Ocean Springs",30.566715,-88.76018,"CST"
"MS","38935",40611,5,"Greenwood",33.523355,-90.27757,"CST"
"MS","39567",558096,4,"Pascagoula",30.362203,-88.5469,"CST"
"MS","39571",140974,0,"Pass Christian",30.371623,-89.27038,"CST"
"MS","39574",284582,1,"Saucier",30.600244,-89.11948,"CST"
"MS","39574",646563,1,"Saucier",30.600244,-89.11948,"CST"
"MS","39576",749193,4,"Waveland",30.289646,-89.38349,"CST"
"MS","39577",516268,0,"Wiggins",30.94336,-89.17912,"CST"
"MS","39577",12513,2,"Wiggins",30.94336,-89.17912,"CST"
"MS","39577",632277,4,"Wiggins",30.94336,-89.17912,"CST"
"MS","39581",258089,0,"Pascagoula",30.36298,-88.52901,"CST"
"MS","39440",598574,2,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",394447,1,"Laurel",31.701492,-89.1393,"CST"
"MS","39440",325155,3,"Laurel",31.701492,-89.1393,"CST"
"MS","39194",110371,0,"Yazoo City",32.855811,-90.4497,"CST"
"MS","39194",391044,0,"Yazoo City",32.855811,-90.4497,"CST"
"MS","39601",288855,0,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39601",565099,0,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39601",157904,0,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39601",728759,3,"Brookhaven",31.574319,-90.45029,"CST"
"MS","39602",720276,0,"Brookhaven",31.533354,-90.490661,"CST"
"MS","39629",186052,0,"Bogue Chitto",31.441613,-90.45281,"CST"
"MS","39641",541182,4,"Jayess",31.363848,-90.17457,"CST"
"MS","39645",605469,4,"Liberty",31.148177,-90.79859,"CST"
"MS","39645",45217,0,"Liberty",31.148177,-90.79859,"CST"
"MS","39647",672691,1,"McCall Creek",31.509919,-90.69788,"CST"
"MS","39652",363997,4,"Magnolia",31.117097,-90.45287,"CST"
"MS","39654",364420,2,"Monticello",31.544331,-90.1213,"CST"
"MS","39654",422971,0,"Monticello",31.544331,-90.1213,"CST"
"MS","39657",599374,0,"Osyka",31.028259,-90.4588,"CST"
"MS","38829",622885,3,"Booneville",34.653448,-88.53751,"CST"
"MS","39664",371527,4,"Smithdale",31.328058,-90.67792,"CST"
"MS","39465",440845,5,"Petal",31.358823,-89.2279,"CST"
"MS","39666",175433,1,"Summit",31.292262,-90.45228,"CST"
"MS","39667",35599,4,"Tylertown",31.131018,-90.12856,"CST"
"MS","39667",76615,4,"Tylertown",31.131018,-90.12856,"CST"
"MS","39564",97695,0,"Ocean Springs",30.403286,-88.77565,"CST"
"MS","39046",261207,3,"Canton",32.618475,-90.01041,"CST"
"MS","39047",640473,3,"Brandon",32.39705,-89.98466,"CST"
"MS","39702",331631,4,"Columbus",33.463004,-88.35574,"CST"
"MS","39702",209088,4,"Columbus",33.463004,-88.35574,"CST"
"MS","39702",630436,3,"Columbus",33.463004,-88.35574,"CST"
"MS","39702",387849,0,"Columbus",33.463004,-88.35574,"CST"
"MS","39702",695982,1,"Columbus",33.463004,-88.35574,"CST"
"MS","39466",339890,5,"Picayune",30.52798,-89.66611,"CST"
"MS","39466",103315,5,"Picayune",30.52798,-89.66611,"CST"
"MS","39705",682839,4,"Columbus",33.581599,-88.43297,"CST"
"MS","39705",593410,0,"Columbus",33.581599,-88.43297,"CST"
"MS","39705",654003,0,"Columbus",33.581599,-88.43297,"CST"
"MS","39740",564754,5,"Caledonia",33.752213,-88.30989,"CST"
"MS","39744",166946,5,"Eupora",33.577688,-89.3028,"CST"
"MS","39747",325116,0,"Kilmichael",33.413657,-89.56261,"CST"
"MS","39747",690261,0,"Kilmichael",33.413657,-89.56261,"CST"
"MS","38802",203959,1,"Tupelo",34.234527,-88.767127,"CST"
"MS","39759",124312,0,"Starkville",33.450215,-88.82383,"CST"
"MS","39759",41372,1,"Starkville",33.450215,-88.82383,"CST"
"MS","39759",504560,2,"Starkville",33.450215,-88.82383,"CST"
"MS","39759",67476,3,"Starkville",33.450215,-88.82383,"CST"
"MS","39759",240564,0,"Starkville",33.450215,-88.82383,"CST"
"MS","38862",374411,3,"Plantersville",34.179513,-88.63454,"CST"
