회계연도, 소관명, 회계명, 계정명, 분야명, 부문명, 프로그램명, 단위사업명, 금년도예산(천원), 추경정부안(천원), 추경국회확정(천원),
2015, 보건복지부, 일반회계, , 사회복지, 보육·가족및여성, 보육지원강화, 어린이집 지원,221707000,221707000,221707000,
2015, 보건복지부, 일반회계, , 사회복지, 보육·가족및여성, 보육지원강화, 가정양육수당 지원사업,1101768000,1211510000,1211510000,
2015, 보건복지부, 일반회계, , 사회복지, 보육·가족및여성, 회계간기금간거래, 예수원금상환,188000,188000,188000,
2015, 보건복지부, 일반회계, , 사회복지, 보육·가족및여성, 회계간기금간거래, 예수이자상환,10000,10000,10000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 아동ㆍ청소년정책, 아동ㆍ청소년 정책연구 및 통계조사,425000,425000,425000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 아동ㆍ청소년정책, 아동ㆍ청소년 참여.인권증진,494000,494000,494000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 노인복지지원,7582629000,7582629000,7582629000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 영주귀국 사할린한인 지원,6628000,6628000,6628000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 노인관련기관지원,50583000,50583000,50583000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 노인돌봄서비스,132647000,143060000,143060000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 양로시설 운영지원,31990000,31990000,31990000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인생활안정, 노인일자리지원,344247000,358063000,358063000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인의료보장, 노인장기요양보험지원,597164000,597164000,597164000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 노인의료보장, 노인요양시설확충,32471000,32471000,32471000,
2015, 보건복지부, 일반회계, , 사회복지, 노인·청소년, 장사시설확충, 장사시설,28971000,28971000,28971000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 사회복지사업지원,15015000,15015000,15015000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 복지사업평가,5229000,5229000,5229000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 보건복지콜센터,6757000,6757000,6757000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 지역자율형 사회서비스 투자사업,10400000,10400000,10400000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 사회복무제도 운영,47500000,47500000,47500000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 사회복지기반조성, 사회복지전달체계,170099000,170099000,170099000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 본부 인건비,143576894,143576894,143576894,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 질병관리본부 인건비,18994292,18994292,18994292,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 검역소인건비,17852565,17852565,17852565,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 소록도병원 인건비,9993195,9993195,9993195,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 오송생명과학단지지원센터 인건비,4287312,4287312,4287312,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 본부 기본경비,10213810,10213810,10213810,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 본부전산운영경비,1122000,1122000,1122000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 질병관리본부 기본경비,1599000,1599000,1599000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 검역소 기본경비,2580000,2580000,2580000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 망향의동산 기본경비,333000,333000,333000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 소록도병원 기본경비,1690000,1690000,1690000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 오송생명과학단지지원센터 기본경비,145000,145000,145000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 보건관련 전산운영경비,87000,87000,87000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 보건복지행정정보화,2628000,2628000,2628000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 보건복지인력개발,12215000,12215000,12215000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 정책연구개발,831000,831000,831000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 국제협력관리,36959000,36959000,36959000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 보건복지행정지원,2299000,2299000,2299000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 사회복지정보화,690000,690000,690000,
2015, 보건복지부, 일반회계, , 사회복지, 사회복지일반, 일반보건복지행정지원, 보건복지정보보호,2753000,2753000,2753000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 장기 및 인체조직 기증 활성화 지원,16847000,16847000,16847000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 국제적십자사위원회지원,352000,352000,352000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 공공보건의료지원,900000,900000,900000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 지방의료원 등 육성,69120000,69120000,69120000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 지방대병원 특화육성,2482000,2482000,2482000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 제대혈 공공관리,2414000,2414000,2414000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 공공보건의료확충, 의료취약지 지원,5909000,5909000,5909000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 보건의료연구개발,103885000,103885000,103885000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 한국보건산업진흥원 지원,21831000,21831000,21831000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 보건산업정책,640000,640000,640000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 생명윤리및안전정책,3253000,3253000,3253000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 오송생명과학단지지원센터 운영,27577000,27577000,27577000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 첨단의료복합단지 육성지원,7400000,7400000,7400000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 글로벌헬스케어 육성,13925000,13925000,13925000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 통합의료서비스 육성,14607000,14607000,14607000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건산업육성, 보건산업진흥,61858000,61858000,61858000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 한의학연구및정책개발, 한의약 세계화 및 홍보,4655000,4655000,4655000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 한의학연구및정책개발, 한의약산업지원,9546000,9546000,9546000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 한의학연구및정책개발, 한의약연구 및 기술개발,7490000,7490000,7490000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 국민건강생활실천, 건강생활실천지원,375000,375000,375000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 국민건강생활실천, 기후변화적응건강관리,500000,500000,500000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 암및희귀질환지원, 국립암센터운영,54086000,54086000,54086000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 암및희귀질환지원, 원폭피해자지원,5283000,5283000,5283000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 암및희귀질환지원, 한센인피해사건진상조사및생활지원,6459000,6459000,6459000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 정신질환관리, 정신보건시설기능보강,83246000,83246000,83246000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 의료인력 양성,8938000,10938000,15938000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 의료기관 평가 및 정책지원,8127000,8127000,8127000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 의약품관리종합정보센터구축운영,913000,913000,913000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 1차의료 활성화,730000,730000,730000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 의료분쟁 조정 및 중재,10557000,10557000,10557000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 보건의료기술 평가연구,11821000,11821000,11821000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 치과의료체계화,2192000,2192000,2192000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 보건의료서비스지원, 보건의료정보표준화,507000,507000,507000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 소록도병원, 소록도병원 지원,7502000,7502000,7502000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 검역관리,5478000,5478000,5478000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병관리본부정보화,6458000,6458000,6458000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 한센병관리,10622000,10622000,10622000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 감염병표준 실험실관리,2868000,2868000,2868000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 감염병관리,9042000,322317000,349922000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병연구기획관리,2423000,2423000,2423000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병연구자원활용기반구축,2314000,2314000,2314000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병연구인프라구축,2571000,2571000,2571000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병관리본부 수입대체경비,400000,400000,400000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 질병관리연구,22998000,22998000,22998000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 만성질환관리체계 및 기반구축,3190000,3190000,3190000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 질병관리본부지원, 생명윤리기반구축,263000,263000,263000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 회계간거래, 회계간 전출,110358000,110358000,110358000,
2015, 보건복지부, 일반회계, , 보건, 보건의료, 회계기금간거래, 일반회계 전출금,217357000,220857000,220857000,
2015, 보건복지부, 일반회계, , 보건, 건강보험, 건강보험제도 운영, 건강보험 지원,5579227000,5579227000,5579227000,
2015, 보건복지부, 일반회계, , 보건, 건강보험, 건강보험제도 운영, 공무원사립학교교직원 국가부담금,646402000,646402000,646402000,
2015, 보건복지부, 농어촌구조개선특별회계, 농어촌특별세사업계정, 사회복지, 취약계층지원, 장애인생활안정지원, 저소득장애인지원(농특),1516000,1516000,1516000,
2015, 보건복지부, 농어촌구조개선특별회계, 농어촌특별세사업계정, 보건, 보건의료, 공공보건의료확충, 농어촌의료서비스 개선,47203000,47203000,49903000,
2015, 보건복지부, 지역발전특별회계, 생활기반계정, 사회복지, 사회복지일반, 사회복지기반조성, 지역자율형 사회서비스 투자사업,206254000,206254000,206254000,
2015, 보건복지부, 지역발전특별회계, 경제발전계정, 보건, 보건의료, 보건산업육성, 첨단의료복합단지조성,58472000,58472000,58472000,
2015, 보건복지부, 지역발전특별회계, 제주특별자치도계정, 사회복지, 사회복지일반, 사회복지기반조성, 지역자율형 사회서비스 투자사업,6681000,6681000,6681000,
2015, 보건복지부, 지역발전특별회계, 세종특별자치시계정, 사회복지, 사회복지일반, 사회복지기반조성, 지역자율형 사회서비스 투자사업,629000,629000,629000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 국립마산병원, 마산병원 인건비,5685079,5685079,5685079,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 국립마산병원, 마산병원 기본경비(손익),1380000,1380000,1380000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 국립마산병원, 마산병원 기본경비(임상연구),94000,94000,94000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 국립마산병원, 국립마산병원 운영(손익),2177000,2177000,2177000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 국립마산병원, 국립마산병원 정보화사업(손익),80000,80000,80000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립마산병원),573000,573000,573000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립마산병원),1000,1000,1000,
2015, 보건복지부, 국립마산병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립마산병원),1000,1000,1000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 국립서울병원, 서울병원인건비,18330466,18330466,18330466,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 국립서울병원, 서울병원기본경비(손익),2869000,2869000,2869000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 국립서울병원, 서울병원 기본경비(임상연구),195000,195000,195000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 국립서울병원, 서울병원운영(손익),8396000,8396000,8396000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립서울병원),2737000,2737000,2737000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립서울병원),1000,1000,1000,
2015, 보건복지부, 국립서울병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립서울병원),1000,1000,1000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 국립나주병원, 나주병원인건비,10662700,10662700,10662700,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 국립나주병원, 나주병원 기본경비(손익),1660000,1660000,1660000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 국립나주병원, 나주병원 기본경비(임상연구),81000,81000,81000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 국립나주병원, 나주병원운영(손익),4084000,4084000,4084000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 국립나주병원, 나주병원정보화사업(손익),64000,64000,64000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립나주병원),1073000,1073000,1073000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립나주병원),1000,1000,1000,
2015, 보건복지부, 국립나주병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립나주병원),1000,1000,1000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 재활원 인건비,17484116,17484116,17484116,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 재활원 기본경비(손익),3704000,3704000,3704000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 재활원 기본경비(임상연구),126000,126000,126000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 국립재활원 운영(손익),9359000,9359000,9359000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 재활원 수입대체경비(손익),669000,669000,669000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 국립재활원, 국립재활연구소운영 및 재활연구(손익),3895000,3895000,3895000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 회계기금간거래, 공무원연금부담금(국립재활원),1808000,1808000,1808000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 계정간거래, 감가상각비(국립재활원),1000,1000,1000,
2015, 보건복지부, 국립재활원, 손익계정, 사회복지, 취약계층지원, 계정간거래, 당기순이익(국립재활원),1000,1000,1000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 국립목포병원, 목포병원 인건비,4388582,4388582,4388582,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 국립목포병원, 목포병원 기본경비(손익),967000,967000,967000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 국립목포병원, 목포병원 기본경비(임상연구),67000,67000,67000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 국립목포병원, 국립목포병원 운영(손익),1684000,1684000,1684000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 국립목포병원, 국립목포병원 정보화사업(손익),81000,81000,81000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립목포병원),437000,437000,437000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립목포병원),1000,1000,1000,
2015, 보건복지부, 국립목포병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립목포병원),1000,1000,1000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 국립부곡병원, 부곡병원인건비,9384765,9384765,9384765,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 국립부곡병원, 부곡병원기본경비(손익),1551000,1551000,1551000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 국립부곡병원, 부곡병원 기본경비(임상연구),83000,83000,83000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 국립부곡병원, 부곡병원 운영(손익),3640000,3640000,3640000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립부곡병원),927000,927000,927000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립부곡병원),1000,1000,1000,
2015, 보건복지부, 국립부곡병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립부곡병원),1000,1000,1000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 국립춘천병원, 춘천병원인건비,6665841,6665841,6665841,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 국립춘천병원, 춘천병원기본경비(손익),1377000,1377000,1377000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 국립춘천병원, 춘천병원 기본경비(임상연구),53000,53000,53000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 국립춘천병원, 춘천병원 운영(손익),2627000,2627000,2627000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립춘천병원),643000,643000,643000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립춘천병원),1000,1000,1000,
2015, 보건복지부, 국립춘천병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립춘천병원),1000,1000,1000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 국립공주병원, 국립공주병원인건비,7362294,7362294,7362294,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 국립공주병원, 공주병원기본경비(손익),1437000,1437000,1437000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 국립공주병원, 공주병원 기본경비(임상연구),93000,93000,93000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 국립공주병원, 국립공주병원 운영(손익),2880000,2880000,2880000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 회계기금간거래, 공무원연금부담금(국립공주병원),666000,666000,666000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 계정간거래, 감가상각비(국립공주병원),1000,1000,1000,
2015, 보건복지부, 국립공주병원, 손익계정, 보건, 보건의료, 계정간거래, 당기순이익(국립공주병원),1000,1000,1000,
2015, 보건복지부, 국립마산병원, 자본계정, 보건, 보건의료, 국립마산병원, 마산병원 기본경비(자본),294000,294000,294000,
2015, 보건복지부, 국립마산병원, 자본계정, 보건, 보건의료, 국립마산병원, 국립마산병원 운영(자본),704000,704000,704000,
2015, 보건복지부, 국립마산병원, 자본계정, 보건, 보건의료, 국립마산병원, 국립마산병원 정보화사업(자본),57000,57000,57000,
2015, 보건복지부, 국립서울병원, 자본계정, 보건, 보건의료, 국립서울병원, 서울병원기본경비(자본),256000,256000,256000,
2015, 보건복지부, 국립서울병원, 자본계정, 보건, 보건의료, 국립서울병원, 서울병원운영(자본),39326000,39326000,39326000,
2015, 보건복지부, 국립서울병원, 자본계정, 보건, 보건의료, 국립서울병원, 국립서울병원 정보화사업,290000,290000,290000,
2015, 보건복지부, 국립나주병원, 자본계정, 보건, 보건의료, 국립나주병원, 나주병원기본경비(자본),286000,286000,286000,
2015, 보건복지부, 국립나주병원, 자본계정, 보건, 보건의료, 국립나주병원, 나주병원운영(자본),1417000,1417000,1417000,
2015, 보건복지부, 국립나주병원, 자본계정, 보건, 보건의료, 국립나주병원, 나주병원정보화사업(자본),95000,95000,95000,
2015, 보건복지부, 국립재활원, 자본계정, 사회복지, 취약계층지원, 국립재활원, 재활원 기본경비(자본),30000,30000,30000,
2015, 보건복지부, 국립재활원, 자본계정, 사회복지, 취약계층지원, 국립재활원, 국립재활원 운영(자본),1111000,1111000,1111000,
2015, 보건복지부, 국립재활원, 자본계정, 사회복지, 취약계층지원, 국립재활원, 국립재활원 정보화,679000,679000,679000,
2015, 보건복지부, 국립목포병원, 자본계정, 보건, 보건의료, 국립목포병원, 목포병원 기본경비(자본),121000,121000,121000,
2015, 보건복지부, 국립목포병원, 자본계정, 보건, 보건의료, 국립목포병원, 국립목포병원 운영(자본),1354000,1354000,1354000,
2015, 보건복지부, 국립목포병원, 자본계정, 보건, 보건의료, 국립목포병원, 국립목포병원 정보화사업(자본),60000,60000,60000,
2015, 보건복지부, 국립부곡병원, 자본계정, 보건, 보건의료, 국립부곡병원, 부곡병원기본경비(자본),171000,171000,171000,
2015, 보건복지부, 국립부곡병원, 자본계정, 보건, 보건의료, 국립부곡병원, 부곡병원 운영(자본),685000,685000,685000,
2015, 보건복지부, 국립부곡병원, 자본계정, 보건, 보건의료, 국립부곡병원, 부곡병원정보화사업(자본),37000,37000,37000,
2015, 보건복지부, 국립춘천병원, 자본계정, 보건, 보건의료, 국립춘천병원, 춘천병원기본경비(자본),168000,168000,168000,
2015, 보건복지부, 국립춘천병원, 자본계정, 보건, 보건의료, 국립춘천병원, 춘천병원 운영(자본),938000,938000,938000,
2015, 보건복지부, 국립춘천병원, 자본계정, 보건, 보건의료, 국립춘천병원, 춘천병원정보화사업(자본),33000,33000,33000,
2015, 보건복지부, 국립공주병원, 자본계정, 보건, 보건의료, 국립공주병원, 공주병원 기본경비(자본),94000,94000,94000,
2015, 보건복지부, 국립공주병원, 자본계정, 보건, 보건의료, 국립공주병원, 국립공주병원 운영(자본),1983000,1983000,1983000,
2015, 보건복지부, 국립공주병원, 자본계정, 보건, 보건의료, 국립공주병원, 공주병원정보화사업(자본),55000,55000,55000,
2015, 환경부, 일반회계, , 환경, 환경일반, 회계간거래(전출금), 회계간전출,3853274000,3913833000,3913263000,
2015, 환경부, 농어촌구조개선특별회계, 농어촌특별세사업계정, 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 하수처리시설 확충(농특),74371000,74371000,74371000,
2015, 환경부, 농어촌구조개선특별회계, 농어촌특별세사업계정, 환경, 폐기물, 자원순환기반 구축, 농어촌폐기물처리(농특),7966000,7966000,7966000,
2015, 환경부, 에너지및자원사업특별회계, 투자계정, 환경, 대기, 기후변화대응 및 대기보전, 자동차배출가스 관리,109171000,109171000,109171000,
2015, 환경부, 에너지및자원사업특별회계, 투자계정, 환경, 대기, 기후변화대응 및 대기보전, 기후변화협약대응,49199000,49199000,49199000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 식수원 개발 관리,24857000,24857000,24857000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 수돗물 수질개선 및 관리(환특),5047000,5047000,5047000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 토양 지하수 관리,51850000,51850000,51850000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 상하수도 정보화,1330000,1330000,1330000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 상하수도 및 토양지하수,24100000,24100000,24100000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 하수관거정비,1501146000,1550455000,1549785000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 하수처리시설 확충,681382000,688666000,688666000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 상하수 및 토양지하수 관리, 하수도차입금상환,64200000,64200000,64200000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 수질보전 및 관리, 기타 오염원 관리,138804000,138804000,138804000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 수질보전 및 관리, 산업폐수 관리,261871000,261871000,261871000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 수질보전 및 관리, 수질개선기반구축,83700000,83700000,83700000,
2015, 환경부, 환경개선특별회계, , 환경, 상하수도·수질, 수질보전 및 관리, 물환경 정보화,1329000,1329000,1329000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환사회 형성 촉진, 자원순환정책지원,2311000,2311000,2311000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환사회 형성 촉진, 재활용산업육성,103617000,103617000,103617000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환사회 형성 촉진, 재활용시스템구축,2321000,2321000,2321000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환사회 형성 촉진, 자원순환 기술개발(R&D),18000000,18000000,18000000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환기반 구축, 폐기물의 안정적 처리,18220000,18220000,18220000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환기반 구축, 폐기물처리 정보화,6574000,6574000,6574000,
2015, 환경부, 환경개선특별회계, , 환경, 폐기물, 자원순환기반 구축, 재활용 및 처리시설 설치,150679000,150679000,150679000,
2015, 환경부, 환경개선특별회계, , 환경, 대기, 기후변화대응 및 대기보전, 수도권 및 수도권외 대기개선,101498000,101498000,101498000,
2015, 환경부, 환경개선특별회계, , 환경, 대기, 기후변화대응 및 대기보전, 저공해자동차 보급,27325000,27325000,27325000,
2015, 환경부, 환경개선특별회계, , 환경, 대기, 기후변화대응 및 대기보전, 자동차배출가스 관리,3968000,3968000,3968000,
