"","time","userlevel","gamebalance"
"5354",103,7,61
"8237",149,17,64
"15329",123,10,43
"17454",117,6,32
"9086",157,20,72
"13879",136,13,34
"302",74,0,7
"12712",187,15,57
"4102",102,9,26
"16902",117,8,35
"8477",204,16,66
"12682",142,11,57
"12366",144,21,60
"15827",126,7,41
"1728",112,5,27
"11261",174,17,71
"8028",147,17,62
"18366",110,4,25
"2164",124,4,30
"15136",146,11,44
"12575",108,16,58
"3618",123,5,32
"9728",105,29,84
"16105",124,9,39
"15767",126,10,41
"8466",195,25,66
"6074",136,10,51
"6307",137,12,52
"2185",115,5,30
"4213",126,11,41
"15301",128,11,43
"1304",108,3,23
"11771",148,18,48
"636",100,0,15
"8564",152,18,67
"9377",161,22,76
"9068",157,14,72
"8934",155,20,70
"7252",143,18,32
"502",99,0,8
"11457",155,11,66
"18183",112,5,26
"6634",139,14,54
"17952",113,5,28
"4738",129,10,44
"5547",161,8,48
"1759",112,4,27
"7121",142,15,56
"9610",165,23,75
"13228",139,14,54
"6837",87,15,55
"19765",123,0,5
"7483",144,13,59
"1175",150,4,16
"44",79,0,0
"3150",120,9,24
"12585",143,16,56
"9196",158,21,92
"3249",121,10,43
"9926",116,31,77
"7265",143,15,63
"4893",130,15,35
"17418",117,10,32
"8752",153,18,55
"11722",170,18,64
"2120",114,5,30
"10701",159,21,75
"13847",136,13,51
"3375",122,8,37
"3008",120,7,35
"5114",142,11,46
"17970",95,5,28
"15708",126,10,41
"9358",161,15,84
"3830",124,9,39
"3739",124,8,39
"4073",153,10,46
"18450",109,4,24
"1250",108,3,31
"149",87,0,1
"10110",196,27,91
"12092",146,14,61
"13261",105,14,54
"3050",120,7,41
"5441",133,10,47
"966",105,2,20
"3326",121,8,36
"11777",148,18,64
"7908",111,16,61
"12172",146,22,61
"15649",88,10,41
"17752",148,6,38
"18279",112,4,25
"14219",134,12,49
"11934",147,17,62
"6200",136,13,51
"8213",149,22,64
"18854",106,2,20
"19726",91,0,7
"9612",165,23,75
"15314",128,13,43
"8489",151,12,40
"14108",134,12,50
"9088",128,20,72
"12155",193,13,87
"17711",115,8,30
"6505",138,13,53
"825",103,1,18
"7922",147,16,61
"18613",140,2,23
"16896",120,8,35
"14603",155,12,47
"5471",133,12,39
"4759",129,10,44
"8646",118,23,67
"16255",124,6,38
"2514",117,6,32
"4600",128,10,49
"2277",115,5,31
"7128",142,10,56
"15271",97,11,49
"10055",200,38,98
"12940",141,15,73
"18039",113,5,27
"19604",95,0,6
"487",97,0,12
"19715",79,0,7
"7889",116,16,61
"17620",115,5,30
"2544",80,6,32
"15503",127,11,62
"2337",116,6,32
"13205",139,14,28
"14964",130,11,45
"8660",166,19,67
"12392",144,16,59
"345",94,0,9
"5904",131,12,50
"8319",149,18,64
"6159",122,17,63
"18960",105,2,19
"4939",130,11,45
"5505",133,12,48
"8147",118,17,63
"11327",152,19,68
"14566",181,10,47
"12445",144,16,54
"16879",120,8,42
"16582",122,8,37
"10355",152,27,82
"9313",160,21,75
"5428",133,12,47
"4282",127,9,42
"5109",131,11,46
"12071",146,17,62
"10968",156,20,72
"3741",124,9,21
"11923",112,17,63
"4717",115,10,44
"901",104,1,19
"18625",123,2,22
"6902",140,14,55
"13901",136,13,51
"10214",131,25,86
"1344",113,3,23
"1448",85,4,24
"7866",126,16,58
"7844",146,10,61
"4574",128,10,43
"5839",135,12,64
"15573",109,10,42
"2268",115,6,30
"6174",136,13,48
"5095",131,11,46
"6287",137,14,52
"17938",113,5,40
"18777",87,4,16
"18470",109,4,24
"9397",161,22,67
"1557",110,4,35
"14192",119,12,49
"10470",163,15,79
"17151",119,7,47
"12144",146,11,61
"19702",81,0,10
"5864",137,12,49
"5946",135,13,50
"10573",161,22,77
"781",102,1,17
"19038",104,2,18
"7582",145,13,59
"834",103,1,18
"12900",141,15,56
"5660",134,7,47
"7138",159,15,57
"1509",110,4,14
"11916",147,17,63
"125",69,0,0
"2274",115,6,31
"4624",129,10,43
"3388",122,8,37
"5234",102,11,66
"5781",134,12,49
"8707",117,19,95
"10102",226,27,92
"15815",126,10,41
"14765",131,11,46
"8146",108,17,34
"8664",161,19,67
"300",59,0,7
"5303",132,12,43
"15007",130,11,53
"8903",155,19,62
"8514",151,16,93
"15859",126,9,40
"10530",162,22,78
"11239",153,18,57
"4528",128,10,43
"14600",132,12,47
"16072",125,9,39
"6028",163,13,50
"11729",149,18,64
"9287",160,21,74
"14841",131,11,59
"3348",122,8,37
"6968",141,14,56
"3190",121,8,36
"14313",133,12,25
"14340",133,8,48
"6077",122,13,51
"14470",98,10,50
"1024",105,2,20
"4856",130,11,47
"8486",151,18,77
"5266",132,11,36
"13952",171,10,37
"18003",113,5,28
"7499",144,19,59
"861",103,1,18
"6533",165,14,53
"4563",128,10,43
"1187",107,3,22
"17867",114,5,29
"17295",118,7,33
"9699",168,24,83
"13940",100,14,50
"15868",152,6,40
"13593",137,14,52
"9409",161,18,62
"16945",120,7,25
"16331",123,10,38
"15872",126,9,40
"14131",134,13,63
"10609",161,21,77
"4360",127,10,42
"18027",113,5,27
"6291",137,15,52
"1894",113,5,28
"6309",137,15,52
"13875",136,13,31
"7151",142,15,57
"14530",132,12,47
"8144",148,17,87
"18426",110,5,24
"7927",178,17,61
"5725",134,10,49
"9336",207,22,75
"12828",141,15,74
"5100",115,11,65
"11352",152,19,67
"18871",106,1,20
"16178",124,9,39
"8155",148,17,63
"7429",144,15,58
"2486",145,6,32
"1907",113,5,28
"10543",162,22,78
"10540",162,18,78
"2199",136,5,31
"16417",123,8,42
"15000",130,15,45
"1520",110,5,14
"16676",121,8,36
"19989",71,0,0
"3839",124,9,30
"270",72,0,5
"6536",138,11,53
"9240",159,14,73
"3965",125,9,40
"14283",134,8,49
"18681",102,2,22
"10433",164,23,80
"18179",71,5,26
"12695",142,15,57
"4039",125,7,40
"5501",133,13,48
"11379",113,19,67
"10426",164,23,80
"656",100,0,15
"4792",118,10,44
"13997",135,13,50
"6680",123,14,54
"17685",115,6,30
"288",92,0,7
"12670",142,15,50
"2329",102,6,25
"7053",141,16,60
"18345",110,3,25
"9331",160,17,75
"12915",141,15,56
"16197",159,9,39
"13750",153,13,53
"8377",150,18,78
"18356",110,4,25
"2013",114,5,29
"8093",148,17,63
"17682",115,6,30
"18392",110,4,24
"8200",149,22,63
"15977",125,9,31
"7857",119,12,61
"10626",160,22,109
"9674",167,24,82
"5215",172,11,46
"1422",118,4,24
"9038",212,12,71
"11611",150,18,65
"18087",112,4,27
"13482",138,19,53
"17340",117,7,32
"735",102,1,15
"2691",118,7,33
"12717",142,10,74
"2298",149,6,31
"18208",111,5,26
"11018",162,20,54
"15414",128,10,46
"10699",150,16,75
"10619",160,25,76
"10692",159,21,75
"19347",100,0,14
"6575",133,14,53
"14154",134,13,37
"14007",135,13,50
"11528",150,18,66
"19854",85,0,1
"9005",156,20,71
"10175",138,28,88
"11933",147,17,62
"2433",97,6,23
"10532",162,22,97
"17009",119,7,34
"880",104,1,18
"11667",187,20,65
"2171",115,4,30
"12783",142,15,57
"16000",125,7,40
"11646",109,18,65
"1955",113,5,38
"9618",166,23,81
"10527",162,22,60
"8555",152,18,69
"19912",82,0,0
"8751",153,19,68
"1428",109,3,24
"5801",134,10,49
"15046",145,8,45
"3755",126,7,45
"2304",116,5,31
"10480",185,22,114
"3262",121,8,23
"7689",145,16,50
"11180",154,19,69
"11981",147,18,62
"1742",112,4,27
"17600",114,6,30
"9426",162,22,74
"6492",124,14,53
"6571",139,14,53
"15285",128,11,43
"1841",112,5,28
"1712",112,2,20
"4194",126,9,46
"10594",161,22,77
"9206",159,21,64
"4788",136,9,44
"7524",169,19,59
"4271",154,9,42
"19334",100,0,14
"67",87,0,0
"9967",184,27,98
"17450",117,6,32
"955",104,2,19
"6530",138,14,38
"8568",152,18,67
"18651",108,2,15
"1687",111,3,26
"4308",127,10,42
"16416",123,8,52
"8407",185,18,65
"12422",144,12,59
"16834",121,8,35
"6980",128,18,56
"18358",110,3,25
"11360",172,19,67
"8423",150,13,65
"17797",114,6,29
"10902",156,15,72
"5482",133,12,48
"11975",147,17,62
"19485",97,0,12
"1321",108,3,33
"18157",112,5,26
"7325",128,15,58
"9215",159,13,73
"13444",123,19,74
"11925",147,17,63
"2596",159,6,32
"5858",135,12,49
"10378",165,31,52
"4326",127,12,29
"15849",126,10,41
"2658",118,4,33
"621",100,0,14
"3710",124,8,39
"19388",69,0,14
"3636",123,9,38
"14567",132,14,47
"12038",147,11,62
"5662",134,12,36
"6703",190,14,54
"17871",114,5,28
"13959",135,13,50
"13681",95,13,51
"14055",135,13,72
"13079",140,16,32
"17249",97,7,33
"6523",138,10,53
"17174",118,10,33
"10141",219,26,90
"261",91,0,7
"10630",160,20,76
"13852",103,9,51
"9394",161,22,76
"8295",162,17,67
"778",102,1,17
"6113",136,13,39
"17698",115,6,20
"15883",126,9,40
"19199",102,1,16
"12006",147,18,33
"12017",147,20,62
"6212",137,13,59
"10280",168,21,84
"3451",122,6,51
"19236",101,1,16
"1476",110,4,24
"734",102,1,16
"8718",153,22,68
"2158",115,5,30
"9960",153,29,97
"4054",125,9,40
"17674",133,8,30
"7523",144,22,59
"1129",106,2,21
"15257",129,8,44
"13797",136,11,51
"13015",140,19,56
"12588",143,16,58
"12870",106,15,56
"650",78,0,15
"3459",92,8,37
"16781",122,9,36
"8839",154,19,69
"5822",162,12,48
"19232",134,1,16
"11250",153,19,68
"16845",75,8,35
"16574",122,8,37
"9209",159,14,73
"9812",168,16,87
"14068",135,11,50
"8194",112,17,63
"10059",180,28,97
"14496",160,10,68
"3949",125,10,40
"1948",113,5,18
"2110",114,7,30
"13897",136,13,33
"14292",134,16,49
"15446",175,10,43
"2028",114,5,29
"7100",142,15,56
"573",99,0,15
"1198",82,4,22
"17640",115,6,30
"2003",114,5,29
"9485",227,22,77
"892",104,1,19
"17548",116,6,17
"14091",135,13,50
"5593",116,12,48
"16569",122,8,37
"9840",202,33,116
"4057",125,13,40
"15671",127,10,41
"10723",159,23,69
"9411",161,22,76
"19718",105,0,7
"19838",95,0,2
"3646",123,8,49
"11150",198,19,69
"3826",124,9,45
"11080",120,20,70
"17325",117,7,28
"1707",112,4,27
"15447",128,10,43
"11005",156,20,71
"13084",86,16,55
"17233",118,8,33
"11555",150,22,65
"13455",138,14,53
"18994",104,2,15
"9154",158,21,99
"17011",115,6,34
"6566",138,11,53
"9452",220,22,77
"9474",163,22,76
"15423",128,12,37
"13900",136,10,51
"3126",120,7,35
"16507",122,8,27
"1056",106,2,23
"19750",90,0,7
"10809",99,21,73
"18627",118,3,22
"7261",143,11,57
"12310",145,16,83
"2421",116,6,31
"13293",139,14,56
"2823",119,7,30
"5135",131,11,46
"4471",134,10,42
"836",105,1,18
"7806",146,17,61
"7937",168,20,89
"10235",169,28,86
"14788",131,11,53
"13510",138,10,53
"7147",142,15,57
"4214",126,12,41
"3522",100,8,46
"5252",118,11,64
"14349",133,7,48
"16688",121,8,36
"12790",142,15,57
"15517",127,10,31
"12891",141,20,43
"14355",133,10,48
"9442",162,22,77
"855",63,1,10
"2578",117,4,32
"1846",112,3,28
"1928",113,5,20
"217",90,0,4
"11434",151,19,66
"10069",178,24,96
"15335",88,10,43
"1869",113,5,28
"1800",112,4,27
"18903",105,2,20
"13762",136,13,48
"437",96,0,11
"6080",136,13,51
"7592",145,16,59
"5797",134,12,49
"388",91,0,10
"7608",145,21,59
"8408",109,19,53
"9893",176,27,91
"2351",158,6,38
"9430",162,22,77
"13198",139,14,52
"18760",107,3,21
"10671",159,23,76
"17500",116,4,31
"18830",122,3,21
"19740",82,0,4
"18192",106,5,26
"6425",138,13,53
"6933",141,14,55
"7480",94,15,59
"8357",150,18,65
"6388",137,13,40
"15248",129,11,50
"277",114,0,7
"14500",132,12,47
"8061",153,17,34
"14607",132,8,46
"9232",159,21,64
"8866",155,19,69
"3831",83,12,39
"13116",140,14,55
"2119",114,5,30
"9583",165,23,102
"1829",112,5,28
"8614",152,18,40
"19886",99,0,0
"15379",157,10,39
"16347",123,9,22
"12072",179,17,36
"9456",162,22,77
"12420",144,16,59
"9355",161,27,85
"4076",125,9,40
"13297",139,14,54
"6870",109,14,55
"17137",122,7,34
"11481",151,18,37
"3228",121,9,36
"16966",120,7,34
"13644",137,13,52
"13197",139,12,54
"18875",106,2,20
"15355",109,10,43
"8182",148,17,63
"5996",135,13,64
"11357",152,19,67
"14240",153,12,47
"1174",107,3,22
"17638",115,5,30
"18732",107,2,21
"13036",140,14,55
"8511",151,15,35
"13701",137,13,52
"14473",133,15,48
"16866",76,8,35
"7727",145,16,60
"14524",132,17,66
"7184",142,12,57
"4366",127,11,59
"4218",128,7,41
"5113",87,11,46
"613",99,0,14
"4859",115,13,44
"8647",182,13,67
"2342",116,6,31
"12132",146,23,61
"7620",107,16,60
"11833",148,17,63
"10432",164,23,80
"2963",119,7,48
"8787",201,21,69
"14898",131,11,46
"15192",150,13,60
"7230",176,14,57
"3575",123,10,46
"8272",149,19,64
"9729",212,24,84
"2899",141,7,34
"10246",169,25,85
"5512",133,16,48
"8700",205,19,68
"4445",128,10,42
"17468",116,4,31
"311",93,0,7
"15638",127,10,43
"19662",93,0,8
"4011",149,9,40
"4359",78,10,42
"5763",134,12,49
"4889",130,14,45
"16517",123,8,37
"7541",144,16,63
"2155",115,6,30
"19523",93,0,15
"14271",134,12,33
"16566",122,8,37
"6465",127,13,53
"15290",128,9,43
"19811",87,0,3
"8860",155,19,94
"7974",147,17,90
"8826",154,25,42
"3470",122,9,37
"10636",160,22,56
"17349",117,5,32
"2910",119,7,34
"9823",198,26,88
"13675",137,13,52
"9814",136,33,87
"7948",147,17,62
"12484",143,22,69
"1658",111,4,14
"95",90,0,0
"8830",154,19,69
"17260",118,5,33
"18974",105,2,10
"2915",119,7,24
"18562",108,2,23
"3089",124,7,35
"3143",120,9,36
"8732",131,21,85
"9978",186,35,100
"18436",109,4,24
"13335",154,14,54
"19404",99,0,13
"291",106,0,7
"11753",149,18,64
"16645",122,9,46
"4980",130,13,45
"10002",260,37,120
"8970",156,12,71
"17659",115,8,39
"1716",112,4,25
"16210",124,9,39
"9722",168,24,72
"8364",150,18,65
"18313",111,5,17
"3623",123,8,38
"4779",129,10,44
"1573",148,5,28
"17974",113,5,36
"3128",120,5,35
"13286",144,12,67
"1711",112,4,27
"3081",100,9,35
"12878",141,18,32
"11149",154,26,36
"950",144,2,19
"10157",172,34,89
"15944",91,12,49
"6651",139,14,54
"1637",72,4,26
"17980",113,5,40
"7503",144,12,59
"4918",156,10,45
"219",90,0,2
"7475",144,20,59
"8461",151,13,66
"16275",124,7,26
"18472",109,4,25
"8447",151,18,66
"376",120,0,13
"3174",121,7,47
"11116",104,20,89
"16939",120,6,35
"12262",145,14,37
"2772",85,7,33
"8180",148,17,32
"1350",109,3,23
"4244",126,6,41
"17251",118,10,48
"8883",155,19,70
"7760",145,16,60
"18493",103,3,12
"14679",132,12,46
"14095",120,18,67
"15322",128,10,43
"5245",128,11,46
"16648",170,10,43
"5464",133,12,61
"17558",116,5,17
"9363",161,25,76
"13731",136,9,47
"11621",150,12,65
"10243",169,25,93
"9109",145,21,63
"9188",158,21,81
"11869",148,17,63
"13480",138,16,58
"419",68,0,12
"9451",162,22,92
"6719",139,14,54
"2396",142,7,31
"3035",120,7,35
"2147",115,5,30
"14136",134,12,49
"2111",114,5,30
"17884",114,5,28
"7326",143,10,58
"3604",165,6,45
"19022",104,2,19
"381",95,0,10
"17128",119,7,34
"15018",130,13,61
"15233",129,11,40
"6472",138,13,30
"4868",130,7,44
"18170",112,7,15
"12371",144,16,60
"15510",127,10,42
"18547",109,4,23
"15837",126,10,41
"1993",114,5,28
"1337",109,3,23
"1450",110,4,24
"15131",129,13,44
"14027",135,18,50
"16838",120,8,35
"16397",123,9,38
"179",88,0,3
"9912",177,21,92
"3202",145,8,36
"528",126,0,13
"1760",93,4,27
"1619",111,4,26
"14978",130,11,64
"14155",86,15,49
"19106",94,2,18
"6415",138,13,52
"5942",135,16,50
"11871",148,23,63
"13222",193,18,80
"2687",118,8,33
"11726",149,18,64
"16530",122,9,37
"17357",96,7,24
"12107",198,17,61
"4127",88,9,41
"989",105,2,20
"19025",104,2,20
"13954",89,12,50
"3821",124,9,39
"9259",159,21,74
"18991",104,2,19
"2724",104,7,33
"13728",137,8,51
"2831",119,7,34
"6973",135,14,56
"941",104,2,19
"5126",137,11,46
"11823",195,17,63
"536",77,0,13
"17075",119,9,34
"8806",152,22,69
"11899",147,17,63
"3529",122,8,38
"19452",98,0,13
"5698",134,12,30
"17059",127,7,34
"10941",196,20,72
"11092",174,20,70
"16263",124,9,38
"9713",168,20,83
"4911",101,11,45
"19968",76,0,0
"6834",140,14,55
"2997",120,7,35
"6059",136,13,51
"17799",114,6,29
"14810",131,11,46
"17878",114,5,29
"13864",149,15,75
"4466",128,10,40
"9328",160,21,104
"14495",146,12,47
"841",103,1,18
"1462",110,4,24
"10597",161,22,77
"17596",116,4,30
"12708",169,17,57
"17443",117,6,17
"17365",117,7,32
"16251",124,6,44
"1598",98,4,26
"10675",159,21,75
"7130",142,15,56
"8304",149,18,46
"8011",147,17,62
"15624",127,7,42
"7839",146,16,61
"2333",116,6,31
"17680",115,7,30
"11208",153,24,69
"14755",131,11,46
"9835",149,25,88
"19253",87,1,15
"15917",86,9,40
"18296",111,3,25
"12331",153,16,60
"5846",135,8,49
"6995",141,14,56
"17278",118,8,33
"4723",99,10,44
"18273",149,4,25
"15091",130,15,66
"3010",120,7,35
"19370",70,0,14
"9060",108,20,72
"15542",161,10,46
"7206",148,18,57
"11314",152,19,68
"14041",135,13,70
"14855",131,11,29
"19592",89,0,8
"5717",134,14,49
"86",58,0,0
"2181",135,5,30
"7426",144,19,58
"13813",83,13,51
"4627",129,10,61
"12994",140,18,56
"8176",168,17,63
"11436",151,19,72
"1595",111,3,32
"3120",120,5,34
"14997",130,11,45
"1068",108,2,20
"18259",111,4,33
"9236",159,21,74
"16971",120,7,33
"4701",136,10,27
"4294",127,7,42
"14421",133,15,48
"11589",167,18,65
"17258",118,8,33
"19187",100,1,16
"19841",119,0,2
"1485",110,4,15
"18343",110,4,25
"13929",135,13,37
"18594",108,3,23
"12579",97,16,36
"16570",100,7,37
"13955",135,9,50
"1420",133,3,24
"6554",138,14,53
"12227",145,16,60
"1516",146,5,25
"3615",123,8,31
"9171",158,19,73
"12019",151,17,39
"7721",145,20,60
"13752",136,11,51
"10815",157,15,73
"7934",196,17,62
"17582",116,5,31
"6805",172,14,55
"5686",116,13,49
"2547",117,4,32
"14728",131,11,46
"8438",151,18,66
"12027",90,17,62
"16004",107,9,28
"2518",117,6,32
"17002",120,7,34
"12731",142,15,57
"5538",115,12,48
"803",102,1,17
"11595",150,15,65
"11019",155,20,71
"15999",125,9,34
"17461",116,7,31
"706",101,1,16
"9941",180,19,95
"6739",140,14,54
"16450",123,8,23
"18368",110,4,25
"5112",79,15,27
"11106",154,20,70
"11642",149,13,65
"8641",152,19,67
"12198",145,16,84
"19391",99,0,14
"7185",142,15,57
"9755",169,30,44
"9633",166,19,81
"2450",116,8,27
"12377",97,16,31
"7639",183,13,60
"2582",117,6,22
"18542",109,5,30
"1269",108,3,23
"13977",135,13,50
"19707",112,0,7
"13048",107,15,55
"18893",105,2,20
"5567",133,12,48
"13379",138,14,53
"6250",137,13,51
"18761",107,3,24
"11368",152,20,67
"6464",94,13,53
"9000",156,20,71
"8906",155,19,70
"19945",80,0,0
"13343",139,12,70
"12936",141,12,56
"16472",123,8,37
"13814",136,13,52
"3293",158,8,42
"17795",114,7,21
"1018",105,2,30
"2901",134,7,50
"208",89,0,3
"15401",128,10,43
"5401",80,12,33
"10709",159,24,57
"16272",95,9,38
"7986",178,17,62
"18389",110,4,24
"1949",113,5,28
"4687",129,6,44
"14191",92,16,68
"13518",138,15,53
"12359",144,16,59
"16493",122,8,37
"17754",115,6,29
"19440",98,0,13
"15924",125,9,40
"15281",144,9,62
"3020",75,7,35
"19285",101,1,15
"9933",179,28,94
"18159",112,5,26
"8084",148,21,63
"3206",118,8,36
"8226",130,17,64
"17051",141,7,23
"6611",139,11,34
"18663",108,3,29
"3744",124,7,39
"14037",135,13,50
"15410",111,13,27
"10717",159,21,64
"2670",116,5,33
"5803",134,12,63
"1298",76,3,23
"4847",86,11,54
"8785",140,19,72
"10131",174,26,90
"1258",108,3,22
"1239",108,4,27
"5989",135,15,58
"6283",137,13,52
"10836",157,13,73
"10511",162,22,55
"14737",96,11,57
"15729",126,10,41
"17681",115,6,30
"17168",136,9,33
"9525",164,22,79
"2713",118,7,33
"10253",169,18,85
"11414",122,24,67
"18718",107,3,22
"16370",140,9,38
"13917",105,13,51
"9285",139,16,74
"4287",127,12,61
"15321",128,10,43
"7860",146,16,61
"16697",100,8,39
"6768",140,15,54
"13990",135,13,50
"2290",86,6,31
"19575",96,0,10
"16522",122,8,37
"167",88,0,2
"2427",159,8,31
"14135",134,13,49
"7487",144,13,82
"12572",143,13,59
"6208",137,14,51
"14447",133,11,48
"16448",123,8,55
"15324",128,10,43
"10039",182,29,100
"12544",133,15,58
"19162",102,1,25
"9577",165,23,80
"17636",115,6,43
"2107",114,5,30
"4990",166,14,45
"10672",159,21,76
"386",95,0,6
"18783",107,3,21
"2196",115,5,30
"17928",113,5,26
"15177",129,13,44
"15704",126,10,46
"6879",93,14,55
"2073",114,5,29
"8714",153,15,68
"10572",161,22,43
"1012",139,2,25
"600",99,0,14
"9682",167,24,83
"19889",69,0,0
"14505",86,12,47
"17907",87,4,28
"10516",162,22,78
"8920",155,20,49
"13956",90,13,66
"8609",152,18,67
"10882",157,27,72
"7318",143,21,58
"4022",125,9,40
"7720",125,13,42
"11921",147,17,63
"9361",161,22,76
"10705",203,15,75
"12904",141,15,56
"7221",142,20,48
"5794",134,12,49
"3596",123,10,38
"2825",96,7,34
"11931",147,21,87
"14895",131,11,45
"13774",109,13,51
"12417",129,16,56
"4097",87,10,41
"16611",122,8,37
"14223",134,10,49
"16669",83,8,36
"2741",74,7,33
"11242",152,17,101
"15843",126,10,41
"12502",143,16,59
"16551",122,8,27
"15701",127,10,41
"11420",138,15,67
"2025",114,5,29
"19961",54,0,0
"14214",134,12,49
"6828",93,14,55
"16860",120,9,35
"10969",180,20,72
"14561",132,10,38
"14807",131,9,59
"8782",153,21,69
"7686",145,16,60
"3787",161,9,39
"2310",74,6,31
"19045",104,2,16
"282",92,0,7
"3317",121,8,32
"7328",99,19,58
"4382",153,12,42
"795",80,1,17
"18944",105,2,20
"13490",98,14,53
"18446",109,5,24
"14431",133,12,48
"11938",175,12,47
"4518",128,10,39
"19691",119,0,8
"6001",122,13,50
"757",102,1,17
"9659",167,23,82
"2744",118,7,33
"9276",158,21,74
"8781",180,18,69
"12909",87,20,56
"15178",114,11,44
"10364",165,21,81
"14563",132,11,47
"11787",171,18,86
"4695",129,6,44
"10251",195,26,90
"14170",134,13,49
"9797",171,25,87
"11267",153,19,68
"7222",142,15,35
"1617",122,4,26
"4819",121,12,44
"458",78,0,11
"14259",145,16,52
"1494",110,4,25
"13045",140,20,66
"10740",110,24,74
"15088",110,11,31
"19568",97,0,10
"2884",113,7,34
"16763",121,8,36
"13189",139,14,54
"4778",173,10,44
"10202",145,25,87
"8352",150,12,65
"17383",156,7,22
"17605",116,5,30
"9167",114,21,104
"8275",149,17,47
"4899",118,7,45
"14826",131,11,46
"3061",120,8,35
"1888",156,5,28
"3540",123,8,38
"5071",138,11,45
"11201",176,19,93
"1355",133,3,23
"14889",113,11,35
"15561",133,14,42
"3675",123,8,38
"380",95,0,9
"17708",115,6,30
"8758",153,19,68
"5529",133,12,68
"61",80,0,0
"9721",141,24,84
"10103",175,27,83
"4875",130,14,45
"14579",153,12,56
"4192",126,8,41
"315",93,0,10
"2576",117,6,28
"7632",145,16,60
"11623",150,15,65
"14611",117,9,47
"12097",184,18,76
"9125",158,20,48
"6316",190,13,71
"12850",158,15,84
"18530",109,4,13
"11622",150,18,65
"17427",158,5,32
"18228",111,5,24
"9693",167,21,83
"7711",144,16,60
"5815",134,13,66
"7700",145,16,66
"2515",117,7,42
"18202",111,5,26
"7182",103,15,57
"12483",143,16,35
"19454",98,0,11
"19914",73,0,0
"14086",135,12,50
"17635",82,6,16
"9980",187,34,101
"8444",151,16,66
"17034",119,7,34
"8994",156,16,71
"13630",162,13,69
"14197",134,14,73
"5145",131,15,69
"17202",118,7,24
"7014",141,18,56
"3223",113,8,22
"19705",92,0,7
"9794",165,25,86
"17126",119,9,34
"5391",132,12,47
"14441",133,12,48
"5534",133,12,48
"15814",126,13,41
"11817",148,18,63
"3701",123,8,39
"9116",158,20,72
"6375",157,13,26
"19892",83,0,0
"4020",169,9,40
"15449",128,10,34
"6254",137,13,52
"18226",70,4,26
"12515",143,16,59
"17599",116,6,30
"14253",124,12,49
"9861",174,26,89
"15120",129,12,44
"4095",126,9,41
"12304",145,11,86
"13921",135,17,50
"11616",205,18,64
"15914",125,9,40
"16266",124,9,38
"7629",193,22,60
"17229",164,4,33
"4347",109,10,44
"2213",115,6,30
"13801",136,13,36
"12292",145,12,51
"7491",144,9,59
"13106",140,17,68
"5545",133,15,33
"1353",87,3,23
"8578",152,18,67
"5792",103,12,49
"18537",76,4,23
"16491",122,8,37
"17611",117,6,25
"6849",140,10,42
"12230",186,16,68
"15678",105,9,41
"18655",108,3,22
"12236",145,16,60
"3407",122,6,37
"15366",90,10,43
"8123",148,17,63
"13283",143,14,54
"312",93,0,5
"18599",108,3,23
"14534",132,12,47
"6596",139,11,53
"7862",146,16,43
"17930",113,5,23
"5137",131,8,46
"9081",157,12,72
"6362",106,17,36
"13120",179,17,55
"19384",99,0,9
"845",103,1,18
"14195",134,12,49
"18660",134,3,24
"11334",152,19,68
"3850",124,9,39
"5705",134,12,49
"11437",151,19,66
"13601",137,14,52
"9886",123,27,128
"3609",123,8,38
"1531",110,4,25
"4487",106,10,43
"16142",124,9,39
"3090",114,7,35
"10586",161,22,110
"8669",153,19,68
"13232",191,17,54
"17036",119,7,30
"7107",142,15,56
"16675",122,8,49
"15996",106,9,35
"8075",148,13,72
"11403",158,19,67
"18851",106,2,20
"2384",146,4,31
"2212",115,6,38
"479",97,0,12
"13276",141,15,54
"17852",114,7,29
"15819",126,14,38
"14610",152,12,47
"2765",93,7,33
"13021",120,13,55
"8086",148,22,89
"12631",127,15,32
"3064",120,7,35
"8118",148,17,63
"2660",118,8,37
"8591",152,18,67
"6745",140,17,54
"7985",147,11,41
"14696",132,12,46
"13525",138,14,53
"7628",145,16,60
"13524",86,16,53
"19999",64,0,0
"1562",110,4,25
"10976",126,13,96
"14118",143,15,50
"4298",127,10,42
"14025",162,13,50
"11792",148,18,64
"7891",146,16,61
"15971",106,9,40
"2132",130,5,30
"3549",123,8,41
"6671",139,14,54
"19363",99,0,18
"6978",141,9,56
"16492",122,8,37
"17078",119,7,34
"11942",147,20,62
"19593",95,0,10
"8450",151,22,66
"6227",137,12,51
"17609",156,6,25
"1294",108,3,23
"16926",111,5,27
"4230",87,10,47
"13665",137,13,52
"8089",95,17,63
"14141",165,17,49
"11419",202,20,67
"3146",120,7,36
"14160",134,13,38
"18196",111,5,39
"3177",121,10,39
"4267",127,9,42
"3340",122,10,55
"10232",170,25,86
"8666",152,19,68
"2225",71,5,30
"84",83,0,0
"12625",142,15,58
"4149",126,9,41
"10381",165,23,81
"5745",134,17,61
"2717",125,5,33
"9499",163,27,78
"19916",82,0,0
"6904",140,13,55
"1645",111,4,26
"12577",90,16,58
"18762",107,4,21
"4898",130,10,45
"12179",177,17,36
"6197",97,13,51
"4120",126,9,41
"15205",129,11,44
"1981",81,5,29
"4438",127,9,42
"7313",165,15,58
"3939",125,9,40
