CUSTOMER_NBR,STATE,ZIP_CODE,SHOPPER_SEGMENT_CODE
30589,MD,21784,5
142374,NY,12198,1
658772,PA,18045,3
217961,PA,17059,2
444654,WA,98944,4
172699,CA,95841,1
423605,IL,61068,2
154006,PA,17260,5
663338,NJ,8060,
181053,PA,17036,4
279392,MD,21220,3
89316,TX,77494,3
634081,PA,16841,3
213393,WA,98244,
367564,NJ,7927,4
189930,AL,35146,4
190342,IA,50556,3
528423,AR,72650,3
406262,MA,2136,4
648322,NY,12033,3
171586,NJ,8054,1
614953,NC,28734,2
434300,OH,45440,2
29061,KS,66901,
183552,MI,48755,1
575996,NY,11590,3
627429,CA,92683,1
4395,NY,13126,
54248,IL,60025,1
507073,NJ,8759,1
261426,IN,46205,1
293186,OH,43214,
740,MI,48473,
224871,IN,47150,3
156007,CA,95608,
271009,FL,33321,1
394396,MD,21001,2
144816,CA,92129,
730518,OH,43701,
429596,CA,90045,3
270028,TN,38135,3
217522,NV,89431,1
671682,OK,73160,2
466849,AL,36303,4
587390,FL,33320,5
92257,OK,73802,3
86815,IA,52627,
280739,IN,46545,
120063,AZ,85374,1
169946,ME,4087,2
464593,KY,40316,1
153726,NC,28269,1
202486,MO,63011,3
546821,AZ,85268,5
257128,MD,21047,3
185233,IN,47639,4
238392,FL,33916,4
284448,TN,38011,1
484900,GA,30052,
373061,MI,48706,3
380255,IN,46227,
601078,NC,27017,
19104,TN,38355,3
192647,IL,61254,2
91561,CA,95630,4
730966,OK,74116,4
16458,IL,62960,1
222478,NY,12570,1
442078,CA,95032,2
162148,FL,33160,
46678,CA,95472,3
602335,NY,11206,1
393236,NC,27545,
718451,GA,30291,4
523004,CT,6062,4
61926,NY,10466,3
517293,NC,27107,3
59198,PA,15146,1
431407,TX,78526,1
49819,MA,1545,2
739144,GA,30014,
190351,VI,803,
728719,MA,2724,5
609108,VA,22734,1
661089,IN,46205,4
629369,FL,33418,5
587467,CA,90603,
728536,FL,33713,3
441025,MA,1921,3
415607,SC,29483,3
353224,NV,89122,3
484518,IN,47203,1
317521,CA,95602,4
674590,GA,30518,1
492092,VT,5302,
330192,CA,95816,
582225,ME,4102,5
507873,LA,70118,1
532979,CA,90746,1
540866,CA,95355,4
174613,GA,39840,5
737090,MI,48207,
353905,WA,98499,3
595595,FL,32211,1
564929,CA,91766,
437805,FL,34747,
555418,GA,30127,5
286327,FL,33024,1
287233,FL,32563,3
152622,CA,91360,
684959,VA,23223,
681834,KS,66615,
431199,CA,94521,
721081,NM,87120,1
588924,VA,23060,
93632,PA,18510,
388418,CA,91359,
743290,OK,73044,
71912,NC,28792,4
675530,OH,43082,5
680300,CA,92345,
45050,OH,44124,3
616853,NJ,7650,
632128,PA,18954,4
165918,CT,6473,1
285781,OH,44138,3
530152,NJ,8822,5
43593,IN,47229,3
635285,OR,97801,3
316888,VA,24382,3
737139,IL,60103,
77918,WI,53177,
515094,NJ,8012,1
332798,PA,15221,
726569,TN,37174,3
123083,CA,92557,1
393536,MO,64015,
249781,CA,93312,
123310,CA,93730,3
690392,NC,28732,2
471846,IL,60961,
498097,WY,82637,4
608071,IA,50014,4
577953,FL,32547,
216606,NC,27889,3
92139,RI,2910,5
685491,OR,97439,
391637,MA,1247,1
551456,CA,91710,1
161644,MD,20815,1
244126,PA,19111,3
98440,AL,35603,1
403630,OR,97211,1
105290,CA,90044,3
655766,IA,52402,4
462958,PA,18940,3
191534,MD,21717,3
153340,MD,20650,
56290,PA,19026,4
150177,FL,32757,1
554416,NY,13461,
245662,NH,3581,1
268499,AZ,85705,3
311666,CA,90814,1
516392,CA,92101,4
84219,GA,31015,1
583188,MD,21093,5
523599,CA,95666,
90648,TX,78404,
607502,GA,30515,2
717374,IN,46835,4
363686,FL,32728,
293469,NY,13903,
209773,OH,45324,
336799,CT,6040,4
435454,IA,51025,5
34040,MA,1701,1
167412,AZ,85202,1
603003,GA,30673,4
110674,MO,64050,
163685,CA,94303,1
302310,PA,16345,4
446007,WI,53214,3
307271,CA,93063,
61181,WI,53590,1
99292,NM,87111,1
209240,PA,15461,5
727117,CA,92082,
508729,MI,49316,4
524108,NJ,8863,1
151922,LA,70760,
82231,VA,24523,3
268316,AR,72823,
61137,CA,90064,2
330713,TX,77611,3
696626,PA,16254,5
564978,NV,89434,3
604089,TX,78586,3
67374,IN,46350,1
632369,NY,10028,4
586950,ME,4493,
681301,VA,23236,
625066,OH,44514,3
49931,CT,6762,3
318471,IN,47660,3
185486,NY,12184,
334967,OH,44406,1
354232,IA,50647,3
20186,TX,75077,4
106140,IN,46962,2
103380,NJ,7057,
501156,PA,18901,1
223624,MI,48124,3
354743,MD,20743,3
584823,CO,80634,3
499862,NJ,7060,3
412552,FL,33434,5
372162,CA,91505,3
185194,MS,39160,5
381636,TX,77590,1
742266,NM,87111,
357384,FL,34104,3
351017,MI,48093,3
745303,CA,90241,
269184,PA,15683,1
724467,AL,36830,3
692074,MD,21215,1
263852,OH,43783,
326390,OH,43206,3
593363,NJ,8876,3
442514,FL,33544,5
24047,VA,20176,5
60683,NJ,7724,3
567814,WI,53218,3
143552,PA,17022,
567642,NJ,8750,3
60309,WA,98310,2
729503,NY,10573,2
653724,NC,28772,
651623,IN,47977,
3645,TN,37341,3
58711,PA,18510,1
84274,PA,18944,1
442309,FL,32217,1
134147,IN,47001,1
647024,MA,2171,3
507614,MI,49428,3
169547,PA,16401,3
297560,SC,29585,
642145,FL,32462,3
188488,MD,21093,3
497121,KY,42303,
555092,TX,78250,3
254739,CA,90623,3
672846,NC,28540,5
568073,TX,76063,1
80089,PA,18103,1
48981,FL,34207,1
332894,NY,12303,3
493581,FL,33624,
377869,IL,60629,1
435546,PA,18069,1
614342,WI,53027,
311019,IN,47401,3
322774,LA,70043,1
484284,CA,93111,
394614,IL,60142,3
741614,MI,48848,
532793,AZ,85615,4
747648,PA,19134,1
522626,CA,91910,
255393,NY,14227,
137963,WA,98402,1
574642,NY,13905,5
722903,AL,35661,3
292562,MA,2145,3
148200,PA,18434,
434548,TX,79843,2
42265,NJ,8203,3
112356,AL,35160,1
721195,TX,78254,
466052,NJ,7834,
64650,MI,48180,
537917,IA,52403,3
746945,IA,50428,1
430822,NY,10304,3
445324,OR,97224,3
453347,CO,80016,3
546843,WI,54669,5
191039,TX,79714,
684552,ME,4938,2
308068,FL,32257,1
30428,CA,95209,3
389014,LA,70043,1
173786,MO,64118,2
547562,NJ,7716,
400663,CA,95835,
34600,MD,21044,5
558861,NJ,8051,2
334612,MD,21234,1
399678,PA,19446,
55565,PA,18947,4
94100,IN,47260,1
718130,IL,60617,3
518337,MD,20740,3
426759,AZ,85641,3
290837,CA,92630,2
336971,WA,98264,3
152422,CA,94301,
329656,VA,23805,
402736,KS,67801,1
66659,FL,34972,2
425057,PA,19145,4
237010,KY,40701,1
69836,MI,49017,3
131048,IL,62526,3
20185,MI,49428,3
60759,NY,11704,3
226414,IN,47720,3
423201,VA,24153,1
268606,NV,89134,
339126,TX,78248,3
471187,IL,62230,1
66477,NV,89801,
226118,NY,11213,3
421717,LA,70560,
699735,NY,10029,1
393463,NC,27701,
131217,LA,70726,
115375,NY,10314,1
507796,WI,54482,3
157665,NC,28152,
615781,FL,32935,
537201,WA,98572,3
237760,OH,45245,3
314991,IL,62703,
481903,FL,32506,5
638989,SC,29125,
698137,CA,93311,2
519149,NY,11552,3
41589,IN,46239,
682223,PA,19132,1
279507,GA,31088,3
572364,NJ,8618,
276875,MI,48622,
229978,IN,46260,2
249592,NY,11212,3
242667,PA,18640,4
171763,PA,15050,2
621822,NY,12144,3
520031,NC,27233,1
613410,CA,90815,4
331653,MO,65109,3
318515,NY,14032,1
463031,OH,43964,1
522476,IL,60609,4
125245,FL,33196,
7732,NY,11758,3
623639,CA,94063,4
182893,IL,61401,3
668434,CA,92627,1
532287,IL,60602,5
256255,HI,96782,3
613943,AZ,85233,1
627030,OH,44672,3
425372,TN,38128,
406395,WI,54313,3
705947,PA,19004,4
518571,NY,11768,5
624910,IL,60611,3
694700,NY,12051,
289919,CA,90503,5
232837,FL,33440,
648736,AR,72761,
432691,WA,98203,3
369917,MI,49006,1
14885,CA,92260,4
477318,OH,44460,1
262598,CA,95304,4
598161,MA,2381,5
103197,CO,80241,1
150056,FL,33712,
29710,PA,18519,4
507282,OH,45459,4
65248,FL,32208,1
264930,KS,66202,
471836,GA,30605,3
95972,IL,60638,1
149856,GA,31820,
413443,KY,42754,4
335922,FL,34786,5
272184,WA,98007,3
314427,MA,1085,
416523,NC,28752,2
426342,NY,14450,3
43703,MN,55024,4
15688,KS,66204,3
263937,IL,61011,4
525832,MN,56098,3
495167,VA,22556,2
696777,MD,21215,
257207,NJ,8759,3
134956,NC,28031,1
489254,OH,44022,
486718,MI,49781,3
104785,NC,27896,5
611840,CT,6074,4
209594,MD,21738,3
622618,RI,2910,3
23326,NC,28451,
48164,WI,54401,4
538319,NV,89183,2
349947,CT,6492,2
467687,CA,93304,
469741,NJ,8088,2
505573,NJ,8852,
8601,NH,3076,1
530046,AZ,85031,4
502125,WA,98012,1
667777,MO,63136,
599060,WI,53105,1
338751,PA,15613,4
437244,NJ,7856,3
244069,MN,55118,4
214931,VA,22202,
161559,WA,98371,
364814,FL,33762,1
515453,WA,98198,4
640043,AL,36867,3
64885,NJ,7758,
336668,ID,83211,4
236625,WV,26508,3
228626,PA,19541,3
345653,NY,11419,3
454396,FL,32080,2
724929,MD,20906,
229168,NC,28501,3
420556,TX,78949,3
591535,AZ,85306,1
250670,NY,10314,4
705230,VA,24503,2
548675,NY,12524,
437275,NH,3570,3
228301,CA,92584,3
283434,VA,23112,1
718162,AL,35235,4
402420,PA,19057,
457453,TX,76801,1
11522,CA,91354,3
367758,NY,11763,3
203167,NV,89121,3
717266,PA,17602,3
151527,TX,75149,
731525,PA,17543,4
91094,CA,94110,4
665882,FL,33070,2
621686,CA,93550,3
18520,AZ,85351,3
552111,AL,36066,
399936,NY,14224,
143248,FL,32926,
453986,MD,21784,2
465207,PA,17954,3
509040,FL,32958,4
528948,IN,46563,3
714667,WA,98312,3
641997,TN,37343,3
226128,NV,89052,3
3606,TN,38462,3
743982,FL,34677,
736190,FL,32043,1
603903,NJ,8021,3
705885,AL,35055,2
707511,PA,15241,4
131222,OH,44425,3
502346,MD,20872,1
583070,DE,19720,5
694727,MD,21244,2
323909,MI,49085,4
188460,MI,49444,3
49146,CA,92117,
654951,SC,29307,
158937,MI,48635,
286653,NY,11369,1
522820,NY,13753,
371691,IN,47670,4
528716,AZ,85295,3
193724,NY,11783,
193031,CA,95687,3
648975,WV,25560,2
386724,CA,93536,
674547,NJ,8106,3
386275,FL,32174,1
459637,IL,60645,3
63860,FL,33484,1
673355,TX,78245,4
360637,CT,6320,4
101253,WI,54455,3
10902,WY,82070,3
300136,WY,82070,
211568,TX,78109,
371315,CA,94301,3
548215,FL,32561,3
219599,IN,47229,
157498,MI,48192,1
205313,TN,37160,
511180,AR,72734,4
4331,NC,28516,3
333096,PA,17821,4
353185,MD,21104,4
333238,TX,78410,2
375934,NY,14228,1
621765,NJ,8107,3
387541,CO,81212,
673531,MT,59301,
492293,FL,33067,5
553685,ON,N5Z4V9,
35739,MI,48836,3
362748,MD,21037,3
583404,CO,80538,3
286849,MA,2780,1
634289,CA,91360,4
263941,NJ,7036,1
640787,TX,75166,3
83370,MD,20714,4
495206,LA,71360,
31795,CA,95543,3
587231,NY,11370,4
623581,SC,29687,3
122412,IL,60402,3
423222,IL,60653,
68634,NY,11212,1
304568,LA,70115,3
666732,CA,94303,3
567029,OH,45215,4
99773,NJ,7032,4
196202,MI,49344,4
656609,CA,91730,4
450297,IN,47006,3
49030,FL,34983,3
17113,TX,79908,
94772,PA,19142,3
530393,MD,21740,4
746372,GA,31525,1
657598,NY,11220,1
728188,NY,11705,3
359255,CA,93314,3
529302,NY,11934,2
81125,CA,92626,3
719556,FL,33647,
502300,IL,62959,2
589233,KY,40807,
283832,MI,49935,5
209250,CA,92307,3
189640,FL,33134,1
288969,IN,46241,5
439398,FL,34990,3
4240,WV,25053,3
34704,CA,92081,1
151554,TX,75243,
155151,TX,75150,1
467148,IA,51016,1
722620,AZ,86001,3
437457,AZ,85257,3
69449,NY,10472,4
287032,TX,75025,
662655,OK,73099,1
528704,CA,95534,
12819,VA,23110,4
154364,NJ,7050,
377209,MD,20720,4
714611,VA,22304,3
431802,VA,23430,1
537586,NC,28135,3
140032,OH,44663,3
216741,VA,24179,
378277,NJ,8731,5
385608,CT,6098,2
721750,CA,91915,4
481668,MO,65202,
32449,TN,37830,4
528064,MI,49341,2
140240,FL,32137,
164355,NV,89129,1
341916,NJ,7701,
605557,DE,19711,1
145862,NJ,8094,2
360968,LA,71055,1
515096,NJ,7206,
704778,OH,43040,3
257918,MO,63031,4
668616,NY,12414,
311373,FL,34489,
689584,FL,33711,1
154611,TX,75904,
585128,WA,98006,
700131,CA,93422,
299630,NY,12010,
723080,PA,19403,1
315033,OH,43615,1
539216,NJ,8757,3
622885,MS,38829,3
130374,TX,77590,1
207827,TX,79924,2
87446,TX,77086,3
379487,PA,19333,
76364,DE,19945,1
644812,TN,38040,3
441632,PA,19067,
448005,IN,46227,4
656955,PA,19462,3
107709,FL,32174,4
735435,WA,98032,1
328469,OH,43812,3
716165,KY,41071,
259260,FL,32789,3
125990,NJ,7001,1
741404,CA,94526,
341910,TN,37365,1
347707,TX,78070,1
472310,KY,41041,3
276739,AK,99669,3
743206,VA,23116,
616575,KS,67501,3
674294,SD,57039,4
369781,CT,6610,
464003,OH,43558,5
595517,IN,46231,
118213,CA,94577,3
517897,NC,27104,
670533,SC,29048,1
236339,OH,44502,
192061,MI,48180,3
122116,KY,42127,3
417852,TN,37379,1
597112,WA,98028,1
339315,CA,93065,1
32214,TN,37174,3
64790,KS,67661,3
659400,PA,18017,2
632259,IL,60187,3
237861,MD,20743,3
44557,PA,18635,1
476656,CO,80525,
606371,AL,35010,3
155148,FL,33706,2
381367,MD,21122,
178978,CA,91791,3
375572,MI,49022,1
312301,WA,98802,2
286544,MT,59847,5
316790,NJ,8802,
625689,NM,87420,3
567213,TX,75093,3
656973,MA,1220,
332322,CT,6450,5
508389,PA,19050,3
511904,TX,77414,1
141683,SC,29650,
538062,NC,27013,3
171822,MI,49508,
97801,MO,65203,3
430743,LA,70364,
4312,IN,46221,3
223352,IL,60453,4
35145,CT,6820,3
582023,CT,6416,2
665056,GA,30721,
393067,CA,95060,1
542052,CA,95765,4
21141,PA,18974,3
555851,FL,33594,2
285070,FL,32317,
429286,MI,48226,5
539321,NC,27610,3
235500,NJ,8085,3
500548,AL,35564,1
191134,WA,98374,3
335167,PA,18054,4
663057,AL,35954,1
748737,IL,60099,1
396053,IL,60706,
106979,MI,48624,4
636514,TX,77546,4
397872,ID,83301,3
165057,IN,46544,5
490411,NY,11217,2
641131,IN,47243,5
561993,NY,14075,4
366070,PA,16866,3
352948,CA,93063,4
337072,OH,45628,1
445782,NC,28078,3
97128,AZ,85739,1
139363,VI,804,
241459,NC,27045,4
192985,KY,42141,4
216331,MA,1588,
136042,AR,72209,
98430,NY,11207,1
90187,NC,28459,3
390333,VA,22303,3
574687,SC,29403,4
225534,TX,78575,3
692911,FL,33071,3
433980,IA,50501,3
685081,NH,3847,5
691276,TN,37379,
431296,FL,33704,5
299442,CA,92117,
217024,LA,71037,1
503173,MI,48658,
548802,PA,18235,3
47291,TX,79938,
625428,AZ,85048,1
627482,ME,4743,3
625592,VT,5149,
598571,MA,2119,2
570619,TN,37909,
243227,NC,28658,1
307747,FL,33704,2
198954,TN,37923,4
626026,CA,92262,3
182603,MI,49862,
473777,CA,92317,
533978,AL,35907,
71094,TX,77396,3
329985,NY,13029,3
680826,OH,44138,
534211,MN,55024,
416324,NY,10541,
268239,WI,53933,1
189433,IL,61362,3
424651,AL,35243,3
235764,WI,53172,4
121799,OH,43977,1
244694,FL,33324,1
88252,VA,24230,1
315539,IN,47715,1
300065,CA,95451,5
598501,MA,1013,5
320720,IL,62626,4
97952,NY,11560,1
561547,NC,28216,3
593069,NC,27360,
393893,MN,55038,3
623015,LA,70744,
429392,PA,15012,4
42514,NC,28562,3
468051,LA,71422,3
583859,MI,48331,5
318181,IL,60051,3
656217,NV,89315,3
324516,MD,21502,3
620139,PA,18704,4
726387,SD,57006,5
664745,PA,15637,3
184772,PA,19506,4
209653,NV,89509,
333850,WI,53207,2
128108,VA,23220,2
495892,NE,68005,2
354655,MN,55344,1
275912,VA,23847,1
70197,NJ,7008,4
444882,NJ,8030,4
302133,PA,15237,1
230760,MI,48197,1
464610,NJ,8690,4
323962,MO,63017,3
615519,TX,78664,1
226210,AK,99687,1
447810,NC,28697,1
374031,OK,73102,
66598,NJ,8051,1
317464,OH,45015,3
579990,SC,29666,
444009,AL,36545,3
513104,IN,46142,4
12757,PA,15642,4
99222,GA,30281,2
459813,NY,14425,3
290660,NC,28401,
507764,WV,26041,4
498031,TX,75028,
348900,VA,22315,
307664,FL,33308,
745361,CA,95126,
7710,AZ,85257,3
350492,NY,14215,1
426100,NY,13760,4
650931,OH,45219,3
681040,NJ,7945,5
740008,CA,95327,4
721314,NY,12590,
623322,NY,11105,4
298203,LA,71118,
223603,OK,73132,1
409987,GA,30044,1
584494,NY,10032,1
161669,CA,94024,
88319,NY,14623,4
370668,GA,30117,1
89401,PA,19138,4
375359,PA,19132,1
478966,MN,56472,
337207,OH,45502,1
583009,PA,17240,1
525746,TX,78009,1
104732,OH,43220,
739356,NY,11746,
745513,TN,37042,
257543,TN,37027,3
293311,WA,98034,5
670978,OK,73951,1
66958,FL,33319,3
336392,OH,44621,1
413436,MD,21504,3
230390,CA,94605,4
314906,NJ,8872,2
259308,NC,27608,4
175945,TX,75044,1
155278,WA,98012,
352605,SC,29605,
711066,GA,30039,2
278972,MT,59634,2
254577,NH,3860,2
588134,NV,89801,
874,NY,14225,3
251010,CA,94587,3
309755,FL,33860,1
287410,VA,23663,1
712371,NJ,7040,3
436769,TN,37642,3
340091,TX,76013,3
499013,TX,76109,
452731,MS,39204,1
111885,PA,19406,
405526,NC,28115,
715894,FL,34748,4
133508,PA,19426,1
444592,ND,58623,
379120,DE,19975,3
44410,IN,46815,4
710990,AL,36302,3
51432,GA,30039,3
518795,NM,87016,2
129688,CA,95118,3
5854,SC,29223,3
605011,OK,73071,2
496415,NY,10509,4
684437,NJ,7747,
463953,TX,77573,1
591366,KS,66212,1
335221,FL,34232,3
323565,CA,94401,3
526539,IN,46235,1
290826,TX,78745,1
115299,MI,48220,1
525389,TN,37371,4
531028,CA,93436,4
265462,NE,68663,1
388429,KY,41102,
485766,MO,64080,
515708,PA,19073,3
410925,LA,70449,5
653423,NY,14211,1
564378,WV,25818,3
152142,TN,37774,
272390,LA,71118,1
170374,NY,11507,1
569599,NV,89432,
99408,NC,28363,2
469683,WI,53214,3
236118,CT,6791,4
95740,WI,54766,4
429593,OH,44130,
3560,KY,42633,
15996,LA,71203,3
26428,NY,11360,3
66761,ID,83250,
513296,ID,83318,
419818,TX,77084,5
331478,NC,28651,3
340272,CA,92069,5
433787,WY,82414,1
495327,NJ,7936,1
91329,CA,90660,1
308190,FL,34231,3
13001,CA,92805,4
605339,FL,33014,1
375329,NY,11746,3
95852,CA,91436,
189006,AZ,85382,4
404303,ME,4937,3
638387,FL,33541,3
580668,RI,2817,3
555599,SC,29680,
660855,MI,49509,4
614062,PA,17011,4
333477,HI,96822,4
634550,TX,76301,5
629724,WA,98826,3
402915,NJ,7040,2
35025,IL,60656,3
621301,CA,92845,1
706569,OH,44907,3
140713,NY,11701,1
86175,WA,99208,4
77864,GA,30263,1
256585,NE,68504,
512836,LA,70605,3
400154,CA,94510,1
608634,CT,6498,3
159825,PA,19090,2
684907,OR,97481,
599789,CA,90045,1
327955,AZ,85082,2
564621,TN,38018,4
684487,CA,95125,1
99683,NJ,7450,4
161346,DC,20032,2
654251,IA,52722,3
394937,DC,20009,
625635,MA,1863,4
336641,NY,14223,
508155,NJ,8033,1
575966,VA,23452,3
433668,NY,11803,5
532937,MI,49670,3
748002,FL,33426,1
68341,MI,49441,1
568323,OR,97058,1
304287,PA,15071,
316739,NJ,8807,3
606776,DE,19713,
237397,MD,20772,3
65068,NY,11901,
345807,NJ,8863,4
729481,MI,48038,3
469185,KY,42141,
547068,NY,14225,1
501628,NJ,8759,3
419660,OR,97223,4
236172,VA,24018,3
612270,MO,65470,4
741176,VA,23451,
601122,TX,78108,
456237,FL,34285,4
464938,NJ,8080,3
716812,WA,99301,3
491252,TX,77381,
584175,PA,18431,1
366673,NC,27341,3
488881,NJ,8360,4
565510,TN,37921,2
726824,NY,14613,5
109176,CA,91381,1
163252,TX,78380,
562900,GA,30135,2
526969,MD,20743,1
322594,MA,1845,5
184655,PA,17202,3
120966,AZ,85234,
135897,AZ,85248,
647749,CA,94112,1
38349,PA,17406,
384443,TX,79109,
704395,TX,76123,3
569249,NY,10451,1
694414,OH,43228,4
57914,FL,32712,3
439999,OH,45042,3
189252,VA,23336,3
444436,WV,24963,1
695645,AZ,85704,1
386813,FL,32903,
710056,FL,33484,3
640345,IN,46385,3
298927,TX,75228,
697888,WI,54403,5
257818,PA,17316,3
217683,VA,24171,3
304348,CT,6437,4
616254,MI,48638,1
233813,OK,74133,2
410135,VA,22201,3
221752,OH,44028,2
61319,WI,53225,1
126490,MA,1082,
120978,NJ,7080,5
364060,MN,55379,2
583537,CA,94089,
573676,NJ,7450,5
69473,LA,71373,
606018,SC,29210,3
298296,TX,79932,
249192,OH,45832,3
100369,PA,15131,3
509775,WA,98040,4
655783,IN,46151,
6283,NJ,7052,3
284471,TX,75078,
145944,TN,37130,
725803,PA,18067,3
115748,NJ,8330,2
695483,MS,39474,
347737,CA,91762,3
589286,FL,32174,
242800,PA,17236,4
386918,NV,89117,
64994,MI,48111,
229533,AL,36108,
676270,MT,59803,
609382,MI,48322,3
639319,VA,23102,
625672,IL,60477,1
327920,IL,60091,3
427655,FL,33954,4
351034,NE,68505,4
481251,NY,11692,1
248302,KY,40211,
15949,NY,10923,
407824,IN,46220,3
689070,CA,95616,
179338,AR,72712,1
232688,NJ,8085,
723746,CA,94610,3
190691,PA,18966,3
743048,GA,30747,
394307,MN,56345,1
338258,VA,22066,4
338781,SC,29349,3
609981,PA,17050,
263318,IL,62353,1
165436,FL,32210,2
716447,PA,18252,3
1044,PA,15037,
546993,MI,48093,3
181767,PA,19021,
194437,MD,21061,3
81404,IL,60302,
591036,GA,30224,
434013,MI,48846,
41897,IN,46254,5
731671,NY,10510,4
648154,NJ,8260,4
650190,VA,22191,
131629,MI,49423,3
662864,NY,12302,1
83312,CA,93720,
493952,NJ,7652,
167994,CA,91377,5
313143,SC,29720,2
48325,NC,28364,
49171,AL,35242,
527618,PA,18704,1
117714,NY,10025,5
454706,CA,90045,3
174098,WA,98074,1
219939,AL,36081,4
28063,PA,19380,3
610044,NY,10553,
230851,CA,95112,3
368864,AZ,85388,1
237361,AZ,85296,2
697445,LA,70433,1
541771,NC,27526,4
582173,NC,27612,
14913,CT,6484,4
90564,IN,46227,4
331593,LA,70874,4
24115,FL,33015,3
455542,AL,35226,2
714803,PA,19020,3
640199,MI,49464,4
37893,OH,44126,3
438727,PA,17543,
104012,WA,98661,4
531529,NY,11373,5
131470,TN,37343,4
81740,CA,93912,3
557144,PA,19063,5
556670,MN,55338,
46315,MI,48324,3
110770,NY,11434,1
462875,OK,74401,
596168,MA,2474,2
66049,IL,60010,1
354017,PA,15146,
326125,LA,71291,4
622763,MD,21153,4
196788,MN,55436,2
18461,CA,93534,1
556616,FL,32060,1
152385,AZ,85743,1
498113,PA,15626,
122202,GA,30546,3
557927,GA,30338,3
702889,PR,646,
458497,OH,44057,3
144171,OH,43302,
656171,NC,27513,3
336283,OH,44641,3
241248,IL,60154,
474444,MO,63114,2
521072,WI,53188,5
116434,CA,91436,3
680764,GA,30906,
85549,TX,75773,5
281932,WY,82443,
362910,MS,39476,
385481,TN,38506,4
532002,NJ,8850,
246763,MI,48091,3
570775,CA,90630,4
161921,HI,96783,2
86854,CA,90640,1
4514,GA,31904,4
501704,MI,48238,1
350690,FL,34761,3
401294,NY,14120,
177631,AR,72936,3
107588,IL,62234,2
224841,IN,47220,3
363160,WY,82901,4
568650,FL,33635,1
175324,NC,27455,5
744568,GA,30008,
9731,GA,30047,3
224730,NY,14904,3
445452,NY,11550,4
157161,PA,15601,
245138,NY,11758,3
592696,CA,92211,3
286733,TX,75203,1
450668,NC,27370,2
581429,AZ,85338,
638610,WI,53090,3
36878,MO,63033,
144706,SC,29020,
111476,WI,54843,2
506105,MD,21113,4
90393,NY,12051,4
201729,AZ,86327,1
271446,TX,79423,2
592240,WV,25039,1
580629,CT,6484,3
210360,KY,42501,
588664,SC,29461,
526685,DC,20009,1
466046,MN,55041,3
642824,MN,56157,
383568,CA,90201,1
479471,MN,56501,1
642220,OH,45241,3
375205,NY,11050,3
619585,MI,48221,3
89591,OH,45354,3
714746,TX,75102,1
433184,NY,14843,
222210,WV,25526,3
95519,AZ,85395,1
532968,MO,64153,3
553586,MI,49004,
220005,NY,10983,
613173,AR,72801,3
695081,AR,71854,2
372994,NY,11563,3
273985,KY,42064,3
299081,NY,11433,1
333914,WI,54166,3
258079,NY,10705,3
473928,PA,17037,4
215927,OK,73122,1
96382,AL,35673,3
490063,VA,23322,
347880,CA,93906,4
254053,GA,30238,
491698,AZ,85749,
620316,CA,90068,1
97389,KY,40004,3
407821,TX,76559,1
490320,MO,63005,
576877,NJ,8753,3
96461,SD,57783,3
303232,TN,37766,3
670621,NJ,8043,2
301595,PA,19320,
416313,NC,27350,4
371836,WA,98055,3
107444,CO,80023,5
524555,FL,32547,3
119799,KY,41017,
394502,TX,75149,
461067,IN,46123,1
519121,HI,96815,4
684904,DE,19720,1
467664,DE,19709,1
296820,GA,30547,2
201006,PA,17370,
59732,CA,95037,
52484,CA,93536,
530330,NC,28327,3
431267,PA,15237,1
370987,WA,98513,4
158458,OH,43026,
152848,TX,78228,
488545,IA,50636,
123598,FL,32303,2
713709,NY,11360,1
403826,MD,21122,1
276505,SC,29412,2
469557,CT,6482,4
340790,TX,77568,4
321247,MI,49855,
440510,MD,20659,
77090,IN,46164,5
328804,CA,92404,3
66348,FL,33411,
610609,PA,19464,5
414343,FL,33407,3
192078,CA,92399,3
609990,NC,28719,1
19382,OH,44303,5
478431,MD,20744,1
477046,OR,97601,
569180,MD,21663,
329700,TX,76208,
277998,MI,48069,
392958,IA,52405,3
6158,NY,11706,3
705572,WI,54901,2
232464,ME,4074,3
211561,PA,15211,1
75599,FL,34755,3
351485,NY,11214,3
245213,FL,34235,
104674,VA,24523,
628388,NY,12590,
245534,IN,47527,1
257599,NY,10302,3
568997,MD,20710,
338655,MD,21009,5
509997,CT,6489,4
747866,MI,48609,2
302901,NY,11230,
28151,NY,14830,3
167653,IL,62207,1
699402,OH,43311,2
245732,MI,48187,4
536952,FL,33463,3
571360,WV,25177,2
78219,IL,60030,
447258,OK,73448,3
51389,MI,48302,2
552107,IN,47117,5
385979,NY,13421,
346859,NJ,8534,4
224188,WA,99362,3
239565,WA,98036,3
397022,NJ,8904,5
28068,WV,26101,3
128167,OK,73162,
240725,IL,60067,3
499551,TX,75006,
279132,IL,60137,
734123,CT,6511,5
14903,DC,20036,4
512316,CA,94952,
241900,AZ,86040,3
197153,WI,54220,3
128718,TX,75146,2
342606,OR,97402,3
479549,TX,77095,
269906,CA,91030,3
135749,OH,43953,
105493,PA,18091,3
204032,IL,61741,
404920,FL,33991,3
493205,PA,19131,
297030,CA,93065,4
731565,PA,18411,4
150363,TX,77640,3
268559,VA,20147,5
460232,MI,49128,3
70480,MD,20724,
202901,CA,90403,3
65757,VA,24012,3
473807,PA,15004,1
