"","PRODUCT_ID","PACKING_SLIP_DESC","MERCH_DIV_DESC","BRAND_NAME"
"16157",36295,"Forza Men's Stainless Steel Curb Link Necklace","IQVC Divisional","Forza"
"16158",2258,"LOGO by Lori Goldstein Ponte Knit Jean Style","Apparel","Logo by Lori Goldstein"
"16159",24444,"Lenmar CBBT1008 Cordless Phone Battery - Uniden","IQVC Divisional","Lenmar"
"16160",46561,"EternaGold Bold Status Link Bracelets 14K Gold","Jewelry","Not Known"
"16161",8909,"Sakroots Artist Circle Double Handle Large","Accessories","The Sak"
"16162",15258,"Spring Step Lollipop Leather Clogs","IQVC Divisional","Spring Step"
"16163",14298,"As Is"" Motto Elbow Sleeve V-neck Knit Top""","Apparel","Motto"
"16164",41589,"Bold Gemstone Teardrop Sterling Earrings","Jewelry","N/A"
"16166",754,"Clarisonic Replacement Brush Head - Normal Skin","IQVC Divisional","Clarisonic"
"16167",51300,"Sterling 20 Popcorn Chain""","IQVC Divisional","N/A"
"16168",18175,"Maidenform Beach Lift & Support Tankini Top","IQVC Divisional","Maidenform Beach"
"16169",15336,"First Aid Beauty Face Cleanser, 5 oz","IQVC Divisional","First Aid Beauty"
"16170",27497,"Cropper Hopper Projections Expandable Paper Hol","IQVC Divisional","Cropper Hopper"
"16171",17962,"Mally Bright Up My Life 7-Piece Collection","IQVC Divisional","Mally Beauty"
"16172",39006,"Kirks Folly Summer Fun Crystal Pendant on Adj.","Costume Jewelry","Kirks Folly"
"16174",40933,"Michael Dawkins Sterling Rutilated Quartz","Jewelry","Michael Dawkins"
"16175",39559,"Michael Dawkins Sterling Drop Hoop Earrings w/","Jewelry","Michael Dawkins"
"16176",44518,"Michael Dawkins Sterling and Granulation Drop","Jewelry","Michael Dawkins"
"16177",54130,"Anolon Nouvelle Copper 5.5 Qt Covered Saucier w","IQVC Divisional","Anolon"
"16178",54924,"Anolon Nouvelle Copper 2-Qt Covered Shallow Sau","IQVC Divisional","Anolon"
"16179",54920,"EarthPan Plus 8 Skillet - Bronze""","IQVC Divisional","EarthPan"
"16180",54921,"EarthPan Plus 12 Skillet - Bronze""","IQVC Divisional","EarthPan"
"16181",2353,"M by Marc Bouwer Flutter Sleeve Knit Top with","Apparel","M by Marc Bouwer"
"16182",16880,"Earth Bonsai Leather Slingback Sandals","IQVC Divisional","Earth"
"16183",56517,"Cottage Farms 50 pc Cream of the Crop Strawberr","IQVC Divisional","Cottage Farms"
"16184",5569,"Kathy Van Zeeland Kitten Heels with Stud","Accessories","Kathy Van Zeeland"
"16185",36751,"Prerogatives Sterling Silver Dangle Bead","IQVC Divisional","Prerogatives"
"16186",15982,"Bridesmaid Pink Satin Tote","IQVC Divisional","N/A"
"16187",37705,"KJL Great Wall Bead Necklace","Costume Jewelry","Kenneth Jay Lane"
"16188",17140,"ProStrong Think Pink Quad","IQVC Divisional","ProStrong"
"16189",33237,"Royal Palace Peacock Feather Handmade Wool","Textile/Furnit","Not Known"
"16190",18139,"Dotti Tribal Talk Zip Front Hoodie Cover-up","IQVC Divisional","Dotti"
"16191",15398,"Jack Black Turbo Wash Energizing Hair & Body Cl","IQVC Divisional","Jack Black"
"16192",1598,"Isaac Mizrahi Live! Pebble Leather North/","Accessories","Isaac Mizrahi Live!"
"16193",15349,"Lipstick Queen Oxymoron Matte Gloss","IQVC Divisional","Lipstick Queen"
"16194",29769,"WB Copper Meadow Feeder","IQVC Divisional","N/A"
"16195",7939,"M by Marc Bouwer Sweater with Adjustable Side","Apparel","M by Marc Bouwer"
"16196",52535,"Simply Stacks Sterling Enamel Daughter"" Band R""","IQVC Divisional","Simply Stacks"
"16197",36108,"Anne Klein Women's Casual Silvertone Crystal","IQVC Divisional","Anne Klein"
"16198",26072,"Denise Austin Shape Up and Shed Pounds","IQVC Divisional","Denise Austin"
"16199",41431,"EternaGold Textured Lattice Pattern Band Ring","Jewelry","EternaGold"
"16200",17853,"Propet Women's Summit Walker Low Hiking Boots","IQVC Divisional","Propet"
"16201",46080,"Angela by John Hardy Sterling 18 Medium""","Jewelry","Angela by John Hardy"
"16202",8714,"K-DASH by Kardashian Faux Suede Asymmetrical","Apparel","K-Dash by Kardashian"
"16203",12783,"As Is"" Barely Breezies Modern Comfort Seamless""","Accessories","Breezies"
"16204",31930,"angelo:Home Peached Twin Size Sheet Set w/","Textile/Furnit","Angelo:HOME"
"16206",48649,"As Is"" Chelsea Taylor Sterl.Crystal & Cultured""","Jewelry","Chelsea Taylor"
"16207",7149,"Fresh Seaberry Restorative Body Cream w/ Travel","Health/Beauty","Fresh"
"16208",40542,"Judith Ripka Sterling Drusy Earrings","Jewelry","Judith Ripka"
"16209",36611,"Prerogatives Sterling Wrapped Heart Bead","IQVC Divisional","Prerogatives"
"16210",36463,"Prerogatives Sterling Pink Cultured FreshwaterP","IQVC Divisional","Prerogatives"
"16211",16785,"Nirvanna Designs Shark Hat","IQVC Divisional","Nirvanna Designs"
"16212",28732,"Bed Bug & Allergy Relief Mattress Cover - Queen","IQVC Divisional","Royal Heritage"
"16213",4252,"Liz Claiborne New York Woven Back Textured","Apparel","Liz Claiborne New York"
"16214",48257,"As Is"" Arte d'Argento Sterling Round Faceted""","Jewelry","Arte d'Argento"
"16215",42248,"Carolyn Pollack Changing Seasons Sterling S/2","Jewelry","Carolyn Pollack"
"16216",32404,"Malden Mills Polarfleece Victoria KG Heavy","Textile/Furnit","Malden Mills"
"16218",32796,"Northern Nights S/2 STD WhiteGoose Microfeather","Textile/Furnit","Northern Nights"
"16219",26255,"Elvis Collection: Volume 1 - 4-Disc DVD Set","IQVC Divisional","Paramount Pictures"
"16220",42105,"VicenzaSilver Sterling Textured Snake Collar","Jewelry","VicenzaSilver"
"16221",7876,"Isaac Mizrahi Live! Short Sleeve Dolman","Apparel","Isaac Mizrahi Live!"
"16222",44897,"Polished Freeform Heart Design Pendant","Jewelry","N/A"
"16223",52643,"10 Two-Tone Twisted Link Beaded Ankle Bracelet""","IQVC Divisional","N/A"
"16224",56864,"Vehicle Safety Dog Harness - Small","IQVC Divisional","N/A"
"16225",10004,"Bob Mackie's Jersey Maxi Dress w/ Embroidered","Apparel","Bob Mackie"
"16226",25467,"Incase Perforated Hardshell Case for 13 Apple""","IQVC Divisional","Incase"
"16227",52728,"Steel by Design Polished Flower Dangle Earrings","IQVC Divisional","Steel by Design"
"16228",17032,"Sakroots Artist Circle Ballet Flats","IQVC Divisional","The Sak"
"16229",104,"Kathleen Kirkwood Bejeweled"" Flowers""","Accessories","Kathleen Kirkwood"
"16230",33954,"SunSplash Oval Braided 2x10 Indoor / Outdoor Ru","IQVC Divisional","N/A"
"16231",2455,"Pamela Dennis PCG Printed Faux Wrap Dress","Apparel","Pamela Dennis"
"16232",855,"100% Pure Organic Lavender Honey Facial Cleansi","IQVC Divisional","100% Pure"
"16233",4512,"Isaac Mizrahi Live! Pebble Leather Top Zip","Accessories","Isaac Mizrahi Live!"
"16234",53922,"Paula Deen Signature stainless steel 2 Qt. Doub","IQVC Divisional","Paula Deen"
"16235",38934,"RLM Studio Sterling Canyon River Gemstone","Jewelry","RLM Studio by Robert Lee Morris"
"16236",51978,"Tacori IV Diamonique Epiphany 2.85cttw Lace Dom","IQVC Divisional","Tacori"
"16237",56544,"Fuller Brush Set of 2 Appliance Cleaner & Wax","IQVC Divisional","Fuller Brush"
"16238",2525,"Bob Mackie's Turkish Screen Print Long Sleeve","Apparel","Bob Mackie"
"16239",47472,"As Is"" Melania Emerald Cut Simulated Gemstone""","Costume Jewelry","Melania Trump"
"16240",23000,"17 Notebook Sleeve with Lycra Exterior Shell -""","IQVC Divisional","PC Treasures"
"16241",30762,"24-inch Colorful Egg and Wildflower Wreath","Home Decor","Valerie Parr Hill"
"16242",27846,"Total Gym Padded Squat Stand","IQVC Divisional","Total Gym"
"16243",27379,"Gofit Neoprene Waist Trimmer","IQVC Divisional","GoFit"
"16245",31837,"Tiffany 100% Cotton Handcrafted QN Size Quilted","Textile/Furnit","N/A"
"16246",55020,"Rachael Ray 3.5-Qt Stoneware Casserole - Red","IQVC Divisional","Rachael Ray"
"16247",1882,"Birkenstock Triple Strap Soft Footbed Adj.","Accessories","Birkenstock"
"16248",16121,"Trotters Adjustable Strap Comfort Sandals","IQVC Divisional","Trotters"
"16249",52864,"Carolyn Pollack Sterling Mother-of-Pearl Butter","IQVC Divisional","Carolyn Pollack"
"16250",24026,"Jensen Docking Speaker Station for iPad, iPod a","IQVC Divisional","Jensen"
"16251",31561,"Serta Regale Perfect Sleeper FL Pillowtop w/","Textile/Furnit","Serta"
"16252",44907,"Barbara Bixby Sterling/18K Abalone Doublet","Jewelry","Barbara Bixby"
"16253",38754,"Judith Ripka Sterling Mother-of-Pearl &Cultured","Jewelry","Judith Ripka"
"16254",45541,"Judith Ripka Sterling 8.50ct Pink Diamonique","Jewelry","Judith Ripka"
"16255",37148,"Disney Sterling Silver Diamonique Mickey Stud E","IQVC Divisional","Disney"
"16256",3874,"Motto Long Sleeve Scoopneck Top with Lace","Apparel","Motto"
"16257",52453,"Carolyn Pollack Sterling Daisy Gemstone Enhance","IQVC Divisional","Carolyn Pollack"
"16258",40900,"Joan Rivers Enamel & Pave' Petal Flower Ring","Costume Jewelry","Joan Rivers"
"16259",42545,"Judith Ripka Sterling Braided Berge and","Jewelry","Judith Ripka"
"16260",56467,"Kuhi Comfort Travel Pillow with Carry Case","Home Decor","Kuhi Comfort"
"16261",40507,"Judith Ripka Sterling Opaque Tanzanite","Jewelry","Judith Ripka"
"16262",38647,"Michael Dawkins Sterling Multi-Gem & Cultured","Jewelry","Michael Dawkins"
"16263",50476,"Steel by Design Stainless Heart Pendant with Ch","IQVC Divisional","Steel by Design"
"16264",17303,"Crocs Capri IV Thong Sandals","IQVC Divisional","Crocs"
"16265",18002,"Aerosoles Mr Softee Stitch N Turn Causal Slip-o","IQVC Divisional","Aerosoles"
"16266",31808,"Jim Shore Disney Traditions Wood Carved","Collectibles","Jim Shore"
"16267",61739,"AeroBed Raised Twin Bed with Zip-off Memory","Housewares","AeroBed"
"16268",61027,"Moving Music Interactive Musical Plug & Play","Entertainment","N/A"
"16269",52796,"Carolyn Pollack Mesh Cord Necklace, Choice of L","IQVC Divisional","Carolyn Pollack"
"16270",4486,"George Simonton Animal Print Sateen Jacket","Apparel","George Simonton"
"16271",50836,"Epiphany Diamonique 100-Facet Canary HaloPendan","IQVC Divisional","Epiphany"
"16272",28219,"Goldtone Venetian Half Mask with Flowers","IQVC Divisional","N/A"
"16273",58806,"Stuffin Gourmet (24) 4 oz. Three Flavor Chicken","Home Decor","Stuffin Gourmet"
"16274",10084,"Quacker Factory Tall DreamJeannes Leggings with","Apparel","Quacker Factory"
"16275",49180,"Carolyn Pollack Mixed Metal 21 Signature Bead""","Jewelry","Carolyn Pollack"
"16276",51680,"Peugeot Women's Swiss Ceramic Rose Goldtone Bez","IQVC Divisional","Peugeot"
"16277",16996,"Kalso Earth Shoe Rhyme Leather Thong Sandals","IQVC Divisional","Kalso Earth"
"16278",28932,"Kenroy Home 61 Richardson Floor Lamp""","IQVC Divisional","Kenroy Home"
"16279",7453,"Dooney & Bourke Signature Crossbody Bag with","Accessories","Dooney & Bourke"
"16280",52488,"Sterling Beaded Mom"" Heart Charm""","IQVC Divisional","N/A"
"16281",30227,"Pfaltzgraff Winterberry Oval Platter","IQVC Divisional","Pfaltzgraff"
"16282",25769,"Nikon D3100 14.2MP 3 LCD DSLR Camera w/Softwar""","IQVC Divisional","Nikon"
"16283",36114,"Peugeot Ladies' Crystal Bezel Fuchsia Strap Wat","IQVC Divisional","Peugeot"
"16284",46768,"As Is"" HUEtopia Multi-gemstone 32"" Sterling""","Jewelry","HUEtopia"
"16285",5144,"Susan Graver Cotton Voile Printed Blouse with","Apparel","Susan Graver"
"16286",46853,"VicenzaSilver Sterling Avg. Set of 16","Jewelry","VicenzaSilver"
"16287",35867,"Roberta's Ornamental 4-Piece Pussy Willow Colle","IQVC Divisional","Roberta's"
"16288",28203,"Deluxe Joyful Bouquet with Vase by ProFlowers","IQVC Divisional","Proflowers"
"16289",8950,"RUYI Crushable Straw Hat with Removable Scarf","Accessories","RUYI"
"16290",5220,"Effortless Style by Citiknits Floral Print","Apparel","Effortless Style by Citiknits"
"16291",4020,"LifeStyle by Legacy Drapey Tunic with Ballet","Accessories","LifeStyle by Legacy"
"16292",52889,"Judith Ripka 5th Avenue 8 Topaz Link Brace let""","IQVC Divisional","Judith Ripka"
"16293",48351,"As Is"" VicenzaSilver Sterling Crystal Bead""","Jewelry","VicenzaSilver"
"16294",55023,"KitchenAid Aluminum 2-Qt Covered Straining Sauc","IQVC Divisional","KitchenAid"
"16295",38107,"Veronese 18K Clad Polished & Satin Twist Hoop","Jewelry","Veronese"
"16296",55550,"FoodSaver 3-Pack Roll 11 x 16' Bag Material""","IQVC Divisional","FoodSaver"
"16297",57492,"Cheryl's St. Patrick's Day Tin - 16 Frosted Cut","IQVC Divisional","Cheryl's"
"16298",56961,"Stone Silo 18 3-oz Lobster & Shrimp Cakes","IQVC Divisional","Stone Silo"
"16299",56428,"Buzz Brush Set of 6 Keyboard Brush/LCD Screen","Electronics","N/A"
"16300",30512,"Home Reflections Ultrasuede Queen Headboard & S","IQVC Divisional","Home Reflections"
"16301",33106,"Luxe Herringbone Reverse to All Seasons Fleece","Textile/Furnit","N/A"
"16302",58348,"Cottage Farms 36 inch Plum Pucker Patio","Home Decor","Cottage Farms"
"16303",12448,"As Is""B.Makowsky Glove Leather ZipTopCrossbody""","Accessories","B. Makowsky"
"16304",2860,"Nurse Mates Caitlin Clog","IQVC Divisional","Nurse Mates"
"16305",49201,"As Is"" Artisan Crafted Sterling Cultured Coin""","Jewelry","Artisan Crafted"
"16306",55159,"T-Fal Signature 3-Qt Saucepan - Black","IQVC Divisional","T-Fal"
"16307",39619,"Black Hills Moonlight Eclipse Watch Goldtone","Jewelry","Black Hills"
"16308",39906,"Black Hills Moonlight Eclipse Bangle Bracelet","Jewelry","Black Hills"
"16309",43875,"As Is""16"" Intricate Woven Rope Necklace""","Jewelry","N/A"
"16310",56464,"Purse Baby Vehicle Front Seat Cargo","Home Decor","Purse Baby"
"16311",48212,"Honora Cultured Pearl Keshi & Gemstone 20"",Jewelry""","Honora",""
"16312",937,"Kate Somerville ExfoliKate Gentle ExfoliatingTr","IQVC Divisional","Kate Somerville"
"16313",21546,"Garmin Auto Dash Mount for Nuvi Series GPS","IQVC Divisional","Garmin"
"16314",57123,"Colorado Mountain Jam Certified Organic Fruit S","IQVC Divisional","Colorado Mountain Jams"
"16315",40727,"David English Diamonique Royal Cross Dangle","Jewelry","David English"
"16316",34170,"22 Yellow and White Daisy Wreath by Valerie""","IQVC Divisional","Valerie Parr Hill"
"16317",8981,"Earth Origins Pearl T-Strap Sandals with","Accessories","Earth Origins"
"16318",48891,"As Is"" Chelsea Taylor Sterl. Crystal Open Work""","Jewelry","Chelsea Taylor"
"16319",2933,"Julie Chaiken for Anonymity Collared Surplice","Apparel","Julie Chaiken for Anonymity"
"16320",5196,"Liz Claiborne New York Cropped Jacket with","Apparel","Liz Claiborne New York"
"16321",16978,"Earthies Domingo Leather Sandals","IQVC Divisional","Earthies"
"16322",11725,"As Is"" Muxo by Camila Alves Leather Woven Tote""","Accessories","Muxo by Camila Alves"
"16323",38506,"Honora Sterling Cultured Pearl Keshi Station","Jewelry","Honora"
"16325",18224,"Earth Bonsai Too Sandals","IQVC Divisional","Earth"
"16326",53193,"Joan Rivers London Classic Hinge Bangle Watch","Costume Jewelry","Joan Rivers"
"16327",46168,"Linea by Louis Dell'Olio Faceted Bead Stretch","Costume Jewelry","Linea by Louis Dell'Olio"
"16328",4396,"Tignanello Pebble Leather Zip Top Hobo Bag with","Accessories","Tignanello"
"16329",56757,"FatCat 36 Pc Lemon Drop Scones","IQVC Divisional","FatCat Scones"
"16330",17134,"Nomad Foxy Canvas Espadrilles","IQVC Divisional","Nomad"
"16331",44516,"16 High Polished Rope Necklace""","Jewelry","N/A"
"16332",27675,"Lots O Zots Clear Adhesive Dots - Small: 900 Do","IQVC Divisional","Zots"
"16333",13557,"Women with Control Petite Ponte di Roma Knit","Apparel","Women with Control"
"16334",41329,"KJL Pear Shape & Enamel Ring","Costume Jewelry","Kenneth Jay Lane"
"16335",9939,"George Simonton Petite Wide Leg Pull-on","Apparel","George Simonton"
"16336",6113,"Meghan Fabulous Lace Wrap Vest with Fringe","Apparel","Meghan Fabulous"
"16337",50737,"Black Hills Angular Dangle Earrings, Sterling/1","IQVC Divisional","Black Hills"
"16338",14000,"Hobo Leather Tessa Hobo Crossbody Bag","Accessories","Hobo International"
"16339",48784,"Carolyn Pollack Brilliance Sterling/Brass","Jewelry","Carolyn Pollack"
"16340",37355,"Kirks Folly Merlin's Magic Wizard Cuff Bracelet","IQVC Divisional","Kirks Folly"
"16341",14946,"As Is"" Denim & Co. Velvet Trimmed Wide Wale""","Apparel","Denim & Co."
"16342",35909,"24 Meadow Flower Wreath by Valerie""","IQVC Divisional","Valerie Parr Hill"
"16343",29938,"Northern Nights Full/Queen 600 FP SuperLoft Dow","IQVC Divisional","Northern Nights"
"16344",2727,"Proactiv Solution Mild Exfoliating Peel","IQVC Divisional","Proactiv"
"16345",14931,"As Is"" Denim & Co. ""How Comfy"" Tall Boot Cut""","Apparel","Denim & Co."
"16346",36549,"Prerogatives Sterling Telephone Bead","IQVC Divisional","Prerogatives"
"16347",8400,"Dr Paul Nemiroff Sleep 88 Time Released Dietary","Health","Dr. Nemiroff"
"16348",14877,"As Is"" Denim & Co. ""How Smooth"" Modern Waist""","Apparel","Denim & Co."
"16349",52988,"Sterling Polished Open Circle Dangle Earrings","IQVC Divisional","N/A"
"16350",9273,"Tignanello Canvas Double Zip Crossbody with","Accessories","Tignanello"
"16351",52952,"Sterling Polished Open Heart Dangle Earrings","IQVC Divisional","N/A"
"16352",13399,"George Simonton Straight Leg Ankle Pants with","Apparel","George Simonton"
"16353",41450,"Hagit Gorali Sterling Cultured Pearl Triangular","Jewelry","Hagit"
"16354",288,"Clientele Elastology Silksation Face Primer","IQVC Divisional","Clientele"
"16355",5252,"Denim & Co. Short Sleeve Split Neck Henley with","Apparel","Denim & Co."
"16356",2016,"Isaac Mizrahi Live! Shimmer Knit Ribbed Elastic","Apparel","Isaac Mizrahi Live!"
"16357",54976,"Paula Deen Signature Stoneware Sage 9 x 13"" Ba""","IQVC Divisional","Paula Deen"
"16358",51496,"David English Diamonique Cross Bracelet, Sterli","IQVC Divisional","David English"
"16359",17844,"philosophy miracle worker spf 50 sunscreen anti","IQVC Divisional","philosophy"
"16360",13705,"Women with Control Petite Ruched Waistband Maxi","Apparel","Women with Control"
"16361",951,"Spring Step Tarragon Sandals","IQVC Divisional","Spring Step"
"16362",47409,"EternaGold 8 Bold Domed Rope Bracelet""","Jewelry","EternaGold"
"16363",1420,"Twist by Christian Francis Roth Linen Easy","Apparel","Twist by Christian Francis Roth"
"16364",15073,"As Is"" Denim & Co. 3/4 Sleeve Tee w/Beading &""","Apparel","Denim & Co."
"16365",4537,"Skechers Leather & Glitter Mesh Slip-on Mary","Accessories","Skechers"
"16366",13376,"Dooney & Bourke iPhone Case","Accessories","Dooney & Bourke"
"16367",29162,"Bath & Body Works Holiday Scents Scentport","Home Decor","Bath & Body Works"
"16368",23783,"Veho Pro Handlebar Mount for Muvi","IQVC Divisional","Veho"
"16369",2024,"Denim & Co. Short Sleeve Smock Neck Tee","Apparel","Denim & Co."
"16370",28599,"Veranda Patio Cushion Bag by Classic Accessorie","IQVC Divisional","Classic Accessories"
"16371",51595,"Steel by Design Textured Hoop Earrings","IQVC Divisional","Steel by Design"
"16372",44941,"Tacori IV Diamonique Epiphany Bloom Cushion Cut","Jewelry","Tacori"
"16373",9710,"Joan Rivers Ruffle Neckline Jacket with","Apparel","Joan Rivers"
"16374",19811,"Dennis Basso Funnel Neck Button Front Coat with","Apparel","Dennis Basso"
"16375",18412,"Crocs Huarache Flat Croslite Sandals","IQVC Divisional","Crocs"
"16376",18293,"Easy Street Halo Pumps","IQVC Divisional","Easy Street"
"16377",37343,"Black Hills Vine Link Bracelet, Sterling/12K Go","IQVC Divisional","Black Hills"
"16378",11768,"As Is"" Muxo by Camila Alves Leather Slouchy""","Accessories","Muxo by Camila Alves"
"16379",8678,"CV by Cynthia Vincent V-Neck Tunic w/ Beading","Apparel","CV by Cynthia Vincent"
"16380",48282,"Bronzo Italia 8 Polished Double Curb Link""","Jewelry","Bronzo Italia"
"16381",56462,"Spifter Sifting Spoons with 3 Interchangeable","Home Decor","Spifter"
"16382",49758,"Suspicion Sterling Marcasite Oval Citrine Butto","IQVC Divisional","Suspicion"
"16383",26046,"HP Envy DV7 17.3 Notebook Core i5 8GB RAM 750G""","IQVC Divisional","HP"
"16384",35095,"Jasmine Console Table","IQVC Divisional","Safavieh"
"16385",1205,"Kate Somerville Micro Glycolic Polisher","IQVC Divisional","Kate Somerville"
"16386",49791,"Simply Stacks Sterling Large Created-Emerald Et","IQVC Divisional","Simply Stacks"
"16387",31500,"Bethlehem Lights BatteryOp.16 Spring Birdhouse""","Home Decor","Bethlehem Lights"
"16388",26412,"JVC GZE200 HD Camcorder with 8GB SDHC Memory Ca","IQVC Divisional","JVC"
"16389",9501,"Skechers Espadrille Wedge w/ Lace Detail and","Accessories","Skechers"
"16390",41127,"Nadri Limited Edition Openwork Pear Shape","Costume Jewelry","Nadri"
"16391",48349,"As Is"" Turquoise and Mother-of-Pearl Inlay""","Jewelry","N/A"
"16393",4750,"Liz Claiborne New York Jackie Pique Crop Pants","Apparel","Liz Claiborne New York"
"16394",35857,"ColourWave Multi-Pattern Watering Wand 30"",IQVC Divisional""","N/A",""
"16395",59891,"SHWK 3/25 Pelmen (3) 19 oz. Bags of Fruit","Home Decor","Pelmen"
"16396",59967,"SHWK 3/25 Authentic Gourmet (48) French Butter","Home Decor","Authentic Gourmet"
"16397",35945,"22 Daisy Wreath by Valerie""","IQVC Divisional","Valerie Parr Hill"
"16398",410,"Jonathan Silky Dirt Shine & Define Creme","IQVC Divisional","Jonathan Salon"
"16399",14941,"As Is"" Denim & Co. Long Sleeve V-Neck Trapeze""","Apparel","Denim & Co."
"16400",4946,"Susan Graver Our Little Secret BodyShaping Knit","Apparel","Susan Graver"
"16401",16105,"Trotters Cutout Peep Toe Wedge Sandals","IQVC Divisional","Trotters"
"16402",10767,"George Simonton Petite Pull-on Ponte Knit Pants","Apparel","George Simonton"
"16403",30122,"Oasis Cabana","IQVC Divisional","N/A"
"16404",18418,"The Sak Cambria Medium Tote","IQVC Divisional","The Sak"
"16405",36508,"Prerogatives Sterling Celtic Trinity Bead","IQVC Divisional","Prerogatives"
"16406",56659,"Popcorn Palace Value Bag Cheddar & Caramel Comb","IQVC Divisional","Popcorn Palace"
"16407",45193,"Sterling Silver Connemara Marble & Marcasite","App/Accss Event","Connemara Marble"
"16408",26054,"Icon: Cat Stevens CD","IQVC Divisional","N/A"
"16409",28061,"Pawleys Island Hammock Stand Wheel Kit","IQVC Divisional","Pawleys Island"
"16410",15766,"June Jacobs Cellular Intensive Cuticle Recovery","IQVC Divisional","June Jacobs"
"16411",20065,"A-D Kate Somerville Quench Hydrating Face Serum","Health/Beauty","Kate Somerville"
"16412",48339,"As Is"" Affinity Diamond 1/4 ct tw Flower""","Jewelry","Affinity Diamond Jewelry"
"16413",29901,"Lourdes Blanket Rack","IQVC Divisional","N/A"
"16414",36027,"Casio G-Shock Classic Watch with Black Resin Ba","IQVC Divisional","Casio"
"16415",51772,"Steel by Design 4.0mm 18 Round Curb Chain Neck""","IQVC Divisional","Steel by Design"
"16416",53066,"Carolyn Pollack 2L Sterling Silver Extender Ch""","IQVC Divisional","Carolyn Pollack"
"16417",53675,"Rachael Ray 13 Nylon Ladle - Orange""","IQVC Divisional","Rachael Ray"
"16418",15424,"Minnetonka Women's Studded Moccasins","IQVC Divisional","Minnetonka"
"16419",23879,"Canon EOS 7D 18MP DSLR Camera w/ 18-135mmf3.5-f","IQVC Divisional","Canon"
"16420",41157,"KJL Kissing Fish Bangle Bracelet","Costume Jewelry","Kenneth Jay Lane"
"16421",5507,"Susan Graver Linen/Rayon Capri Pants with","Apparel","Susan Graver"
"16422",51619,"Or Paz Sterling Sunflower Stud Earrings","IQVC Divisional","Or Paz"
"16423",43676,"As Is"" Sterling 1.80cttw Garnet Oval Link""","Jewelry","N/A"
"16424",39880,"Tacori IV Diamonique Epiphany Three Stone Ring","Jewelry","Tacori"
"16425",49934,"Simply Stacks Sterling Epoxy Enamel Peace SignR","IQVC Divisional","Simply Stacks"
"16426",8025,"Kelly by Clinton Kelly Printed Henley with","Apparel","Kelly by Clinton Kelly"
"16427",55175,"T-Fal FR4049001 Family-Sized Professional DeepF","IQVC Divisional","T-Fal"
"16428",16206,"Nomad Zen Thong Flip Flops","IQVC Divisional","Nomad"
"16429",48389,"As Is"" Hagit Gorali Sterling Cultured Pearl""","Jewelry","Hagit"
"16430",1680,"George Simonton Milky Knit Caftan Top with","Apparel","George Simonton"
"16431",17542,"Fresh Black Tea Instant Perfecting Mask, 3.4 oz","IQVC Divisional","Fresh"
"16432",53428,"Deni Yogurt Maker","IQVC Divisional","Deni"
"16433",8922,"CV by Cynthia Vincent Woven Dress w/ Lace","Apparel","CV by Cynthia Vincent"
"16434",25604,"Nintendo Wii Remote Plus - White - Wii","IQVC Divisional","Nintendo"
"16435",29957,"Northern Nights 550 FP DownAround Pillow - Full","IQVC Divisional","Northern Nights"
"16436",28720,"Econoshield Allergy Relief Pillow Cover - Queen","IQVC Divisional","Econoshield"
"16437",14114,"Skechers GOwalk Elite Leather Lace-up Sneakers","Accessories","Skechers"
"16438",61473,"AbleTripod with Black Marble Finish Cane and","Housewares","AbleTripod"
"16439",9676,"Susan Graver Crinkled Chiffon Printed Blouse","Apparel","Susan Graver"
"16440",42378,"Luxe Rachel Zoe Multi Strand Bead & Charm","Costume Jewelry","Luxe Rachel Zoe"
"16441",954,"Azura by Spring Step Wedge Espadrille Sandals -","IQVC Divisional","Azura"
"16442",44615,"Judith Ripka Sterling 7/8 Textured Diamonique""","Jewelry","Judith Ripka"
"16443",52982,"Sterling Oxidized Prayer Box Pendant","IQVC Divisional","N/A"
"16444",14869,"ME Elos Professional Hair Removal System","Health/Beauty","me"
"16445",35119,"Mr. Bar-B-Q Premium Stacked Chairs - Taupe Cove","IQVC Divisional","Mr. Bar-B-Q"
"16446",13663,"Ocean Dream Signature Plumeria Cove Shirred","Accessories","Ocean Dream Signature"
"16447",9775,"LOGO by Lori Goldstein Stretch Denim Pedal","Apparel","Logo by Lori Goldstein"
"16448",31655,"Americana Red,White & Blue Berry Wreath w/Metal","Home Decor","Valerie Parr Hill"
"16449",5488,"Susan Graver Ribbed Sweater Knit Open Front","Apparel","Susan Graver"
"16450",7987,"Liz Claiborne New York 3/4 Sleeve Belted Denim","Apparel","Liz Claiborne New York"
"16451",11769,"As Is"" B. Makowsky Pebble Leather Convertible""","Accessories","B. Makowsky"
"16452",34578,"Honey-Can-Do 24-Pocket Over-the-Door Organizer","IQVC Divisional","Honey-Can-Do"
"16453",33542,"Illuminart Canvas Art w/ Flower & Fiber Optics","Home Decor","Illuminart"
"16454",36160,"Diamonique 0.50 ct tw Asscher Stud Earrings, 14","IQVC Divisional","Diamonique"
"16455",21192,"Silver Mercury Dime Coppertone Beaded Pendant","IQVC Divisional","N/A"
"16456",23686,"Incase Nylon Backpack for 15 Apple MacBook/Mac""","IQVC Divisional","Incase"
"16457",33524,"18 Boy with Firefly Jar Solar Garden Statue""","Home Decor","Valerie Parr Hill"
"16458",26307,"MLB 13: The Show - PS Vita","IQVC Divisional","Sony"
